year,scenario_id,p_seapar,mapped_coarse_smoothing,reconstruction_status,mae,rmse,nrmse,pearson_correlation,n_pointwise_evaluation_dates,minimum_reconstructed_value,n_negative_reconstructed_days,fraction_negative_reconstructed_days,reconstruction_failure_reason,actual_internal_coarse_smoothing,base_value,coarse_error_flag,raw_peak_count_full_extended,filtered_peak_count_full_extended,initialized_season_count_full_extended,filtered_peak_count_central_year,filtered_peak_count_common_support,filtered_peak_dates_common_support,final_numseason_output,reference_integral,reconstruction_integral,signed_integral_error,absolute_integral_error,relative_integral_error,n_reference_events,n_matched_events,event_recovery_5d,event_recovery_10d,event_recovery_15d
2019,B1_2019_p_seapar_1.0,1,50000,ok,4.2311019493418023,7.7744444400484243,0.27219968749762552,0.80039558192864058,198,0.95222115516662598,0,0,,50000,0.95194399356842041,0,3,3,3,1,1,2019-08-22,1,1870.269949,1325.8382762670517,-544.4316727329483,544.4316727329483,-0.29109790970231125,2,1,0.5,0.5,0.5
2020,B1_2020_p_seapar_0.0,0,1000,ok,2.6910484983026297,4.9018290970543541,0.23284985126467267,0.73029560599506693,247,1.6038902997970581,0,0,,1000,0.71256500482559204,0,14,14,14,5,4,2020-04-11;2020-06-05;2020-08-08;2020-09-11,0,1917.1637729999998,1860.137189745903,-57.026583254096749,57.026583254096749,-0.029745285226655885,3,3,0.66666666666666663,1,1
2020,B1_2020_p_seapar_0.1,0.10000000000000001,5900,ok,3.0623720040962121,5.3236766173881716,0.25288872459567635,0.67496672809995784,247,0.72235405445098877,0,0,,5900,0.71256500482559204,0,6,6,6,2,2,2020-04-11;2020-09-09,0,1917.1637729999998,1833.3862141370773,-83.777558862922433,83.777558862922433,-0.043698697024629439,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_0.2,0.20000000000000001,10800,ok,3.0571349981603584,5.329255806439372,0.25315375083690744,0.67308590550811531,247,0.72420370578765869,0,0,,10800,0.71256500482559204,0,6,6,6,2,2,2020-04-11;2020-09-06,0,1917.1637729999998,1843.279620975256,-73.884152024743798,73.884152024743798,-0.038538257954420362,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_0.3,0.29999999999999999,15700,ok,3.049770020278884,5.3330038749264359,0.25333179400660244,0.67180441635653565,247,0.72535020112991333,0,0,,15700,0.71256500482559204,0,6,6,6,2,2,2020-04-11;2020-09-05,0,1917.1637729999998,1851.7953882217407,-65.368384778259042,65.368384778259042,-0.034096400995502769,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_0.4,0.40000000000000002,20600,ok,3.0486114878437336,5.338078606088418,0.25357285716341177,0.67029813616695777,247,0.72673434019088745,0,0,,20600,0.71256500482559204,0,6,6,6,2,2,2020-04-11;2020-09-04,0,1917.1637729999998,1861.7654324471951,-55.398340552804711,55.398340552804711,-0.028895987569239719,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_0.5,0.5,25500,ok,3.0477882424758262,5.3448084673923431,0.25389254338107131,0.66853713965100614,247,0.7284209132194519,0,0,,25500,0.71256500482559204,0,6,6,6,2,1,2020-09-04,0,1917.1637729999998,1873.4788089990616,-43.68496400093818,43.68496400093818,-0.022786245294307565,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_0.6,0.59999999999999998,30400,ok,3.0476068557467286,5.3487586805594081,0.25408018895789641,0.66757340404699617,247,0.72939187288284302,0,0,,30400,0.71256500482559204,0,6,6,6,2,1,2020-09-03,0,1917.1637729999998,1879.9624029695988,-37.201370030400994,37.201370030400994,-0.019404377734609426,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_0.7,0.69999999999999996,35300,ok,3.045162643576695,5.3516546184802056,0.25421775367114491,0.66668882600013923,247,0.73048603534698486,0,0,,35300,0.71256500482559204,0,6,6,6,2,1,2020-09-03,0,1917.1637729999998,1887.7941944003105,-29.369578599689248,29.369578599689248,-0.015319285192694517,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_0.8,0.80000000000000004,40200,ok,3.040640914325544,5.3548204539517013,0.25436813923214074,0.6657404335046978,247,0.73458659648895264,0,0,,40200,0.71256500482559204,0,6,6,6,2,1,2020-09-03,0,1917.1637729999998,1897.7764777839184,-19.387295216081384,19.387295216081384,-0.010112487774450235,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_0.9,0.90000000000000002,45100,ok,3.0294284304779295,5.357158966017793,0.25447922474246526,0.664872541501492,247,0.74393624067306519,0,0,,45100,0.71256500482559204,0,6,6,6,2,1,2020-09-03,0,1917.1637729999998,1910.883848041296,-6.2799249587037593,6.2799249587037593,-0.0032756330195395154,3,1,0,0,0.33333333333333331
2020,B1_2020_p_seapar_1.0,1,50000,ok,3.0294291078473137,5.3571924568595879,0.2544808156460599,0.66486755162307998,247,0.74403810501098633,0,0,,50000,0.71256500482559204,0,6,6,6,2,1,2020-09-03,0,1917.1637729999998,1910.9432879686356,-6.2204850313642055,6.2204850313642055,-0.0032446289247529017,3,1,0,0,0.33333333333333331
2021,B1_2021_p_seapar_0.0,0,1000,ok,2.6865837047769769,4.1746723364046039,0.18841911565619926,0.7969408791950332,215,0.6940077543258667,0,0,,1000,0.69021397829055786,0,9,6,6,2,2,2021-04-05;2021-08-10,5,1469.9477440000001,1631.4713596701622,161.52361567016214,161.52361567016214,0.10988391684634072,2,2,1,1,1
2021,B1_2021_p_seapar_0.1,0.10000000000000001,5900,ok,2.7644655237172149,4.3682487907518706,0.19715597004879742,0.7660598214836386,215,0.69471770524978638,0,0,,5900,0.69021397829055786,0,6,6,6,2,2,2021-04-03;2021-08-12,5,1469.9477440000001,1603.6418304145336,133.69408641453356,133.69408641453356,0.09095159127951527,2,2,0.5,1,1
2021,B1_2021_p_seapar_0.2,0.20000000000000001,10800,ok,2.8081670899361897,4.6128865264615335,0.20819741764136421,0.71632340577099496,215,0.79524332284927368,0,0,,10800,0.69021397829055786,0,6,6,6,2,2,2021-04-01;2021-08-12,5,1469.9477440000001,1554.9891954660416,85.041451466041508,85.041451466041508,0.05785338411733465,2,2,0.5,0.5,1
2021,B1_2021_p_seapar_0.3,0.29999999999999999,15700,ok,2.7578891959941778,4.6279666224796907,0.20887804072427635,0.71212178895674416,215,0.80806666612625122,0,0,,15700,0.69021397829055786,0,6,6,6,2,2,2021-03-30;2021-08-13,5,1469.9477440000001,1577.3313425183296,107.38359851832956,107.38359851832956,0.073052663917234847,2,2,0.5,0.5,1
2021,B1_2021_p_seapar_0.4,0.40000000000000002,20600,ok,2.7512135959689119,4.6447908748163291,0.20963738433052839,0.71028358734580188,215,0.89635396003723145,0,0,,20600,0.69021397829055786,0,5,5,5,2,2,2021-03-28;2021-08-13,5,1469.9477440000001,1588.0458450913429,118.09810109134287,118.09810109134287,0.080341700290634865,2,2,0.5,0.5,1
2021,B1_2021_p_seapar_0.5,0.5,25500,ok,2.7517233186231214,4.6486889290300573,0.20981331859998609,0.70947046845522899,215,0.90197020769119263,0,0,,25500,0.69021397829055786,0,5,5,5,2,2,2021-03-27;2021-08-13,5,1469.9477440000001,1594.4210138916969,124.47326989169687,124.47326989169687,0.084678703987790788,2,2,0.5,0.5,1
2021,B1_2021_p_seapar_0.6,0.59999999999999998,30400,ok,2.7519887067745121,4.6556199190050949,0.21012614099572968,0.70827977006545695,215,0.93271225690841675,0,0,,30400,0.69021397829055786,0,5,5,5,2,2,2021-03-26;2021-08-14,5,1469.9477440000001,1601.5906258821487,131.64288188214869,131.64288188214869,0.089556164441549485,2,2,0,0.5,1
2021,B1_2021_p_seapar_0.7,0.69999999999999996,35300,ok,2.7637128194694518,4.6538094232589629,0.21004442631733186,0.70873025031680781,215,0.92138338088989258,0,0,,35300,0.69021397829055786,0,5,5,5,2,2,2021-03-25;2021-08-14,5,1469.9477440000001,1595.1165606379509,125.16881663795084,125.16881663795084,0.085151881860332873,2,2,0,0.5,1
2021,B1_2021_p_seapar_0.8,0.80000000000000004,40200,ok,2.7624555238684718,4.6553186757936498,0.21011254472399285,0.70842232846947006,215,0.92672359943389893,0,0,,40200,0.69021397829055786,0,5,5,5,2,2,2021-03-24;2021-08-14,5,1469.9477440000001,1596.8584152460098,126.91067124600977,126.91067124600977,0.086336859091781265,2,2,0,0.5,1
2021,B1_2021_p_seapar_0.9,0.90000000000000002,45100,ok,2.766372279770962,4.6588162573926262,0.21027040411479289,0.70775195702276961,215,0.94277125597000122,0,0,,45100,0.69021397829055786,0,5,5,5,2,2,2021-03-23;2021-08-14,5,1469.9477440000001,1599.3723676204681,129.42462362046808,129.42462362046808,0.088047091570942315,2,2,0,0.5,1
2021,B1_2021_p_seapar_1.0,1,50000,ok,2.7649537672713524,4.6601235158438969,0.21032940574689096,0.7074911646466352,215,0.94833332300186157,0,0,,50000,0.69021397829055786,0,5,5,5,2,2,2021-03-22;2021-08-14,5,1469.9477440000001,1601.280720949173,131.33297694917292,131.33297694917292,0.089345337264705449,2,2,0,0.5,1
2022,B1_2022_p_seapar_0.0,0,1000,ok,2.4268103246511457,5.2991367497861681,0.3153344294350261,0.7413905497220209,200,1.4592856168746948,0,0,,1000,1.3725299835205078,0,8,5,5,2,1,2022-08-03,1,1403.2845200000002,1304.2450621128082,-99.039457887191929,99.039457887191929,-0.070576890484897473,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.1,0.10000000000000001,5900,ok,2.4853286075548171,5.3894506346189814,0.32070871560436581,0.72700922618898944,200,1.5249035358428955,0,0,,5900,1.3725299835205078,0,5,5,5,2,1,2022-08-06,1,1403.2845200000002,1314.7456438541412,-88.538876145858922,88.538876145858922,-0.063094030386552619,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.2,0.20000000000000001,10800,ok,2.4774414750659939,5.3780437224567974,0.32002992728315049,0.7289509988611409,200,1.517491340637207,0,0,,10800,1.3725299835205078,0,5,5,5,2,1,2022-08-07,1,1403.2845200000002,1314.0017585754395,-89.282761424560704,89.282761424560704,-0.063624133347213646,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.3,0.29999999999999999,15700,ok,2.5064693994037626,5.4195333804030845,0.32249884217131125,0.72314653501752701,200,1.6046699285507202,0,0,,15700,1.3725299835205078,0,5,5,5,2,1,2022-08-07,1,1403.2845200000002,1324.147355556488,-79.13716444351212,79.13716444351212,-0.056394240309521913,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.4,0.40000000000000002,20600,ok,2.5298361278287884,5.4573261271263771,0.32474776587105403,0.71715885291701753,200,1.640317440032959,0,0,,20600,1.3725299835205078,0,5,5,5,2,1,2022-08-08,1,1403.2845200000002,1329.6522680521011,-73.632251947899022,73.632251947899022,-0.0524713633610802,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.5,0.5,25500,ok,2.5500885320417401,5.492804423041183,0.32685896411481963,0.71168979112951702,200,1.6783479452133179,0,0,,25500,1.3725299835205078,0,5,5,5,2,1,2022-08-08,1,1403.2845200000002,1335.4148855209351,-67.869634479065098,67.869634479065098,-0.048364842276650416,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.6,0.59999999999999998,30400,ok,2.5700727026943206,5.5310021104448941,0.32913198452020409,0.70553688250274182,200,1.7050625085830688,0,0,,30400,1.3725299835205078,0,5,5,5,2,1,2022-08-09,1,1403.2845200000002,1339.5284732580185,-63.756046741981663,63.756046741981663,-0.045433442636409652,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.7,0.69999999999999996,35300,ok,2.5933266955455783,5.5718245267507402,0.33156119402389966,0.69885942057718398,200,1.7262635231018066,0,0,,35300,1.3725299835205078,0,5,5,5,2,1,2022-08-09,1,1403.2845200000002,1342.7221652269363,-60.562354773063817,60.562354773063817,-0.043157573471318426,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.8,0.80000000000000004,40200,ok,2.6046347055267334,5.5924258154628701,0.33278710985291238,0.69572062576410987,200,1.7432270050048828,0,0,,40200,1.3725299835205078,0,5,5,5,2,1,2022-08-09,1,1403.2845200000002,1344.8900444507599,-58.394475549240269,58.394475549240269,-0.041612712687260502,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_0.9,0.90000000000000002,45100,ok,2.615863857420349,5.610013362852003,0.33383368771700267,0.69272148101204245,200,1.7512452602386475,0,0,,45100,1.3725299835205078,0,5,5,5,2,1,2022-08-09,1,1403.2845200000002,1346.62866127491,-56.655858725090184,56.655858725090184,-0.040373750239253103,2,1,0.5,0.5,0.5
2022,B1_2022_p_seapar_1.0,1,50000,ok,2.6259611057443619,5.6287582150949822,0.33494913303686957,0.68971023098309792,200,1.7642470598220825,0,0,,50000,1.3725299835205078,0,5,5,5,2,1,2022-08-09,1,1403.2845200000002,1348.4887933731079,-54.795726626892247,54.795726626892247,-0.03904819432262549,2,1,0.5,0.5,0.5
2023,B1_2023_p_seapar_0.0,0,1000,ok,1.3423849489468946,1.8976207054507006,0.17797730506965587,0.86293110545045904,196,1.2141717672348022,0,0,,1000,0.90460497140884399,0,5,5,5,2,1,2023-07-29,1,1061.1218505000002,1138.0695337057114,76.947683205711201,76.947683205711201,0.072515407320519767,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.1,0.10000000000000001,5900,ok,1.3425955932955838,1.8971772706477461,0.17793571544588266,0.86307903620235682,196,1.2083162069320679,0,0,,5900,0.90460497140884399,0,5,5,5,2,1,2023-08-10,1,1061.1218505000002,1138.5362266302109,77.414376130210712,77.414376130210712,0.072955218190760174,3,1,0.33333333333333331,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.2,0.20000000000000001,10800,ok,1.3423616532792852,1.8982325122570107,0.17803468625563132,0.86242671927697501,196,1.1026134490966797,0,0,,10800,0.90460497140884399,0,5,5,5,2,1,2023-08-14,1,1061.1218505000002,1132.346726000309,71.224875500308826,71.224875500308826,0.067122239982851828,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.3,0.29999999999999999,15700,ok,1.3425757178871001,1.8983506911259531,0.17804577021806392,0.86236302838412682,196,1.0870504379272461,0,0,,15700,0.90460497140884399,0,5,5,5,2,1,2023-08-17,1,1061.1218505000002,1131.5465734004974,70.424722900497272,70.424722900497272,0.066368177101727918,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.4,0.40000000000000002,20600,ok,1.3427282717179281,1.8984115657612837,0.17805147963275997,0.86234825754751399,196,1.0828173160552979,0,0,,20600,0.90460497140884399,0,5,5,5,2,1,2023-08-19,1,1061.1218505000002,1131.4006154537201,70.278764953719929,70.278764953719929,0.066230626502135084,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.5,0.5,25500,ok,1.3433188515682613,1.8990431175813982,0.17811071269795206,0.86216973942833075,196,1.0679646730422974,0,0,,25500,0.90460497140884399,0,5,5,5,2,1,2023-08-20,1,1061.1218505000002,1130.2400877475739,69.118237247573688,69.118237247573688,0.065136946539179452,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.6,0.59999999999999998,30400,ok,1.3435521029318596,1.8991716992347258,0.17812277233456697,0.8621214294730366,196,1.0640908479690552,0,0,,30400,0.90460497140884399,0,5,5,5,2,1,2023-08-21,1,1061.1218505000002,1129.9449896812439,68.823139181243732,68.823139181243732,0.064858846464064701,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.7,0.69999999999999996,35300,ok,1.343686721238506,1.899063469890482,0.17811262153521984,0.86211778013522455,196,1.0597388744354248,0,0,,35300,0.90460497140884399,0,5,5,5,2,1,2023-08-22,1,1061.1218505000002,1129.7184992432594,68.596648743259266,68.596648743259266,0.064645402138252595,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.8,0.80000000000000004,40200,ok,1.3446526691037783,1.9006379390610835,0.17826029054994655,0.8621201721959123,196,1.1303727626800537,0,0,,40200,0.90460497140884399,0,5,5,5,2,1,2023-08-23,1,1061.1218505000002,1133.8022164702415,72.680365970241382,72.680365970241382,0.068493892511962154,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_0.9,0.90000000000000002,45100,ok,1.3448596139975959,1.9006823560302029,0.17826445640481972,0.86204845575337874,196,1.1120660305023193,0,0,,45100,0.90460497140884399,0,5,5,5,2,1,2023-08-24,1,1061.1218505000002,1132.8126801252365,71.690829625236347,71.690829625236347,0.067561354609233293,3,1,0,0.33333333333333331,0.33333333333333331
2023,B1_2023_p_seapar_1.0,1,50000,ok,1.3450203008213824,1.9006932417065727,0.17826547736930362,0.86203013794015915,196,1.1073585748672485,0,0,,50000,0.90460497140884399,0,5,5,5,2,1,2023-08-24,1,1061.1218505000002,1132.5735296607018,71.451679160701588,71.451679160701588,0.067335979489097864,3,1,0,0.33333333333333331,0.33333333333333331
2024,B1_2024_p_seapar_0.0,0,1000,ok,2.4816682439582167,3.6165555358314405,0.22163814739531318,0.79371464156444738,186,1.8455990552902222,0,0,,1000,1.0061600208282471,0,5,5,5,2,1,2024-09-02,1,1367.9777779999999,1428.9779959917068,61.000217991706904,61.000217991706904,0.044591526977060959,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.1,0.10000000000000001,5900,ok,2.4587545769239854,3.6008579547274833,0.22067613180893592,0.79503623041514027,186,1.9130812883377075,0,0,,5900,1.0061600208282471,0,5,5,5,2,1,2024-08-29,1,1367.9777779999999,1427.552506685257,59.574728685257014,59.574728685257014,0.04354948570316397,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.2,0.20000000000000001,10800,ok,2.4624878929160334,3.6038366125123473,0.22085867682632085,0.79468095431882446,186,1.9186995029449463,0,0,,10800,1.0061600208282471,0,5,5,5,2,1,2024-08-28,1,1367.9777779999999,1425.6227748394012,57.644996839401301,57.644996839401301,0.042138840094083238,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.3,0.29999999999999999,15700,ok,2.4621414015023015,3.6013613296329341,0.22070698079781056,0.79504550472734148,186,1.8952294588088989,0,0,,15700,1.0061600208282471,0,5,5,5,2,1,2024-08-27,1,1367.9777779999999,1423.9846247434616,56.006846743461665,56.006846743461665,0.040941342501443517,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.4,0.40000000000000002,20600,ok,2.4691546041391841,3.6067105609836179,0.22103480480460602,0.79462162413448445,186,1.8594208955764771,0,0,,20600,1.0061600208282471,0,5,5,5,2,1,2024-08-27,1,1367.9777779999999,1422.0293519496918,54.051573949691829,54.051573949691829,0.039512026305511982,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.5,0.5,25500,ok,2.4778015311552473,3.6072491899581314,0.22106781431513664,0.79477961740800185,186,1.8295412063598633,0,0,,25500,1.0061600208282471,0,5,5,5,2,1,2024-08-26,1,1367.9777779999999,1421.7591055631638,53.781327563163813,53.781327563163813,0.039314474568287773,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.6,0.59999999999999998,30400,ok,2.5076613587075509,3.6255423772723012,0.22218889986355361,0.79309816712094761,186,1.7811012268066406,0,0,,30400,1.0061600208282471,0,5,5,5,2,1,2024-08-26,1,1367.9777779999999,1420.0774276256561,52.099649625656184,52.099649625656184,0.038085157861136094,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.7,0.69999999999999996,35300,ok,2.5278575295728869,3.6384295713878618,0.22297868279391306,0.79187346249558122,186,1.7560569047927856,0,0,,35300,1.0061600208282471,0,5,5,5,2,1,2024-08-26,1,1367.9777779999999,1418.8284193277359,50.850641327735957,50.850641327735957,0.037172125268058236,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.8,0.80000000000000004,40200,ok,2.593511743124234,3.672439892566584,0.22506298220634793,0.78891415451905567,186,1.5928056240081787,0,0,,40200,1.0061600208282471,0,5,5,5,2,2,2024-04-17;2024-08-26,1,1367.9777779999999,1404.980816245079,37.003038245079097,37.003038245079097,0.027049443960396772,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_0.9,0.90000000000000002,45100,ok,2.6667682555643304,3.6744936604904153,0.225188845977361,0.7931990265365807,186,1.0590559244155884,0,0,,45100,1.0061600208282471,0,4,4,4,1,1,2024-08-26,1,1367.9777779999999,1311.721647977829,-56.256130022170964,56.256130022170964,-0.041123570080515565,2,1,0.5,0.5,0.5
2024,B1_2024_p_seapar_1.0,1,50000,ok,2.6850856691507725,3.6821108707119303,0.22565566152743083,0.79252834296939945,186,1.0061600208282471,0,0,,50000,1.0061600208282471,0,3,3,3,1,1,2024-08-26,1,1367.9777779999999,1312.1260824799538,-55.851695520046178,55.851695520046178,-0.040827926022089359,2,1,0.5,0.5,0.5
2025,B1_2025_p_seapar_0.0,0,1000,ok,4.6110320784288987,8.3145871465789654,0.27734450371394792,0.67776288400904383,203,1.1888799667358398,0,0,,1000,1.1888799667358398,0,8,5,5,2,1,2025-08-15,1,2516.302831,2450.682223200798,-65.620607799201935,65.620607799201935,-0.026078183830172678,4,1,0,0,0.25
2025,B1_2025_p_seapar_0.1,0.10000000000000001,5900,ok,4.6471818472682029,8.3123303903142762,0.27726922650111707,0.67667989214347157,203,1.1888799667358398,0,0,,5900,1.1888799667358398,0,8,5,5,2,1,2025-08-16,1,2516.302831,2475.1848930120468,-41.117937987953155,41.117937987953155,-0.016340615875559197,4,1,0,0,0.25
2025,B1_2025_p_seapar_0.2,0.20000000000000001,10800,ok,4.6524315935955327,8.3129445668570057,0.27728971320543966,0.67647782025765291,203,1.1888799667358398,0,0,,10800,1.1888799667358398,0,8,5,5,2,1,2025-08-17,1,2516.302831,2478.0885499715805,-38.214281028419464,38.214281028419464,-0.015186678072937981,4,1,0,0,0.25
2025,B1_2025_p_seapar_0.3,0.29999999999999999,15700,ok,4.669882918081913,8.313314501911961,0.27730205289860949,0.67620722847639592,203,1.1888799667358398,0,0,,15700,1.1888799667358398,0,5,5,5,2,1,2025-08-17,1,2516.302831,2487.374417424202,-28.928413575798004,28.928413575798004,-0.011496395910464245,4,1,0,0,0.25
2025,B1_2025_p_seapar_0.4,0.40000000000000002,20600,ok,4.6750159657598784,8.3133334842801592,0.27730268608164005,0.67605625753864385,203,1.1888799667358398,0,0,,20600,1.1888799667358398,0,5,5,5,2,1,2025-08-18,1,2516.302831,2490.2817726135254,-26.021058386474579,26.021058386474579,-0.010340988400086007,4,1,0,0,0.25
2025,B1_2025_p_seapar_0.5,0.5,25500,ok,4.6789352524408052,8.3136563179804241,0.27731345464426421,0.6758680586828808,203,1.1888799667358398,0,0,,25500,1.1888799667358398,0,5,5,5,2,1,2025-08-19,1,2516.302831,2492.7729735374451,-23.529857462554901,23.529857462554901,-0.0093509641099930475,4,1,0,0,0.25
2025,B1_2025_p_seapar_0.6,0.59999999999999998,30400,ok,4.6708813160462404,8.3115072833463088,0.27724177063475713,0.67602606440796698,203,1.1888799667358398,0,0,,30400,1.1888799667358398,0,5,5,5,2,1,2025-08-19,1,2516.302831,2490.931592464447,-25.371238535552948,25.371238535552948,-0.010082744502365879,4,1,0,0,0.25
2025,B1_2025_p_seapar_0.7,0.69999999999999996,35300,ok,4.6764196152121631,8.310998787956283,0.27722480907080921,0.67590762920706149,203,1.1888799667358398,0,0,,35300,1.1888799667358398,0,5,5,5,2,1,2025-08-20,1,2516.302831,2494.5573154687881,-21.745515531211822,21.745515531211822,-0.0086418515543178771,4,1,0,0,0.25
