acolite_scene_id,acolite_output_relative_dir,acolite_layout_depth,acolite_layout_pattern,acolite_basename_parser,platform,tile_id,sensing_datetime_utc,acquisition_date,year,rhos_geotiff_count,rhos_wavelengths_nm,l2_flags_geotiff_count,l2_flags_relative_path,netcdf_output_count,netcdf_output_names,settings_file_count,settings_relative_paths,settings_sha256,run_json_count,run_json_relative_paths,run_json_sha256,linked_l1c_product_id,l1c_linkage_method,l1c_linkage_status,l1c_processing_baseline,l1c_relative_orbit,acolite_setting_acolite_version,acolite_setting_acolite_version_source,acolite_setting_acolite_version_status,acolite_setting_inputfile,acolite_setting_inputfile_source,acolite_setting_inputfile_status,acolite_setting_output,acolite_setting_output_source,acolite_setting_output_status,acolite_setting_l2w_mask,acolite_setting_l2w_mask_source,acolite_setting_l2w_mask_status,acolite_setting_s2_target_res,acolite_setting_s2_target_res_source,acolite_setting_s2_target_res_status,acolite_setting_polygon,acolite_setting_polygon_source,acolite_setting_polygon_status,acolite_setting_ancillary_data,acolite_setting_ancillary_data_source,acolite_setting_ancillary_data_status,acolite_setting_dsf_aot_estimate,acolite_setting_dsf_aot_estimate_source,acolite_setting_dsf_aot_estimate_status,acolite_setting_l2r_export_geotiff,acolite_setting_l2r_export_geotiff_source,acolite_setting_l2r_export_geotiff_status,acolite_setting_l2w_export_geotiff,acolite_setting_l2w_export_geotiff_source,acolite_setting_l2w_export_geotiff_status
S2A_MSI_2025_05_17_10_25_38_T33UVB,S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-05-17T10:17:01Z,2025-05-17,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309/acolite/S2A_MSI_2025_05_17_10_25_38_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_05_17_10_25_38_T33UVB_L2R.nc;S2A_MSI_2025_05_17_10_25_38_T33UVB_L2W.nc,4,S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309/acolite/acolite-settings.txt;S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309/acolite/acolite_run_20260820_102126_l1r_settings.txt;S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309/acolite/acolite_run_20260820_102126_l1r_settings_user.txt;S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309/acolite/acolite_run_20260820_102126_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;5ee4c2dec2e3ca4a1028a54165551452bebbafac7a98c5eda1871b8460930acb;cf7a2b4e6673c90e769c2141c324bd06895f54e220c927174eaa25d9573bed01;1d71f198e1166362e3e24f074194fb4eb79e3d81493f0ddc1e9b94c653bc1e2f,1,S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309/acolite/run.json,dff4962e4d30cc017fda7aff600ed35730aab79a84f365292ce73f030ec0500d,S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309,ancestor_directory_l1c_product_name,exact_unique,N0511,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250517T101701_N0511_R065_T33UVB_20250517T104309/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_05_20_10_35_33_T33UVB,S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-05-20T10:27:01Z,2025-05-20,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605/acolite/S2A_MSI_2025_05_20_10_35_33_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_05_20_10_35_33_T33UVB_L2R.nc;S2A_MSI_2025_05_20_10_35_33_T33UVB_L2W.nc,4,S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605/acolite/acolite-settings.txt;S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605/acolite/acolite_run_20260820_102151_l1r_settings.txt;S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605/acolite/acolite_run_20260820_102151_l1r_settings_user.txt;S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605/acolite/acolite_run_20260820_102151_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;72b81e37fd9f1ca1cca3ac089a164e26ecfb6ad60bb135757299a1ef1344aae1;0442393901d6f944c79a7322d253f818ef1553ce8967b3d78946b54a52f91f26;f84e0d4014f1662de14df748625b7b4f7db3ca475bd12e109f16ccf2e7e8c065,1,S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605/acolite/run.json,3085b331e33d012a7ca1865b91404ffff8ca27a40f589a0edf96d96a2087b506,S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605,ancestor_directory_l1c_product_name,exact_unique,N0511,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250520T102701_N0511_R108_T33UVB_20250520T130605/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_05_27_10_25_40_T33UVB,S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-05-27T10:20:41Z,2025-05-27,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559/acolite/S2A_MSI_2025_05_27_10_25_40_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_05_27_10_25_40_T33UVB_L2R.nc;S2A_MSI_2025_05_27_10_25_40_T33UVB_L2W.nc,4,S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559/acolite/acolite-settings.txt;S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559/acolite/acolite_run_20260820_102215_l1r_settings.txt;S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559/acolite/acolite_run_20260820_102215_l1r_settings_user.txt;S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559/acolite/acolite_run_20260820_102215_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;13b9ec61eae1c2ae1189da3b2ceaeae5a61deb6f1e010ed3918adcc2cccf0e8e;6f5567ad979b72eb23725bcb31605ee344c0c4baf9e65d3b1e36465c2a092056;f49e69234873fe6a68fa12758e333e402784130f932f392cc75996d0704fb58a,1,S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559/acolite/run.json,82f6b7bd57da62898529f0a4e68211a394ed559982acdbb497a1f7c8aa365dfb,S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559,ancestor_directory_l1c_product_name,exact_unique,N0511,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250527T102041_N0511_R065_T33UVB_20250527T153559/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_05_30_10_35_34_T33UVB,S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-05-30T10:30:41Z,2025-05-30,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317/acolite/S2A_MSI_2025_05_30_10_35_34_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_05_30_10_35_34_T33UVB_L2R.nc;S2A_MSI_2025_05_30_10_35_34_T33UVB_L2W.nc,4,S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317/acolite/acolite-settings.txt;S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317/acolite/acolite_run_20260820_102239_l1r_settings.txt;S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317/acolite/acolite_run_20260820_102239_l1r_settings_user.txt;S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317/acolite/acolite_run_20260820_102239_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;d9f0d89bcf646491beb868532df1fda6419c2fab9e3a6f29ec85790069dd3579;4d2dcf947c667c8a361d7f97076a4435644e2ad59d582c6e968d0f972add59bb;14a9666d1738c2060cee5d73956c8e981ce0f16b3e900674ca1577003a108221,1,S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317/acolite/run.json,2a35e3631161c23fc86461fa5cc1cf806574723e01e2f079d97c611ef62f7520,S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317,ancestor_directory_l1c_product_name,exact_unique,N0511,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250530T103041_N0511_R108_T33UVB_20250530T130317/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_06_06_10_25_39_T33UVB,S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-06-06T10:17:01Z,2025-06-06,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211/acolite/S2A_MSI_2025_06_06_10_25_39_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_06_06_10_25_39_T33UVB_L2R.nc;S2A_MSI_2025_06_06_10_25_39_T33UVB_L2W.nc,4,S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211/acolite/acolite-settings.txt;S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211/acolite/acolite_run_20260820_102301_l1r_settings.txt;S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211/acolite/acolite_run_20260820_102301_l1r_settings_user.txt;S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211/acolite/acolite_run_20260820_102301_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;0910d401e9ac18460c4ab0b508a30f95d06bdf97a9192f45efb6147d281c830c;cb89030f911034ce011db6a231699554b543470b37348788393f4a0160ae727a;225ef855f0ba47584284da97f78845b78fe2a2e6a852d23ff2aa0baadf0ec067,1,S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211/acolite/run.json,0c6ab4dcb167ccd090f76a605e54bf93d4af296a8048a3660d68bc123464f7a0,S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211,ancestor_directory_l1c_product_name,exact_unique,N0511,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250606T101701_N0511_R065_T33UVB_20250606T104211/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_06_09_10_35_33_T33UVB,S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-06-09T10:27:01Z,2025-06-09,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114/acolite/S2A_MSI_2025_06_09_10_35_33_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_06_09_10_35_33_T33UVB_L2R.nc;S2A_MSI_2025_06_09_10_35_33_T33UVB_L2W.nc,4,S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114/acolite/acolite-settings.txt;S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114/acolite/acolite_run_20260820_102326_l1r_settings.txt;S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114/acolite/acolite_run_20260820_102326_l1r_settings_user.txt;S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114/acolite/acolite_run_20260820_102326_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;b5af0881de0fa9e126ca60d823828a37e49d3992608c8ba56e44a131008a7775;6872f37d242845804b2996660ab01ed5cc8705a4438fb95c78673017770fb997;772a7f81d0a34e646dc0d6a7f5d0ea72b5500b79c5bd31a5be949c9f8ce0f94b,1,S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114/acolite/run.json,b9de01f63ee66f22f062e8bc1aeddc090963675140556709b7b6e15926ef8a16,S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114,ancestor_directory_l1c_product_name,exact_unique,N0511,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250609T102701_N0511_R108_T33UVB_20250609T105114/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_06_16_10_25_36_T33UVB,S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-06-16T10:20:41Z,2025-06-16,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314/acolite/S2A_MSI_2025_06_16_10_25_36_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_06_16_10_25_36_T33UVB_L2R.nc;S2A_MSI_2025_06_16_10_25_36_T33UVB_L2W.nc,4,S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314/acolite/acolite-settings.txt;S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314/acolite/acolite_run_20260820_102349_l1r_settings.txt;S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314/acolite/acolite_run_20260820_102349_l1r_settings_user.txt;S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314/acolite/acolite_run_20260820_102349_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;98106db896f8878db73dc14bb97181571398689e08531fc6b12ec07d07c60864;91352d7650a9cd1a851b6bdef2597dbcdf00b892a3a9ee9e7e8c773b1abc0b78;59bbf46069039e11afa5359e666f18ed150e0d80f5d7f72bea5e1d6af976c107,1,S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314/acolite/run.json,d7bf31f6e239d6ef9338c8de565733c4648a8defee03d6b539770fa13d179635,S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314,ancestor_directory_l1c_product_name,exact_unique,N0511,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250616T102041_N0511_R065_T33UVB_20250616T104314/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_06_19_10_35_30_T33UVB,S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-06-19T10:30:41Z,2025-06-19,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054/acolite/S2A_MSI_2025_06_19_10_35_30_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_06_19_10_35_30_T33UVB_L2R.nc;S2A_MSI_2025_06_19_10_35_30_T33UVB_L2W.nc,4,S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054/acolite/acolite-settings.txt;S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054/acolite/acolite_run_20260820_102414_l1r_settings.txt;S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054/acolite/acolite_run_20260820_102414_l1r_settings_user.txt;S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054/acolite/acolite_run_20260820_102414_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;9f05233ce4f7e4d89e26f366b49f04d801d611507c8a025680fdbc8ccd6be772;441d9ee7cc4fe486f78229b8b37de1978d6256b4f794329c584f6743ec0183f0;374f7f8dd6f6994ae764cd0cbefa1f687ab9746cc6691c3504b0444aa3f0faeb,1,S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054/acolite/run.json,db34e12bebd1e15abf7072e59e7c4786ab39a42bf821e2e7e8ed1ecaeb485284,S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054,ancestor_directory_l1c_product_name,exact_unique,N0511,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250619T103041_N0511_R108_T33UVB_20250619T144054/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_06_26_10_25_39_T33UVB,S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-06-26T10:17:01Z,2025-06-26,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517/acolite/S2A_MSI_2025_06_26_10_25_39_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_06_26_10_25_39_T33UVB_L2R.nc;S2A_MSI_2025_06_26_10_25_39_T33UVB_L2W.nc,4,S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517/acolite/acolite-settings.txt;S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517/acolite/acolite_run_20260820_102439_l1r_settings.txt;S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517/acolite/acolite_run_20260820_102439_l1r_settings_user.txt;S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517/acolite/acolite_run_20260820_102439_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;1406d034fe93811a4013ed7b412f80928734af0fc111ba83e886f1718e80349c;7a7c72f90056953786e9d28585ebba2f77f392d755ed936f13e61efc3ec2dbbf;fb65a78aa3510257bfe00bff96ea9cc30b1ece6d53ea3fe67c553f3fda6d3a75,1,S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517/acolite/run.json,5bd17953b804f3ca55362943d4903c6532e1373941ab6b99941ec869b53f14a3,S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517,ancestor_directory_l1c_product_name,exact_unique,N0511,65,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250626T101701_N0511_R065_T33UVB_20250626T110517/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
S2A_MSI_2025_06_29_10_35_34_T33UVB,S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315/acolite,2,<acolite_root>/<l1c_product>/acolite/<files>,acolite_output_basename,S2A,T33UVB,2025-06-29T10:27:01Z,2025-06-29,2025,11,443;492;560;665;704;740;783;833;865;1614;2202,1,S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315/acolite/S2A_MSI_2025_06_29_10_35_34_T33UVB_L2W_l2_flags.tif,2,S2A_MSI_2025_06_29_10_35_34_T33UVB_L2R.nc;S2A_MSI_2025_06_29_10_35_34_T33UVB_L2W.nc,4,S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315/acolite/acolite-settings.txt;S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315/acolite/acolite_run_20260820_102505_l1r_settings.txt;S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315/acolite/acolite_run_20260820_102505_l1r_settings_user.txt;S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315/acolite/acolite_run_20260820_102505_l2r_settings.txt,2f5adec0f5288acd3c7ddfa9cfe75a923b61edd9d0df63c246194dc7ee45a2e9;a3c9bea8f9a1c1766b2f81e070aebb026689d90c502c3aad2642bbedf5ff36c8;7bdf29754857246cade8c2d82107f25d0f793895e5e3672400b4b13ce7857518;d6f9fdcc9b61688a58716c21743e0e6275b9a5ac132a6f6b32ad1578379ced35,1,S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315/acolite/run.json,86acf2f1f34c8d7714ad22bb27137493d3fa946d3df6592b93de382db3c85f79,S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315,ancestor_directory_l1c_product_name,exact_unique,N0511,108,,,not_declared_unverified,/projects/eko/fs7/pers/ZC/TWIN_water/S2L1C/T33UVB/S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315.SAFE,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/ACOLITE_VOMBSJON/S2A_MSIL1C_20250629T102701_N0511_R108_T33UVB_20250629T105315/acolite,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,20,acolite_settings_file,declared_in_acolite_run_files,/projects/eko/fs7/pers/ZC/TWIN_water/vombsjon.geojson,acolite_settings_file,declared_in_acolite_run_files,False,acolite_settings_file,declared_in_acolite_run_files,tiled,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files,True,acolite_settings_file,declared_in_acolite_run_files
