record_type,label,role,latitude,longitude,coordinate_source_for_matchup,coordinate_qc,accepted_for_polygon,reason,rule_id,field_source_relative_path,field_source_sha256,metric_x,metric_y,metric_crs,vertex_count,area_m2,area_km2,buffer_m,clipped_to_geometry,accepted_point_count,excluded_point_count,nominal_anchor_latitude,nominal_anchor_longitude,nominal_is_vertex,nominal_inside,tuned_from_performance
source_point,2019-06-04,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-06-11,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-06-18,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-06-25,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-07-09,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-07-16,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-07-23,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-07-30,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-08-06,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-08-13,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-08-20,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-08-27,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-09-03,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-09-10,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-09-19,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-09-24,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-10-03,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2019-10-09,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-05-06,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-05-13,field_sampling_coordinate,55.67444444444444,13.609444444444444,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-05-20,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-05-27,field_sampling_coordinate,55.67583333333333,13.606666666666666,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-06-03,field_sampling_coordinate,55.67611111111111,13.605833333333333,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-06-10,field_sampling_coordinate,55.67805555555555,13.592222222222222,measured_GPS_flagged_unresolved,CHECK: longitude minute is 35 in metadata; confirm whether 35 or 36,False,"coordinate_qc flag unresolved; the source longitude minute is disputed and is never silently corrected. The row contributes no coordinate to the polygon and receives no GPS 3x3 sensitivity, but it remains in the polygon field comparison.",vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-06-17,field_sampling_coordinate,55.676944444444445,13.603055555555555,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-06-24,field_sampling_coordinate,55.67833333333333,13.593055555555557,measured_GPS_flagged_unresolved,CHECK: longitude minute is 35 in metadata; confirm whether 35 or 36,False,"coordinate_qc flag unresolved; the source longitude minute is disputed and is never silently corrected. The row contributes no coordinate to the polygon and receives no GPS 3x3 sensitivity, but it remains in the polygon field comparison.",vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-07-02,field_sampling_coordinate,55.678341,13.612293,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-07-08,field_sampling_coordinate,55.677205,13.613413,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-07-16,field_sampling_coordinate,55.676944444444445,13.609444444444444,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-07-23,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-07-28,field_sampling_coordinate,55.67722222222222,13.608333333333333,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-08-06,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-08-11,field_sampling_coordinate,55.67638888888889,13.608888888888888,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-08-19,field_sampling_coordinate,,,paper_nominal_station,no measured GPS for this date,False,no measured GPS accepted for this date; the polygon field comparison still applies because the fixed polygon does not depend on the per-date coordinate,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-08-25,field_sampling_coordinate,55.67611111111111,13.609722222222222,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-09-02,field_sampling_coordinate,55.677499999999995,13.61,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-09-11,field_sampling_coordinate,55.678928,13.608819,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-09-16,field_sampling_coordinate,55.676401,13.610208,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-09-23,field_sampling_coordinate,55.67777777777778,13.609722222222222,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-09-30,field_sampling_coordinate,55.677499999999995,13.608888888888888,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-10-08,field_sampling_coordinate,55.67777777777778,13.608888888888888,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-10-16,field_sampling_coordinate,55.677475,13.6101,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-10-21,field_sampling_coordinate,55.67861111111111,13.612141666666666,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,2020-10-29,field_sampling_coordinate,55.67786666666667,13.610427777777778,measured_GPS,ok,True,measured GPS with coordinate_qc ok,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
source_point,paper_nominal_station,nominal_station_anchor,55.6775,13.60889,paper_nominal_station,anchor,True,paper nominal station included as a construction anchor,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,,,,,,,,,,,,,,,
hull_vertex,vertex_1,polygon_vertex,55.67378333333333,13.603166666666668,,,True,convex_hull_vertex,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,412153.3376011695,6170657.923706219,EPSG:32633,,,,,,,,,,,,
hull_vertex,vertex_2,polygon_vertex,55.67444444444443,13.609444444444444,,,True,convex_hull_vertex,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,412549.59278436174,6170723.559787692,EPSG:32633,,,,,,,,,,,,
hull_vertex,vertex_3,polygon_vertex,55.677204999999994,13.613413,,,True,convex_hull_vertex,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,412805.29369019833,6171025.7573379055,EPSG:32633,,,,,,,,,,,,
hull_vertex,vertex_4,polygon_vertex,55.67861111111111,13.612141666666666,,,True,convex_hull_vertex,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,412728.4831604856,6171183.827555432,EPSG:32633,,,,,,,,,,,,
hull_vertex,vertex_5,polygon_vertex,55.678928,13.608819,,,True,convex_hull_vertex,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,412520.26892836817,6171223.27614513,EPSG:32633,,,,,,,,,,,,
hull_vertex,vertex_6,polygon_vertex,55.67694444444444,13.603055555555555,,,True,convex_hull_vertex,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,412153.4347140146,6171009.83082264,EPSG:32633,,,,,,,,,,,,
polygon_summary,vombsjon_field_sampling_area,primary_field_validation_support,55.67640271890664,13.607790548275048,,,True,unbuffered_convex_hull,vombsjon_fixed_pelagic_hull_v1.1,data/sources/vombsjon/Vombsjon_S2_field_matchup_master.csv,115f0ae9dd3545f889c86e2cb0875ef69107db4038dfdb0772fd2e57f6281d37,412449.96245024377,6170943.561685936,EPSG:32633,6,247766.33349609375,0.24776633349609375,0.0,,22,33,55.6775,13.60889,False,True,False
