product_id,product_level,source_relative_path,platform,sensing_datetime_utc,acquisition_date,year,tile_id,relative_orbit,processing_baseline,generation_time_utc,product_uri,metadata_tile_id,acquisition_metadata_complete,band_asset_count,qa_asset_count,scl_asset_count,B4_raster_count,B5_raster_count,B6_raster_count,discovery_status
S2A_MSIL1C_20170308T102021_N0500_R065_T33UVB_20230912T122411,L1C,S2A_MSIL1C_20170308T102021_N0500_R065_T33UVB_20230912T122411.SAFE,S2A,2017-03-08T10:20:21Z,2017-03-08,2017,T33UVB,65,N0500,2023-09-12T12:24:11Z,S2A_MSIL1C_20170308T102021_N0500_R065_T33UVB_20230912T122411.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170308T102021_N0500_R065_T33UVB_20231024T022024,L1C,S2A_MSIL1C_20170308T102021_N0500_R065_T33UVB_20231024T022024.SAFE,S2A,2017-03-08T10:20:21Z,2017-03-08,2017,T33UVB,65,N0500,2023-10-24T02:20:24Z,S2A_MSIL1C_20170308T102021_N0500_R065_T33UVB_20231024T022024.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170311T103011_N0500_R108_T33UVB_20231023T222743,L1C,S2A_MSIL1C_20170311T103011_N0500_R108_T33UVB_20231023T222743.SAFE,S2A,2017-03-11T10:30:11Z,2017-03-11,2017,T33UVB,108,N0500,2023-10-23T22:27:43Z,S2A_MSIL1C_20170311T103011_N0500_R108_T33UVB_20231023T222743.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170317T101119_N0500_R008_T33UVB_20231025T180914,L1C,S2B_MSIL1C_20170317T101119_N0500_R008_T33UVB_20231025T180914.SAFE,S2B,2017-03-17T10:11:19Z,2017-03-17,2017,T33UVB,8,N0500,2023-10-25T18:09:14Z,S2B_MSIL1C_20170317T101119_N0500_R008_T33UVB_20231025T180914.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170318T102011_N0500_R065_T33UVB_20230924T093549,L1C,S2A_MSIL1C_20170318T102011_N0500_R065_T33UVB_20230924T093549.SAFE,S2A,2017-03-18T10:20:11Z,2017-03-18,2017,T33UVB,65,N0500,2023-09-24T09:35:49Z,S2A_MSIL1C_20170318T102011_N0500_R065_T33UVB_20230924T093549.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170320T101509_N0500_R051_T33UVB_20230910T221904,L1C,S2B_MSIL1C_20170320T101509_N0500_R051_T33UVB_20230910T221904.SAFE,S2B,2017-03-20T10:15:09Z,2017-03-20,2017,T33UVB,51,N0500,2023-09-10T22:19:04Z,S2B_MSIL1C_20170320T101509_N0500_R051_T33UVB_20230910T221904.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170321T103011_N0500_R108_T33UVB_20231101T022419,L1C,S2A_MSIL1C_20170321T103011_N0500_R108_T33UVB_20231101T022419.SAFE,S2A,2017-03-21T10:30:11Z,2017-03-21,2017,T33UVB,108,N0500,2023-11-01T02:24:19Z,S2A_MSIL1C_20170321T103011_N0500_R108_T33UVB_20231101T022419.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170323T102059_N0500_R094_T33UVB_20230914T220148,L1C,S2B_MSIL1C_20170323T102059_N0500_R094_T33UVB_20230914T220148.SAFE,S2B,2017-03-23T10:20:59Z,2017-03-23,2017,T33UVB,94,N0500,2023-09-14T22:01:48Z,S2B_MSIL1C_20170323T102059_N0500_R094_T33UVB_20230914T220148.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170326T103029_N0500_R137_T33UVB_20231025T131946,L1C,S2B_MSIL1C_20170326T103029_N0500_R137_T33UVB_20231025T131946.SAFE,S2B,2017-03-26T10:30:29Z,2017-03-26,2017,T33UVB,137,N0500,2023-10-25T13:19:46Z,S2B_MSIL1C_20170326T103029_N0500_R137_T33UVB_20231025T131946.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170328T102021_N0500_R065_T33UVB_20230926T115940,L1C,S2A_MSIL1C_20170328T102021_N0500_R065_T33UVB_20230926T115940.SAFE,S2A,2017-03-28T10:20:21Z,2017-03-28,2017,T33UVB,65,N0500,2023-09-26T11:59:40Z,S2A_MSIL1C_20170328T102021_N0500_R065_T33UVB_20230926T115940.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170331T103021_N0500_R108_T33UVB_20231112T065245,L1C,S2A_MSIL1C_20170331T103021_N0500_R108_T33UVB_20231112T065245.SAFE,S2A,2017-03-31T10:30:21Z,2017-03-31,2017,T33UVB,108,N0500,2023-11-12T06:52:45Z,S2A_MSIL1C_20170331T103021_N0500_R108_T33UVB_20231112T065245.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170402T102019_N0500_R065_T33UVB_20231113T085902,L1C,S2B_MSIL1C_20170402T102019_N0500_R065_T33UVB_20231113T085902.SAFE,S2B,2017-04-02T10:20:19Z,2017-04-02,2017,T33UVB,65,N0500,2023-11-13T08:59:02Z,S2B_MSIL1C_20170402T102019_N0500_R065_T33UVB_20231113T085902.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170405T103019_N0500_R108_T33UVB_20230914T070320,L1C,S2B_MSIL1C_20170405T103019_N0500_R108_T33UVB_20230914T070320.SAFE,S2B,2017-04-05T10:30:19Z,2017-04-05,2017,T33UVB,108,N0500,2023-09-14T07:03:20Z,S2B_MSIL1C_20170405T103019_N0500_R108_T33UVB_20230914T070320.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170407T102021_N0500_R065_T33UVB_20231112T185143,L1C,S2A_MSIL1C_20170407T102021_N0500_R065_T33UVB_20231112T185143.SAFE,S2A,2017-04-07T10:20:21Z,2017-04-07,2017,T33UVB,65,N0500,2023-11-12T18:51:43Z,S2A_MSIL1C_20170407T102021_N0500_R065_T33UVB_20231112T185143.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170410T103021_N0500_R108_T33UVB_20231111T130604,L1C,S2A_MSIL1C_20170410T103021_N0500_R108_T33UVB_20231111T130604.SAFE,S2A,2017-04-10T10:30:21Z,2017-04-10,2017,T33UVB,108,N0500,2023-11-11T13:06:04Z,S2A_MSIL1C_20170410T103021_N0500_R108_T33UVB_20231111T130604.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170412T102019_N0500_R065_T33UVB_20231110T234802,L1C,S2B_MSIL1C_20170412T102019_N0500_R065_T33UVB_20231110T234802.SAFE,S2B,2017-04-12T10:20:19Z,2017-04-12,2017,T33UVB,65,N0500,2023-11-10T23:48:02Z,S2B_MSIL1C_20170412T102019_N0500_R065_T33UVB_20231110T234802.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170415T103019_N0500_R108_T33UVB_20231017T190436,L1C,S2B_MSIL1C_20170415T103019_N0500_R108_T33UVB_20231017T190436.SAFE,S2B,2017-04-15T10:30:19Z,2017-04-15,2017,T33UVB,108,N0500,2023-10-17T19:04:36Z,S2B_MSIL1C_20170415T103019_N0500_R108_T33UVB_20231017T190436.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170417T102021_N0500_R065_T33UVB_20231110T175431,L1C,S2A_MSIL1C_20170417T102021_N0500_R065_T33UVB_20231110T175431.SAFE,S2A,2017-04-17T10:20:21Z,2017-04-17,2017,T33UVB,65,N0500,2023-11-10T17:54:31Z,S2A_MSIL1C_20170417T102021_N0500_R065_T33UVB_20231110T175431.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170420T103021_N0500_R108_T33UVB_20231114T115928,L1C,S2A_MSIL1C_20170420T103021_N0500_R108_T33UVB_20231114T115928.SAFE,S2A,2017-04-20T10:30:21Z,2017-04-20,2017,T33UVB,108,N0500,2023-11-14T11:59:28Z,S2A_MSIL1C_20170420T103021_N0500_R108_T33UVB_20231114T115928.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170422T102019_N0500_R094_T33UVB_20231111T183047,L1C,S2B_MSIL1C_20170422T102019_N0500_R094_T33UVB_20231111T183047.SAFE,S2B,2017-04-22T10:20:19Z,2017-04-22,2017,T33UVB,94,N0500,2023-11-11T18:30:47Z,S2B_MSIL1C_20170422T102019_N0500_R094_T33UVB_20231111T183047.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170425T103019_N0500_R108_T33UVB_20231113T193645,L1C,S2B_MSIL1C_20170425T103019_N0500_R108_T33UVB_20231113T193645.SAFE,S2B,2017-04-25T10:30:19Z,2017-04-25,2017,T33UVB,108,N0500,2023-11-13T19:36:45Z,S2B_MSIL1C_20170425T103019_N0500_R108_T33UVB_20231113T193645.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170427T102031_N0500_R065_T33UVB_20230925T101524,L1C,S2A_MSIL1C_20170427T102031_N0500_R065_T33UVB_20230925T101524.SAFE,S2A,2017-04-27T10:20:31Z,2017-04-27,2017,T33UVB,65,N0500,2023-09-25T10:15:24Z,S2A_MSIL1C_20170427T102031_N0500_R065_T33UVB_20230925T101524.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170430T103021_N0500_R108_T33UVB_20231112T231247,L1C,S2A_MSIL1C_20170430T103021_N0500_R108_T33UVB_20231112T231247.SAFE,S2A,2017-04-30T10:30:21Z,2017-04-30,2017,T33UVB,108,N0500,2023-11-12T23:12:47Z,S2A_MSIL1C_20170430T103021_N0500_R108_T33UVB_20231112T231247.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170502T102019_N0500_R065_T33UVB_20231111T125617,L1C,S2B_MSIL1C_20170502T102019_N0500_R065_T33UVB_20231111T125617.SAFE,S2B,2017-05-02T10:20:19Z,2017-05-02,2017,T33UVB,65,N0500,2023-11-11T12:56:17Z,S2B_MSIL1C_20170502T102019_N0500_R065_T33UVB_20231111T125617.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170505T103019_N0500_R108_T33UVB_20231112T084408,L1C,S2B_MSIL1C_20170505T103019_N0500_R108_T33UVB_20231112T084408.SAFE,S2B,2017-05-05T10:30:19Z,2017-05-05,2017,T33UVB,108,N0500,2023-11-12T08:44:08Z,S2B_MSIL1C_20170505T103019_N0500_R108_T33UVB_20231112T084408.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170507T102031_N0500_R065_T33UVB_20231113T175026,L1C,S2A_MSIL1C_20170507T102031_N0500_R065_T33UVB_20231113T175026.SAFE,S2A,2017-05-07T10:20:31Z,2017-05-07,2017,T33UVB,65,N0500,2023-11-13T17:50:26Z,S2A_MSIL1C_20170507T102031_N0500_R065_T33UVB_20231113T175026.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170510T103031_N0500_R108_T33UVB_20231019T053842,L1C,S2A_MSIL1C_20170510T103031_N0500_R108_T33UVB_20231019T053842.SAFE,S2A,2017-05-10T10:30:31Z,2017-05-10,2017,T33UVB,108,N0500,2023-10-19T05:38:42Z,S2A_MSIL1C_20170510T103031_N0500_R108_T33UVB_20231019T053842.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170512T102019_N0500_R065_T33UVB_20231114T210910,L1C,S2B_MSIL1C_20170512T102019_N0500_R065_T33UVB_20231114T210910.SAFE,S2B,2017-05-12T10:20:19Z,2017-05-12,2017,T33UVB,65,N0500,2023-11-14T21:09:10Z,S2B_MSIL1C_20170512T102019_N0500_R065_T33UVB_20231114T210910.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170515T103019_N0500_R108_T33UVB_20230906T070207,L1C,S2B_MSIL1C_20170515T103019_N0500_R108_T33UVB_20230906T070207.SAFE,S2B,2017-05-15T10:30:19Z,2017-05-15,2017,T33UVB,108,N0500,2023-09-06T07:02:07Z,S2B_MSIL1C_20170515T103019_N0500_R108_T33UVB_20230906T070207.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170517T102031_N0500_R065_T33UVB_20231114T020912,L1C,S2A_MSIL1C_20170517T102031_N0500_R065_T33UVB_20231114T020912.SAFE,S2A,2017-05-17T10:20:31Z,2017-05-17,2017,T33UVB,65,N0500,2023-11-14T02:09:12Z,S2A_MSIL1C_20170517T102031_N0500_R065_T33UVB_20231114T020912.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170520T103031_N0500_R108_T33UVB_20231113T182112,L1C,S2A_MSIL1C_20170520T103031_N0500_R108_T33UVB_20231113T182112.SAFE,S2A,2017-05-20T10:30:31Z,2017-05-20,2017,T33UVB,108,N0500,2023-11-13T18:21:12Z,S2A_MSIL1C_20170520T103031_N0500_R108_T33UVB_20231113T182112.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170522T102019_N0500_R065_T33UVB_20231112T160413,L1C,S2B_MSIL1C_20170522T102019_N0500_R065_T33UVB_20231112T160413.SAFE,S2B,2017-05-22T10:20:19Z,2017-05-22,2017,T33UVB,65,N0500,2023-11-12T16:04:13Z,S2B_MSIL1C_20170522T102019_N0500_R065_T33UVB_20231112T160413.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170525T103019_N0500_R108_T33UVB_20230913T233510,L1C,S2B_MSIL1C_20170525T103019_N0500_R108_T33UVB_20230913T233510.SAFE,S2B,2017-05-25T10:30:19Z,2017-05-25,2017,T33UVB,108,N0500,2023-09-13T23:35:10Z,S2B_MSIL1C_20170525T103019_N0500_R108_T33UVB_20230913T233510.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170527T102031_N0500_R065_T33UVB_20231111T145716,L1C,S2A_MSIL1C_20170527T102031_N0500_R065_T33UVB_20231111T145716.SAFE,S2A,2017-05-27T10:20:31Z,2017-05-27,2017,T33UVB,65,N0500,2023-11-11T14:57:16Z,S2A_MSIL1C_20170527T102031_N0500_R065_T33UVB_20231111T145716.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170530T103021_N0500_R108_T33UVB_20230915T051958,L1C,S2A_MSIL1C_20170530T103021_N0500_R108_T33UVB_20230915T051958.SAFE,S2A,2017-05-30T10:30:21Z,2017-05-30,2017,T33UVB,108,N0500,2023-09-15T05:19:58Z,S2A_MSIL1C_20170530T103021_N0500_R108_T33UVB_20230915T051958.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170601T102019_N0500_R065_T33UVB_20231111T094731,L1C,S2B_MSIL1C_20170601T102019_N0500_R065_T33UVB_20231111T094731.SAFE,S2B,2017-06-01T10:20:19Z,2017-06-01,2017,T33UVB,65,N0500,2023-11-11T09:47:31Z,S2B_MSIL1C_20170601T102019_N0500_R065_T33UVB_20231111T094731.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170604T103019_N0500_R108_T33UVB_20230912T063458,L1C,S2B_MSIL1C_20170604T103019_N0500_R108_T33UVB_20230912T063458.SAFE,S2B,2017-06-04T10:30:19Z,2017-06-04,2017,T33UVB,108,N0500,2023-09-12T06:34:58Z,S2B_MSIL1C_20170604T103019_N0500_R108_T33UVB_20230912T063458.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170606T102031_N0500_R065_T33UVB_20231113T233757,L1C,S2A_MSIL1C_20170606T102031_N0500_R065_T33UVB_20231113T233757.SAFE,S2A,2017-06-06T10:20:31Z,2017-06-06,2017,T33UVB,65,N0500,2023-11-13T23:37:57Z,S2A_MSIL1C_20170606T102031_N0500_R065_T33UVB_20231113T233757.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170609T103021_N0500_R108_T33UVB_20231112T071550,L1C,S2A_MSIL1C_20170609T103021_N0500_R108_T33UVB_20231112T071550.SAFE,S2A,2017-06-09T10:30:21Z,2017-06-09,2017,T33UVB,108,N0500,2023-11-12T07:15:50Z,S2A_MSIL1C_20170609T103021_N0500_R108_T33UVB_20231112T071550.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170611T102019_N0500_R065_T33UVB_20230921T053415,L1C,S2B_MSIL1C_20170611T102019_N0500_R065_T33UVB_20230921T053415.SAFE,S2B,2017-06-11T10:20:19Z,2017-06-11,2017,T33UVB,65,N0500,2023-09-21T05:34:15Z,S2B_MSIL1C_20170611T102019_N0500_R065_T33UVB_20230921T053415.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170614T103019_N0500_R108_T33UVB_20230904T160334,L1C,S2B_MSIL1C_20170614T103019_N0500_R108_T33UVB_20230904T160334.SAFE,S2B,2017-06-14T10:30:19Z,2017-06-14,2017,T33UVB,108,N0500,2023-09-04T16:03:34Z,S2B_MSIL1C_20170614T103019_N0500_R108_T33UVB_20230904T160334.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170616T102021_N0500_R065_T33UVB_20231012T144506,L1C,S2A_MSIL1C_20170616T102021_N0500_R065_T33UVB_20231012T144506.SAFE,S2A,2017-06-16T10:20:21Z,2017-06-16,2017,T33UVB,65,N0500,2023-10-12T14:45:06Z,S2A_MSIL1C_20170616T102021_N0500_R065_T33UVB_20231012T144506.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170619T103021_N0500_R108_T33UVB_20230905T093815,L1C,S2A_MSIL1C_20170619T103021_N0500_R108_T33UVB_20230905T093815.SAFE,S2A,2017-06-19T10:30:21Z,2017-06-19,2017,T33UVB,108,N0500,2023-09-05T09:38:15Z,S2A_MSIL1C_20170619T103021_N0500_R108_T33UVB_20230905T093815.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170621T102029_N0500_R065_T33UVB_20231012T015135,L1C,S2B_MSIL1C_20170621T102029_N0500_R065_T33UVB_20231012T015135.SAFE,S2B,2017-06-21T10:20:29Z,2017-06-21,2017,T33UVB,65,N0500,2023-10-12T01:51:35Z,S2B_MSIL1C_20170621T102029_N0500_R065_T33UVB_20231012T015135.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170624T103019_N0500_R108_T33UVB_20230905T052348,L1C,S2B_MSIL1C_20170624T103019_N0500_R108_T33UVB_20230905T052348.SAFE,S2B,2017-06-24T10:30:19Z,2017-06-24,2017,T33UVB,108,N0500,2023-09-05T05:23:48Z,S2B_MSIL1C_20170624T103019_N0500_R108_T33UVB_20230905T052348.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170626T102021_N0500_R065_T33UVB_20231008T201548,L1C,S2A_MSIL1C_20170626T102021_N0500_R065_T33UVB_20231008T201548.SAFE,S2A,2017-06-26T10:20:21Z,2017-06-26,2017,T33UVB,65,N0500,2023-10-08T20:15:48Z,S2A_MSIL1C_20170626T102021_N0500_R065_T33UVB_20231008T201548.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170629T103021_N0500_R108_T33UVB_20231017T111030,L1C,S2A_MSIL1C_20170629T103021_N0500_R108_T33UVB_20231017T111030.SAFE,S2A,2017-06-29T10:30:21Z,2017-06-29,2017,T33UVB,108,N0500,2023-10-17T11:10:30Z,S2A_MSIL1C_20170629T103021_N0500_R108_T33UVB_20231017T111030.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170701T102029_N0500_R065_T33UVB_20231007T073541,L1C,S2B_MSIL1C_20170701T102029_N0500_R065_T33UVB_20231007T073541.SAFE,S2B,2017-07-01T10:20:29Z,2017-07-01,2017,T33UVB,65,N0500,2023-10-07T07:35:41Z,S2B_MSIL1C_20170701T102029_N0500_R065_T33UVB_20231007T073541.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170704T103019_N0500_R108_T33UVB_20230911T121034,L1C,S2B_MSIL1C_20170704T103019_N0500_R108_T33UVB_20230911T121034.SAFE,S2B,2017-07-04T10:30:19Z,2017-07-04,2017,T33UVB,108,N0500,2023-09-11T12:10:34Z,S2B_MSIL1C_20170704T103019_N0500_R108_T33UVB_20230911T121034.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170706T102021_N0500_R065_T33UVB_20231004T194458,L1C,S2A_MSIL1C_20170706T102021_N0500_R065_T33UVB_20231004T194458.SAFE,S2A,2017-07-06T10:20:21Z,2017-07-06,2017,T33UVB,65,N0500,2023-10-04T19:44:58Z,S2A_MSIL1C_20170706T102021_N0500_R065_T33UVB_20231004T194458.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170709T103021_N0500_R108_T33UVB_20231005T143823,L1C,S2A_MSIL1C_20170709T103021_N0500_R108_T33UVB_20231005T143823.SAFE,S2A,2017-07-09T10:30:21Z,2017-07-09,2017,T33UVB,108,N0500,2023-10-05T14:38:23Z,S2A_MSIL1C_20170709T103021_N0500_R108_T33UVB_20231005T143823.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170711T102029_N0500_R065_T33UVB_20231005T190213,L1C,S2B_MSIL1C_20170711T102029_N0500_R065_T33UVB_20231005T190213.SAFE,S2B,2017-07-11T10:20:29Z,2017-07-11,2017,T33UVB,65,N0500,2023-10-05T19:02:13Z,S2B_MSIL1C_20170711T102029_N0500_R065_T33UVB_20231005T190213.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170714T103019_N0500_R108_T33UVB_20231005T173532,L1C,S2B_MSIL1C_20170714T103019_N0500_R108_T33UVB_20231005T173532.SAFE,S2B,2017-07-14T10:30:19Z,2017-07-14,2017,T33UVB,108,N0500,2023-10-05T17:35:32Z,S2B_MSIL1C_20170714T103019_N0500_R108_T33UVB_20231005T173532.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170716T102021_N0500_R065_T33UVB_20231004T233342,L1C,S2A_MSIL1C_20170716T102021_N0500_R065_T33UVB_20231004T233342.SAFE,S2A,2017-07-16T10:20:21Z,2017-07-16,2017,T33UVB,65,N0500,2023-10-04T23:33:42Z,S2A_MSIL1C_20170716T102021_N0500_R065_T33UVB_20231004T233342.SAFE,,True,13,27,0,1,1,1,inventoried
S2A_MSIL1C_20170719T103021_N0500_R108_T33UVB_20230920T124341,L1C,S2A_MSIL1C_20170719T103021_N0500_R108_T33UVB_20230920T124341.SAFE,S2A,2017-07-19T10:30:21Z,2017-07-19,2017,T33UVB,108,N0500,2023-09-20T12:43:41Z,S2A_MSIL1C_20170719T103021_N0500_R108_T33UVB_20230920T124341.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170721T102029_N0500_R065_T33UVB_20231005T091111,L1C,S2B_MSIL1C_20170721T102029_N0500_R065_T33UVB_20231005T091111.SAFE,S2B,2017-07-21T10:20:29Z,2017-07-21,2017,T33UVB,65,N0500,2023-10-05T09:11:11Z,S2B_MSIL1C_20170721T102029_N0500_R065_T33UVB_20231005T091111.SAFE,,True,13,27,0,1,1,1,inventoried
S2B_MSIL1C_20170724T103019_N0500_R108_T33UVB_20230918T131453,L1C,S2B_MSIL1C_20170724T103019_N0500_R108_T33UVB_20230918T131453.SAFE,S2B,2017-07-24T10:30:19Z,2017-07-24,2017,T33UVB,108,N0500,2023-09-18T13:14:53Z,S2B_MSIL1C_20170724T103019_N0500_R108_T33UVB_20230918T131453.SAFE,,True,13,27,0,1,1,1,inventoried
