method,product_id,acolite_scene_id,linked_l1c_product_id,source_relative_path,target_id,target_role,target_latitude,target_longitude,coordinate_provenance,field_date,acquisition_date,year,sensing_datetime_utc,platform,tile_id,relative_orbit,processing_baseline,radiometry_processing_baseline,radiometry_processing_baseline_source,generation_time_utc,grid_resolution_m,window_size,window_pixel_count,support_detail,support_pixel_count,polygon_total_pixel_count,polygon_bbox_rows,polygon_bbox_cols,polygon_enclosing_window_size,polygon_coordinate_path,target_row,target_col,target_inside_raster,eligibility_rule_id,minimum_valid_pixels,minimum_valid_fraction,required_qa_complete,required_qa_incomplete_families,native_qa_incomplete,native_qa_incomplete_families,extraction_successful,observation_available,failure_reason,MCI_valid_pixel_count,MCI_valid_pixel_fraction,MCI_median,MCI_mean,MCI_SD,MCI_IQR,MCI_min,MCI_max,NDCI_valid_pixel_count,NDCI_valid_pixel_fraction,NDCI_median,NDCI_mean,NDCI_SD,NDCI_IQR,NDCI_min,NDCI_max,common_B456_valid_count,B4_reflectance_median,B5_reflectance_median,B6_reflectance_median,qa_whole_window_count_pixel_basis,qa_in_support_count_pixel_basis,qa_support_is_whole_read_window,qa_layer_counts_may_overlap,qa_common_hard_invalid_count_in_support,qa_common_hard_invalid_fraction_in_support,qa_scl_not_water_count_in_support,qa_opaque_cloud_count_in_support,qa_cirrus_count_in_support,qa_snow_ice_count_in_support,qa_B04_hard_invalid_count_in_support,qa_B05_hard_invalid_count_in_support,qa_B06_hard_invalid_count_in_support,qa_acolite_hard_invalid_count_in_support,qa_acolite_hard_invalid_fraction_in_support,mci_observation_eligible,mci_observation_status,ndci_observation_eligible,ndci_observation_status,eligibility_rule
ACOLITE,S2A_MSI_2017_03_08_10_25_14_T33UVB,S2A_MSI_2017_03_08_10_25_14_T33UVB,S2A_MSIL1C_20170308T102021_N0500_R065_T33UVB_20230912T122411,S2A_MSIL1C_20170308T102021_N0500_R065_T33UVB_20230912T122411/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-08,2017,2017-03-08T10:20:21Z,S2A,T33UVB,65,N0500,,,2023-09-12T12:24:11Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_03_11_10_35_09_T33UVB,S2A_MSI_2017_03_11_10_35_09_T33UVB,S2A_MSIL1C_20170311T103011_N0500_R108_T33UVB_20231023T222743,S2A_MSIL1C_20170311T103011_N0500_R108_T33UVB_20231023T222743/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-11,2017,2017-03-11T10:30:11Z,S2A,T33UVB,108,N0500,,,2023-10-23T22:27:43Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.0021554055313269295,0.0023225717384506156,0.00042214284423585394,0.0005304690450429906,0.0018107501169045762,0.003061791509389877,9,1.0,-0.008112920675538593,-0.0029409463270516478,0.0374687452053429,0.04254507663110879,-0.055692435406204936,0.06437246963562752,9,0.00954760517925024,0.009855409152805805,0.005538880825042725,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_03_18_10_25_14_T33UVB,S2A_MSI_2017_03_18_10_25_14_T33UVB,S2A_MSIL1C_20170318T102011_N0500_R065_T33UVB_20230924T093549,S2A_MSIL1C_20170318T102011_N0500_R065_T33UVB_20230924T093549/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-18,2017,2017-03-18T10:20:11Z,S2A,T33UVB,65,N0500,,,2023-09-24T09:35:49Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2017_03_20_10_20_05_T33UVB,S2B_MSI_2017_03_20_10_20_05_T33UVB,S2B_MSIL1C_20170320T101509_N0500_R051_T33UVB_20230910T221904,S2B_MSIL1C_20170320T101509_N0500_R051_T33UVB_20230910T221904/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-20,2017,2017-03-20T10:15:09Z,S2B,T33UVB,51,N0500,,,2023-09-10T22:19:04Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_03_21_10_35_10_T33UVB,S2A_MSI_2017_03_21_10_35_10_T33UVB,S2A_MSIL1C_20170321T103011_N0500_R108_T33UVB_20231101T022419,S2A_MSIL1C_20170321T103011_N0500_R108_T33UVB_20231101T022419/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-21,2017,2017-03-21T10:30:11Z,S2A,T33UVB,108,N0500,,,2023-11-01T02:24:19Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2017_03_23_10_25_54_T33UVB,S2B_MSI_2017_03_23_10_25_54_T33UVB,S2B_MSIL1C_20170323T102059_N0500_R094_T33UVB_20230914T220148,S2B_MSIL1C_20170323T102059_N0500_R094_T33UVB_20230914T220148/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-23,2017,2017-03-23T10:20:59Z,S2B,T33UVB,94,N0500,,,2023-09-14T22:01:48Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,9,1.0,0.009291373193264008,0.009286710054234221,0.0006062317012752653,0.0007845853765805558,0.008156923204660415,0.009932656461993853,9,1.0,0.1345064413639419,0.13625415381793393,0.030516120109525067,0.02582338018147942,0.08143817574358761,0.1898383571317966,9,0.016699641942977905,0.021702712401747704,0.008379369974136353,9,9,True,True,,,,,,,,,,0,0.0,True,eligible_at_least_6_of_9_valid_pixels,True,eligible_at_least_6_of_9_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2017_03_26_10_35_27_T33UVB,S2B_MSI_2017_03_26_10_35_27_T33UVB,S2B_MSIL1C_20170326T103029_N0500_R137_T33UVB_20231025T131946,S2B_MSIL1C_20170326T103029_N0500_R137_T33UVB_20231025T131946/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-26,2017,2017-03-26T10:30:29Z,S2B,T33UVB,137,N0500,,,2023-10-25T13:19:46Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_03_28_10_25_17_T33UVB,S2A_MSI_2017_03_28_10_25_17_T33UVB,S2A_MSIL1C_20170328T102021_N0500_R065_T33UVB_20230926T115940,S2A_MSIL1C_20170328T102021_N0500_R065_T33UVB_20230926T115940/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-28,2017,2017-03-28T10:20:21Z,S2A,T33UVB,65,N0500,,,2023-09-26T11:59:40Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_03_31_10_35_13_T33UVB,S2A_MSI_2017_03_31_10_35_13_T33UVB,S2A_MSIL1C_20170331T103021_N0500_R108_T33UVB_20231112T065245,S2A_MSIL1C_20170331T103021_N0500_R108_T33UVB_20231112T065245/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-03-31,2017,2017-03-31T10:30:21Z,S2A,T33UVB,108,N0500,,,2023-11-12T06:52:45Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2017_04_02_10_25_19_T33UVB,S2B_MSI_2017_04_02_10_25_19_T33UVB,S2B_MSIL1C_20170402T102019_N0500_R065_T33UVB_20231113T085902,S2B_MSIL1C_20170402T102019_N0500_R065_T33UVB_20231113T085902/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-04-02,2017,2017-04-02T10:20:19Z,S2B,T33UVB,65,N0500,,,2023-11-13T08:59:02Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2017_04_05_10_35_14_T33UVB,S2B_MSI_2017_04_05_10_35_14_T33UVB,S2B_MSIL1C_20170405T103019_N0500_R108_T33UVB_20230914T070320,S2B_MSIL1C_20170405T103019_N0500_R108_T33UVB_20230914T070320/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-04-05,2017,2017-04-05T10:30:19Z,S2B,T33UVB,108,N0500,,,2023-09-14T07:03:20Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_04_07_10_25_20_T33UVB,S2A_MSI_2017_04_07_10_25_20_T33UVB,S2A_MSIL1C_20170407T102021_N0500_R065_T33UVB_20231112T185143,S2A_MSIL1C_20170407T102021_N0500_R065_T33UVB_20231112T185143/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-04-07,2017,2017-04-07T10:20:21Z,S2A,T33UVB,65,N0500,,,2023-11-12T18:51:43Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_04_10_10_35_15_T33UVB,S2A_MSI_2017_04_10_10_35_15_T33UVB,S2A_MSIL1C_20170410T103021_N0500_R108_T33UVB_20231111T130604,S2A_MSIL1C_20170410T103021_N0500_R108_T33UVB_20231111T130604/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-04-10,2017,2017-04-10T10:30:21Z,S2A,T33UVB,108,N0500,,,2023-11-11T13:06:04Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2017_04_12_10_25_20_T33UVB,S2B_MSI_2017_04_12_10_25_20_T33UVB,S2B_MSIL1C_20170412T102019_N0500_R065_T33UVB_20231110T234802,S2B_MSIL1C_20170412T102019_N0500_R065_T33UVB_20231110T234802/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-04-12,2017,2017-04-12T10:20:19Z,S2B,T33UVB,65,N0500,,,2023-11-10T23:48:02Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2B_MSI_2017_04_15_10_35_14_T33UVB,S2B_MSI_2017_04_15_10_35_14_T33UVB,S2B_MSIL1C_20170415T103019_N0500_R108_T33UVB_20231017T190436,S2B_MSIL1C_20170415T103019_N0500_R108_T33UVB_20231017T190436/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-04-15,2017,2017-04-15T10:30:19Z,S2B,T33UVB,108,N0500,,,2023-10-17T19:04:36Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_04_17_10_25_23_T33UVB,S2A_MSI_2017_04_17_10_25_23_T33UVB,S2A_MSIL1C_20170417T102021_N0500_R065_T33UVB_20231110T175431,S2A_MSIL1C_20170417T102021_N0500_R065_T33UVB_20231110T175431/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-04-17,2017,2017-04-17T10:20:21Z,S2A,T33UVB,65,N0500,,,2023-11-10T17:54:31Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
ACOLITE,S2A_MSI_2017_04_20_10_35_18_T33UVB,S2A_MSI_2017_04_20_10_35_18_T33UVB,S2A_MSIL1C_20170420T103021_N0500_R108_T33UVB_20231114T115928,S2A_MSIL1C_20170420T103021_N0500_R108_T33UVB_20231114T115928/acolite,vombsjon_fixed_nominal_station_3x3_20m,fixed_temporal_target,55.6775,13.60889,frozen_nominal_station_fixed_for_all_dates,,2017-04-20,2017,2017-04-20T10:30:21Z,S2A,T33UVB,108,N0500,,,2023-11-14T11:59:28Z,20,3,9,station_centred_3x3_window,9,,,,,,582,605,True,vombsjon_fixed3x3_min6_v1,6,,True,,,,True,True,,0,0.0,,,,,,,0,0.0,,,,,,,0,,,,9,9,True,True,,,,,,,,,,9,1.0,False,ineligible_below_6_valid_pixels,False,ineligible_below_6_valid_pixels,minimum_valid_pixel_count
