product_id,platform,acquisition_datetime,date,processing_baseline,central_scl,water_pixel_count_3x3,bad_pixel_count_3x3,persistent_nonwater_pixel_count_3x3,class2_pixel_count_3x3,water_fraction_3x3,bad_scl_fraction_3x3,persistent_nonwater_fraction_3x3,class2_fraction_3x3,central_is_water,central_is_obvious_bad,central_is_persistent_nonwater,central_is_class2,passes_final_rule,final_rule_failure_reasons,qc_rule_id,mask_version
S2A_MSIL2A_20220915T100641_N0510_R022_T34VCM_20240730T061711,S2A,2022-09-15T10:06:41Z,2022-09-15,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20220918T101701_N0510_R065_T34VCM_20240730T065346,S2A,2022-09-18T10:17:01Z,2022-09-18,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20220920T100649_N0510_R022_T34VCM_20240731T062530,S2B,2022-09-20T10:06:49Z,2022-09-20,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20220923T101649_N0510_R065_T34VCM_20240730T211138,S2B,2022-09-23T10:16:49Z,2022-09-23,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20220925T101031_N0510_R022_T34VCM_20240730T171252,S2A,2022-09-25T10:10:31Z,2022-09-25,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20220928T101811_N0510_R065_T34VCM_20240726T010605,S2A,2022-09-28T10:18:11Z,2022-09-28,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20220930T100729_N0510_R022_T34VCM_20240726T123713,S2B,2022-09-30T10:07:29Z,2022-09-30,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221003T101749_N0510_R065_T34VCM_20240723T043933,S2B,2022-10-03T10:17:49Z,2022-10-03,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221005T100901_N0510_R022_T34VCM_20240726T183814,S2A,2022-10-05T10:09:01Z,2022-10-05,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221008T101931_N0510_R065_T34VCM_20240727T051721,S2A,2022-10-08T10:19:31Z,2022-10-08,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221010T100839_N0510_R022_T34VCM_20240801T023928,S2B,2022-10-10T10:08:39Z,2022-10-10,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221013T101859_N0510_R065_T34VCM_20240724T004100,S2B,2022-10-13T10:18:59Z,2022-10-13,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221015T101031_N0510_R022_T34VCM_20240729T211340,S2A,2022-10-15T10:10:31Z,2022-10-15,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221018T102031_N0510_R065_T34VCM_20240726T030637,S2A,2022-10-18T10:20:31Z,2022-10-18,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221020T100939_N0510_R022_T34VCM_20240721T213259,S2B,2022-10-20T10:09:39Z,2022-10-20,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221023T102029_N0510_R065_T34VCM_20240725T235429,S2B,2022-10-23T10:20:29Z,2022-10-23,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221025T101111_N0510_R022_T34VCM_20240801T020006,S2A,2022-10-25T10:11:11Z,2022-10-25,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221028T102131_N0510_R065_T34VCM_20240725T232840,S2A,2022-10-28T10:21:31Z,2022-10-28,N0510,8,3,6,0,0,0.3333333333,0.6666666667,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221030T101039_N0510_R022_T34VCM_20240726T084236,S2B,2022-10-30T10:10:39Z,2022-10-30,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221102T102059_N0510_R065_T34VCM_20240806T041627,S2B,2022-11-02T10:20:59Z,2022-11-02,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221104T101211_N0510_R022_T34VCM_20240804T030558,S2A,2022-11-04T10:12:11Z,2022-11-04,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221109T101139_N0510_R022_T34VCM_20240802T140016,S2B,2022-11-09T10:11:39Z,2022-11-09,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221112T102159_N0510_R065_T34VCM_20240801T093911,S2B,2022-11-12T10:21:59Z,2022-11-12,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221114T101301_N0510_R022_T34VCM_20240802T163909,S2A,2022-11-14T10:13:01Z,2022-11-14,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221117T102311_N0510_R065_T34VCM_20240803T060904,S2A,2022-11-17T10:23:11Z,2022-11-17,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221119T101229_N0510_R022_T34VCM_20240730T084305,S2B,2022-11-19T10:12:29Z,2022-11-19,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221122T102239_N0510_R065_T34VCM_20240802T005949,S2B,2022-11-22T10:22:39Z,2022-11-22,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221124T101341_N0510_R022_T34VCM_20240804T015954,S2A,2022-11-24T10:13:41Z,2022-11-24,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20221127T102351_N0510_R065_T34VCM_20240730T023754,S2A,2022-11-27T10:23:51Z,2022-11-27,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221129T101259_N0510_R022_T34VCM_20240717T092036,S2B,2022-11-29T10:12:59Z,2022-11-29,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221202T102309_N0510_R065_T34VCM_20240804T190501,S2B,2022-12-02T10:23:09Z,2022-12-02,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221209T101319_N0510_R022_T34VCM_20240804T173308,S2B,2022-12-09T10:13:19Z,2022-12-09,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221219T101339_N0510_R022_T34VCM_20240804T025758,S2B,2022-12-19T10:13:39Z,2022-12-19,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221222T102339_N0510_R065_T34VCM_20240804T111825,S2B,2022-12-22T10:23:39Z,2022-12-22,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20221229T101329_N0510_R022_T34VCM_20240806T072335,S2B,2022-12-29T10:13:29Z,2022-12-29,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230101T102339_N0510_R065_T34VCM_20240806T223544,S2B,2023-01-01T10:23:39Z,2023-01-01,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230108T101319_N0510_R022_T34VCM_20240810T005119,S2B,2023-01-08T10:13:19Z,2023-01-08,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230111T102309_N0510_R065_T34VCM_20240810T173901,S2B,2023-01-11T10:23:09Z,2023-01-11,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230113T101401_N0510_R022_T34VCM_20240811T041453,S2A,2023-01-13T10:14:01Z,2023-01-13,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230116T102351_N0510_R065_T34VCM_20240811T041047,S2A,2023-01-16T10:23:51Z,2023-01-16,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230118T101239_N0510_R022_T34VCM_20240809T052213,S2B,2023-01-18T10:12:39Z,2023-01-18,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230121T102239_N0510_R065_T34VCM_20240811T133047,S2B,2023-01-21T10:22:39Z,2023-01-21,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230123T101321_N0510_R022_T34VCM_20240812T223815,S2A,2023-01-23T10:13:21Z,2023-01-23,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230126T102311_N0510_R065_T34VCM_20240810T093409,S2A,2023-01-26T10:23:11Z,2023-01-26,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230128T101159_N0510_R022_T34VCM_20240807T210629,S2B,2023-01-28T10:11:59Z,2023-01-28,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230131T102149_N0510_R065_T34VCM_20240807T024425,S2B,2023-01-31T10:21:49Z,2023-01-31,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230202T101231_N0510_R022_T34VCM_20240815T144645,S2A,2023-02-02T10:12:31Z,2023-02-02,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230205T102221_N0510_R065_T34VCM_20240817T045445,S2A,2023-02-05T10:22:21Z,2023-02-05,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230207T101109_N0510_R022_T34VCM_20240813T003502,S2B,2023-02-07T10:11:09Z,2023-02-07,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230210T102049_N0510_R065_T34VCM_20240813T082206,S2B,2023-02-10T10:20:49Z,2023-02-10,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230212T101131_N0510_R022_T34VCM_20240814T084256,S2A,2023-02-12T10:11:31Z,2023-02-12,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230215T102121_N0510_R065_T34VCM_20240820T082415,S2A,2023-02-15T10:21:21Z,2023-02-15,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230217T101029_N0510_R022_T34VCM_20240819T084949,S2B,2023-02-17T10:10:29Z,2023-02-17,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230220T101949_N0510_R065_T34VCM_20240814T115509,S2B,2023-02-20T10:19:49Z,2023-02-20,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230222T101031_N0510_R022_T34VCM_20240818T222913,S2A,2023-02-22T10:10:31Z,2023-02-22,N0510,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230225T102021_N0510_R065_T34VCM_20240817T140046,S2A,2023-02-25T10:20:21Z,2023-02-25,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230227T101029_N0510_R022_T34VCM_20240822T225422,S2B,2023-02-27T10:10:29Z,2023-02-27,N0510,11,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230302T101839_N0510_R065_T34VCM_20240817T235742,S2B,2023-03-02T10:18:39Z,2023-03-02,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230307T101901_N0510_R065_T34VCM_20240820T210352,S2A,2023-03-07T10:19:01Z,2023-03-07,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230309T100749_N0510_R022_T34VCM_20240821T082505,S2B,2023-03-09T10:07:49Z,2023-03-09,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230312T101729_N0510_R065_T34VCM_20240818T155101,S2B,2023-03-12T10:17:29Z,2023-03-12,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230314T101021_N0510_R022_T34VCM_20240820T194151,S2A,2023-03-14T10:10:21Z,2023-03-14,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230317T101741_N0510_R065_T34VCM_20240830T101604,S2A,2023-03-17T10:17:41Z,2023-03-17,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230319T100649_N0510_R022_T34VCM_20240825T042343,S2B,2023-03-19T10:06:49Z,2023-03-19,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230322T101649_N0510_R065_T34VCM_20240827T150923,S2B,2023-03-22T10:16:49Z,2023-03-22,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230324T101021_N0510_R022_T34VCM_20240824T091106,S2A,2023-03-24T10:10:21Z,2023-03-24,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230327T101631_N0510_R065_T34VCM_20240827T022738,S2A,2023-03-27T10:16:31Z,2023-03-27,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230329T100629_N0510_R022_T34VCM_20240823T220348,S2B,2023-03-29T10:06:29Z,2023-03-29,N0510,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230401T101559_N0510_R065_T34VCM_20240828T002633,S2B,2023-04-01T10:15:59Z,2023-04-01,N0510,11,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230403T100551_N0510_R022_T34VCM_20240825T000821,S2A,2023-04-03T10:05:51Z,2023-04-03,N0510,11,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230406T102021_N0510_R065_T34VCM_20240827T104546,S2A,2023-04-06T10:20:21Z,2023-04-06,N0510,8,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230408T100559_N0510_R022_T34VCM_20240827T181135,S2B,2023-04-08T10:05:59Z,2023-04-08,N0510,11,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230411T101559_N0510_R065_T34VCM_20240827T061932,S2B,2023-04-11T10:15:59Z,2023-04-11,N0510,10,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230413T100551_N0510_R022_T34VCM_20240829T161129,S2A,2023-04-13T10:05:51Z,2023-04-13,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230416T101601_N0510_R065_T34VCM_20240904T172156,S2A,2023-04-16T10:16:01Z,2023-04-16,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230418T100559_N0510_R022_T34VCM_20240905T154426,S2B,2023-04-18T10:05:59Z,2023-04-18,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230421T101559_N0510_R065_T34VCM_20240904T044255,S2B,2023-04-21T10:15:59Z,2023-04-21,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230423T100551_N0510_R022_T34VCM_20240830T184906,S2A,2023-04-23T10:05:51Z,2023-04-23,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230426T101601_N0510_R065_T34VCM_20240903T123109,S2A,2023-04-26T10:16:01Z,2023-04-26,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230428T100559_N0510_R022_T34VCM_20240831T160126,S2B,2023-04-28T10:05:59Z,2023-04-28,N0510,6,8,1,0,0,0.8888888889,0.1111111111,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2B_MSIL2A_20230501T101559_N0510_R065_T34VCM_20240831T184103,S2B,2023-05-01T10:15:59Z,2023-05-01,N0510,9,0,9,0,0,0,1,0,0,False,True,False,False,False,too_many_obvious_bad_pixels;insufficient_water_pixels;center_obvious_bad,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230503T101021_N0510_R022_T34VCM_20240905T074321,S2A,2023-05-03T10:10:21Z,2023-05-03,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
S2A_MSIL2A_20230506T101601_N0510_R065_T34VCM_20240902T035258,S2A,2023-05-06T10:16:01Z,2023-05-06,N0510,6,9,0,0,0,1,0,0,0,True,False,False,False,True,pass,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1
