method,duration_days,covariate,outcome,scenario_family,equal_year_mean_spearman,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_metric_available,n_scenarios_available_total,covariate_observed_minimum,covariate_observed_maximum
timesat_double_logistic,10,window_midpoint_relative_position,absolute_peak_date_error_days,consecutive_internal_gap,-0.11411860115039474,-0.27762626885643582,0.061625215699615453,6,1379,0.02,0.97799999999999998
timesat_double_logistic,10,window_midpoint_relative_position,nrmse,consecutive_internal_gap,0.085791359017643745,-0.10221551263106862,0.26323881347931577,7,1379,0.02,0.97799999999999998
timesat_double_logistic,10,window_midpoint_relative_position,peak_timing_success_10d,consecutive_internal_gap,-0.28435215754450904,-0.28435215754450904,-0.28435215754450904,1,1379,0.02,0.97799999999999998
timesat_double_logistic,20,a_gap,absolute_peak_date_error_days,consecutive_internal_gap,0.0050694183286682263,-0.10201476975995714,0.1021495482437289,6,1525,0.025285744316099298,11.128388419283166
timesat_double_logistic,20,a_gap,nrmse,consecutive_internal_gap,0.39958627312631101,0.30606705158559105,0.48939868900845634,7,1525,0.025285744316099298,11.128388419283166
timesat_double_logistic,20,a_gap,peak_timing_success_10d,consecutive_internal_gap,-0.054685916961111414,-0.26136041870881682,0.15198858478659399,4,1525,0.025285744316099298,11.128388419283166
timesat_double_logistic,20,observations_removed,absolute_peak_date_error_days,consecutive_internal_gap,0.13863546822134179,-0.0097871964090707423,0.27298269596074393,6,1525,1,8
timesat_double_logistic,20,observations_removed,nrmse,consecutive_internal_gap,-0.10030724779305154,-0.22253409156158477,-0.0055416361165983585,7,1525,1,8
timesat_double_logistic,20,observations_removed,peak_timing_success_10d,consecutive_internal_gap,-0.059795169786718741,-0.2136604255117715,0.10382820728757794,4,1525,1,8
timesat_double_logistic,20,window_midpoint_relative_position,absolute_peak_date_error_days,consecutive_internal_gap,-0.13242288926706078,-0.32466271227826854,0.076839517025668949,6,1525,0.0403846153846152,0.95961538461538465
timesat_double_logistic,20,window_midpoint_relative_position,nrmse,consecutive_internal_gap,0.075746601934863475,-0.13105368181783791,0.28932945116849795,7,1525,0.0403846153846152,0.95961538461538465
timesat_double_logistic,20,window_midpoint_relative_position,peak_timing_success_10d,consecutive_internal_gap,-0.10298456597500541,-0.25604539672573456,0.028751284112152897,4,1525,0.0403846153846152,0.95961538461538465
timesat_double_logistic,30,a_gap,absolute_peak_date_error_days,consecutive_internal_gap,-0.023342703422111893,-0.15208138103394853,0.092224249806937983,6,1475,0.048636719550354902,15.484027686454541
timesat_double_logistic,30,a_gap,nrmse,consecutive_internal_gap,0.46440890668345014,0.38465669638667055,0.54436358499816362,7,1475,0.048636719550354902,15.484027686454541
timesat_double_logistic,30,a_gap,peak_timing_success_10d,consecutive_internal_gap,-0.1134964691287534,-0.31564346570960605,0.10872483274507658,5,1475,0.048636719550354902,15.484027686454541
timesat_double_logistic,30,observations_removed,absolute_peak_date_error_days,consecutive_internal_gap,0.12020064450099931,-0.06034005158562742,0.28337978710590001,6,1475,1,11
timesat_double_logistic,30,observations_removed,nrmse,consecutive_internal_gap,-0.091777671697964594,-0.2099059306994924,0.02572594272800794,7,1475,1,11
timesat_double_logistic,30,observations_removed,peak_timing_success_10d,consecutive_internal_gap,-0.091629896549739104,-0.28414343132211256,0.13297600313975141,5,1475,1,11
timesat_double_logistic,30,window_midpoint_relative_position,absolute_peak_date_error_days,consecutive_internal_gap,-0.098325486851708832,-0.30340157572645993,0.091605365328182156,6,1475,0.059615384615384501,0.94038461538461515
timesat_double_logistic,30,window_midpoint_relative_position,nrmse,consecutive_internal_gap,0.069735525139934626,-0.18525183754823682,0.34377316376208727,7,1475,0.059615384615384501,0.94038461538461515
timesat_double_logistic,30,window_midpoint_relative_position,peak_timing_success_10d,consecutive_internal_gap,-0.074062764552706481,-0.21737443635130979,0.067918269266226614,5,1475,0.059615384615384501,0.94038461538461515
timesat_double_logistic,45,a_gap,absolute_peak_date_error_days,consecutive_internal_gap,0.16915162894240915,0.049555572556905646,0.2696959239209229,7,1367,0.27055384094511942,17.288983776369555
timesat_double_logistic,45,a_gap,nrmse,consecutive_internal_gap,0.4156214070549461,0.26405938816460528,0.54679503388702388,7,1367,0.27055384094511942,17.288983776369555
timesat_double_logistic,45,a_gap,peak_timing_success_10d,consecutive_internal_gap,-0.22016009016446414,-0.45276118685454353,0.067017585099613794,6,1367,0.27055384094511942,17.288983776369555
timesat_double_logistic,45,observations_removed,absolute_peak_date_error_days,consecutive_internal_gap,0.064929798898277546,-0.072890975094509064,0.21361784074357934,7,1367,1,14
timesat_double_logistic,45,observations_removed,nrmse,consecutive_internal_gap,0.075568828799978963,-0.17271700924239311,0.3319233526680076,7,1367,1,14
timesat_double_logistic,45,observations_removed,peak_timing_success_10d,consecutive_internal_gap,-0.1132223214084505,-0.3229106870128769,0.082395681157839809,6,1367,1,14
timesat_double_logistic,45,window_midpoint_relative_position,absolute_peak_date_error_days,consecutive_internal_gap,-0.036612800365106314,-0.25606593217390711,0.17727222767819809,7,1367,0.0884615384615383,0.91153846153846163
timesat_double_logistic,45,window_midpoint_relative_position,nrmse,consecutive_internal_gap,0.019744426637165087,-0.33550723389766735,0.36938331043886691,7,1367,0.0884615384615383,0.91153846153846163
timesat_double_logistic,45,window_midpoint_relative_position,peak_timing_success_10d,consecutive_internal_gap,-0.027876894957475338,-0.18324271270455031,0.11931741574350309,6,1367,0.0884615384615383,0.91153846153846163
timesat_smoothing_spline,10,a_gap,absolute_peak_date_error_days,consecutive_internal_gap,-0.14608867304795378,-0.32828273275939024,0.029549570084776138,7,1379,0.0069078347491259001,6.455637488556297
timesat_smoothing_spline,10,a_gap,nrmse,consecutive_internal_gap,0.19717677312001788,-0.027696640321919357,0.41978261799796224,7,1379,0.0069078347491259001,6.455637488556297
timesat_smoothing_spline,10,a_gap,peak_timing_success_10d,consecutive_internal_gap,0.066694815637905067,-0.20308150485019083,0.37934436230989943,5,1379,0.0069078347491259001,6.455637488556297
timesat_smoothing_spline,10,observations_removed,absolute_peak_date_error_days,consecutive_internal_gap,-0.052447531236543013,-0.098330411750214855,0.0039850539597473845,7,1379,1,5
timesat_smoothing_spline,10,observations_removed,nrmse,consecutive_internal_gap,-0.099891223445500235,-0.20798755694702373,0.011802904846109828,7,1379,1,5
timesat_smoothing_spline,10,observations_removed,peak_timing_success_10d,consecutive_internal_gap,0.0080935553683018028,-0.057525362744892804,0.075491017090386525,5,1379,1,5
timesat_smoothing_spline,10,window_midpoint_relative_position,absolute_peak_date_error_days,consecutive_internal_gap,0.040802637911997862,-0.034240058983585779,0.14081542614707437,7,1379,0.02,0.97799999999999998
timesat_smoothing_spline,10,window_midpoint_relative_position,nrmse,consecutive_internal_gap,0.057648820367425864,-0.070837096524714746,0.18554646643444986,7,1379,0.02,0.97799999999999998
timesat_smoothing_spline,10,window_midpoint_relative_position,peak_timing_success_10d,consecutive_internal_gap,0.04197766828525773,-0.07054214234698282,0.16494377275036815,5,1379,0.02,0.97799999999999998
timesat_smoothing_spline,20,a_gap,absolute_peak_date_error_days,consecutive_internal_gap,-0.089436383310497178,-0.36487525395018716,0.19269649125920199,7,1525,0.025285744316099298,11.128388419283166
timesat_smoothing_spline,20,a_gap,nrmse,consecutive_internal_gap,0.24014649857817363,-0.0025482087544410692,0.49750484108330545,7,1525,0.025285744316099298,11.128388419283166
timesat_smoothing_spline,20,a_gap,peak_timing_success_10d,consecutive_internal_gap,0.06889798111286688,-0.33527848443134656,0.47307444665708026,4,1525,0.025285744316099298,11.128388419283166
timesat_smoothing_spline,20,observations_removed,absolute_peak_date_error_days,consecutive_internal_gap,-0.021079110831471144,-0.18603379985250526,0.1373499739700812,7,1525,1,8
timesat_smoothing_spline,20,observations_removed,nrmse,consecutive_internal_gap,0.0099672546411470973,-0.105912783043296,0.1462795738268774,7,1525,1,8
timesat_smoothing_spline,20,observations_removed,peak_timing_success_10d,consecutive_internal_gap,0.010123090963150694,-0.023521128846557986,0.030420163003518193,4,1525,1,8
timesat_smoothing_spline,20,window_midpoint_relative_position,absolute_peak_date_error_days,consecutive_internal_gap,0.014794597553629734,-0.13755657547093317,0.1449469486264762,7,1525,0.0403846153846152,0.95961538461538465
timesat_smoothing_spline,20,window_midpoint_relative_position,nrmse,consecutive_internal_gap,0.012089958577861619,-0.13406865175242128,0.15288787935057349,7,1525,0.0403846153846152,0.95961538461538465
timesat_smoothing_spline,20,window_midpoint_relative_position,peak_timing_success_10d,consecutive_internal_gap,0.071165105457117683,-0.12993606569493288,0.28516563840206449,4,1525,0.0403846153846152,0.95961538461538465
timesat_smoothing_spline,30,a_gap,absolute_peak_date_error_days,consecutive_internal_gap,-0.10529848768133189,-0.40061618049069964,0.1902812971812862,7,1475,0.048636719550354902,15.484027686454541
timesat_smoothing_spline,30,a_gap,nrmse,consecutive_internal_gap,0.30907499460106985,0.081902454410062595,0.54261244313920798,7,1475,0.048636719550354902,15.484027686454541
timesat_smoothing_spline,30,a_gap,peak_timing_success_10d,consecutive_internal_gap,0.066321863979960968,-0.3365323047171126,0.49108385109014063,4,1475,0.048636719550354902,15.484027686454541
timesat_smoothing_spline,30,observations_removed,absolute_peak_date_error_days,consecutive_internal_gap,-0.019743378095768451,-0.25611194214615196,0.15820769392996489,7,1475,1,11
timesat_smoothing_spline,30,observations_removed,nrmse,consecutive_internal_gap,0.060414311770025507,-0.08691525808492305,0.20490546496175277,7,1475,1,11
timesat_smoothing_spline,30,observations_removed,peak_timing_success_10d,consecutive_internal_gap,-0.020970342090479863,-0.084671520905660574,0.069618998558170539,4,1475,1,11
timesat_smoothing_spline,30,window_midpoint_relative_position,absolute_peak_date_error_days,consecutive_internal_gap,-0.00045018341987908869,-0.14867010596456867,0.13392284065552076,7,1475,0.059615384615384501,0.94038461538461515
timesat_smoothing_spline,30,window_midpoint_relative_position,nrmse,consecutive_internal_gap,-0.014876469189984911,-0.14289776347913821,0.12402574203264556,7,1475,0.059615384615384501,0.94038461538461515
timesat_smoothing_spline,30,window_midpoint_relative_position,peak_timing_success_10d,consecutive_internal_gap,0.046101429354376673,-0.15642047692439215,0.28439622581271518,4,1475,0.059615384615384501,0.94038461538461515
timesat_smoothing_spline,45,a_gap,absolute_peak_date_error_days,consecutive_internal_gap,0.040029979312755974,-0.19934379950928507,0.26733761233851461,7,1367,0.27055384094511942,17.288983776369555
timesat_smoothing_spline,45,a_gap,nrmse,consecutive_internal_gap,0.46374895828770085,0.31164092235120983,0.61770573112277316,7,1367,0.27055384094511942,17.288983776369555
timesat_smoothing_spline,45,a_gap,peak_timing_success_10d,consecutive_internal_gap,-0.14980127338695892,-0.42735678172645319,0.18559952322444154,6,1367,0.27055384094511942,17.288983776369555
timesat_smoothing_spline,45,observations_removed,absolute_peak_date_error_days,consecutive_internal_gap,0.04595833965326819,-0.070549372121263138,0.18506591368973263,7,1367,1,14
timesat_smoothing_spline,45,observations_removed,nrmse,consecutive_internal_gap,0.070896638370581508,-0.14444707282883273,0.31991114100871254,7,1367,1,14
timesat_smoothing_spline,45,observations_removed,peak_timing_success_10d,consecutive_internal_gap,-0.059972134041088636,-0.25327685188845922,0.098938536210649894,6,1367,1,14
timesat_smoothing_spline,45,window_midpoint_relative_position,absolute_peak_date_error_days,consecutive_internal_gap,-0.035328607230742659,-0.18459688192738485,0.092821206907861956,7,1367,0.0884615384615383,0.91153846153846163
timesat_smoothing_spline,45,window_midpoint_relative_position,nrmse,consecutive_internal_gap,0.051928761701006652,-0.094650310186957437,0.20337995083885266,7,1367,0.0884615384615383,0.91153846153846163
timesat_smoothing_spline,45,window_midpoint_relative_position,peak_timing_success_10d,consecutive_internal_gap,0.0077876619900123139,-0.12724644883391695,0.199093931871859,6,1367,0.0884615384615383,0.91153846153846163
