method,duration_days,contains_reference_global_peak,analysis_role,metric,metric_label,unit,favorable_direction,equal_year_estimate,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_in_stratum,n_years_metric_available,n_scenarios_total,n_reconstruction_failures_total,n_metric_available_total,n_metric_unavailable_total,a_gap_observed_minimum,a_gap_observed_maximum,window_midpoint_relative_position_observed_minimum,window_midpoint_relative_position_observed_maximum,observations_removed_observed_minimum,observations_removed_observed_maximum,resulting_maximum_internal_gap_days_observed_minimum,resulting_maximum_internal_gap_days_observed_maximum
linear_interpolation,20,False,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.70680130680130682,0.41799821799821796,0.99251559251559252,7,7,1403,0,1403,0,0.025285744316099298,7.0106529239941811,0.042000000000000003,0.95961538461538465,1,8,21,85
linear_interpolation,20,False,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.7142857142857143,0.42857142857142855,1,7,7,1403,0,1403,0,0.025285744316099298,7.0106529239941811,0.042000000000000003,0.95961538461538465,1,8,21,85
linear_interpolation,20,False,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.5683397683397684,0.14285714285714285,0.8571428571428571,7,7,1403,0,1403,0,0.025285744316099298,7.0106529239941811,0.042000000000000003,0.95961538461538465,1,8,21,85
linear_interpolation,20,False,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.8518254207865843,0.80801734790012947,0.89697246841945588,7,7,1403,0,1403,0,0.025285744316099298,7.0106529239941811,0.042000000000000003,0.95961538461538465,1,8,21,85
linear_interpolation,20,False,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,4.4983744003145718,2.9269091056685133,6.1801745051450316,7,7,1403,0,1403,0,0.025285744316099298,7.0106529239941811,0.042000000000000003,0.95961538461538465,1,8,21,85
linear_interpolation,20,True,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,228.354413075,149.91042814285714,327.24949192142856,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,52.335714285714289,12.442857142857145,107.05714285714285,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.13727040783549635,0.095688837182597866,0.18629387825569896,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.97427891905534592,0.46544811596020708,1.5562860038980131,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.24084325926014499,0.20958258131981147,0.2712470600966006,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.2857142857142857,0.099999999999999992,0.54285714285714282,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.41428571428571426,0.14285714285714285,0.70000000000000007,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.24285714285714285,0.057142857142857148,0.52142857142857146,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.80343201699569389,0.75898619139336954,0.8450675971622762,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,20,True,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.1649947715815925,3.5933280087049004,6.7271501985846367,7,7,122,0,122,0,2.0016834933253782,11.128388419283166,0.0403846153846152,0.86599999999999977,2,6,22,50
linear_interpolation,30,False,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,170.46763315207281,106.99758789264506,242.72545529861685,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,36.828267476813494,1.6250587507730363,93.095754375879338,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.09977690567612521,0.07213516769063856,0.13157761772553797,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.80960326314264741,0.25465508770108181,1.4248156405455406,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.21589618676381037,0.17301455644063818,0.25544529654405912,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.70592455163883738,0.41531230674087816,0.99163883735312297,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.7142857142857143,0.42857142857142855,1,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.5679653679653679,0.14285714285714285,0.8571428571428571,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.84287330858123533,0.80053017912594049,0.88564066485857251,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,False,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,4.5903317136290331,3.0815646639721996,6.2774508439310308,7,7,1303,0,1303,0,0.048636719550354902,8.6888686845685044,0.062,0.94038461538461515,1,11,31,85
linear_interpolation,30,True,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,272.31155934047615,178.38742101904751,388.82718498172562,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,52.123809523809527,12.18095238095238,105.68095238095238,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.16796727938166217,0.11427869235006669,0.22858760669027853,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0219143139060791,0.50675290928297012,1.5995133974343132,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25660814938761628,0.22100371785431172,0.29056639684425517,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.28809523809523807,0.090476190476190474,0.5452380952380953,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.45476190476190476,0.18333333333333332,0.73333333333333339,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.22142857142857139,0.038095238095238092,0.5,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.77714879801829428,0.71815038569699519,0.82698068532302593,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,30,True,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.4905723339932999,3.870076004844019,7.0986389149089621,7,7,172,0,172,0,2.1655054474323574,15.484027686454541,0.059615384615384501,0.88600000000000001,2,9,32,52
linear_interpolation,45,False,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,199.85192172250791,130.84605579889632,285.24866451349556,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,37.551996073014138,1.6365261813537675,93.741061328746056,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.11604319149040464,0.090456241398024329,0.1415816006865622,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,0.81297682299516183,0.27208625615119492,1.44470914766249,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.2266731796868113,0.18542214923216879,0.26323676583822164,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.7041415800036489,0.41419449005655901,0.98985586571793471,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.7142857142857143,0.42857142857142855,1,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.56719576719576714,0.14285714285714285,0.8571428571428571,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.8237701521847518,0.78115591585898925,0.86696116860076178,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,False,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,4.7974543068754354,3.2848612008199498,6.4900498443916428,7,7,1122,0,1122,0,0.27055384094511942,9.2806355593891574,0.091999999999999901,0.91153846153846163,1,14,46,92
linear_interpolation,45,True,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,340.14258263864895,244.00989538150594,462.57069770555557,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,63.957142857142856,24.24761904761905,115.35555555555554,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.21103780377804485,0.15396760205005902,0.27192037340350256,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.1113954353421336,0.57893695615668528,1.7510461340770185,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.28523409762435031,0.24457188811432995,0.32470637895711763,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.25158730158730153,0.067460317460317457,0.52380952380952372,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.36904761904761907,0.14285714285714285,0.62857142857142867,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.20714285714285713,0.028571428571428574,0.48968253968253972,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.70257170364223531,0.63743174650491119,0.76958507917062924,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
linear_interpolation,45,True,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,6.0684476962767482,4.335816855093042,7.7741212008180067,7,7,245,0,245,0,2.2709860080491744,17.288983776369555,0.0884615384615383,0.90800000000000003,3,13,46,73
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,139.07323073938383,58.148225729840497,272.14847192703337,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,57.214416674268655,7.639590675218118,118.19587117433719,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.083176096409865369,0.036214000739068671,0.15247436854650914,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3003195937396892,0.76648648262299912,1.836495367300087,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.252056799404072,0.21862290877942508,0.28729208792490718,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57777777777777772,0.16190476190476194,0.86349206349206342,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.67925013683634372,0.3585002736726875,0.96126984126984127,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.54174757177721744,0.15238095238095234,0.85558186442164341,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.73813348384548039,0.69022548603140521,0.79269492584919743,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,False,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.3589343541537513,3.8298736756045111,6.8557367058353362,7,7,1320,0,1320,0,0.0069078347491259001,5.1454914138407384,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,True,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,193.08571957028008,98.026437559856873,350.61923213528667,7,7,59,0,59,0,1.1239928262497978,6.455637488556297,0.024774774774774602,0.84599999999999975,1,3,15,42
timesat_double_logistic,10,True,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,71.205102040816328,20.429591836734691,136.28571428571428,7,7,59,0,59,0,1.1239928262497978,6.455637488556297,0.024774774774774602,0.84599999999999975,1,3,15,42
timesat_double_logistic,10,True,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.11198976951305314,0.065578231310640958,0.19242062619564818,7,7,59,0,59,0,1.1239928262497978,6.455637488556297,0.024774774774774602,0.84599999999999975,1,3,15,42
timesat_double_logistic,10,True,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3515703401198398,0.85651404317249769,1.8853289577294825,7,7,59,0,59,0,1.1239928262497978,6.455637488556297,0.024774774774774602,0.84599999999999975,1,3,15,42
timesat_double_logistic,10,True,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.26486661184146887,0.22951932600904731,0.29878056925676094,7,7,59,0,59,0,1.1239928262497978,6.455637488556297,0.024774774774774602,0.84599999999999975,1,3,15,42
