year,method,duration_days,activity_class,n_scenarios,n_reconstruction_failures,n_scenarios_with_negative_values,a_gap_minimum,a_gap_maximum,window_midpoint_relative_position_minimum,window_midpoint_relative_position_maximum,observations_removed_minimum,observations_removed_maximum,resulting_maximum_internal_gap_days_minimum,resulting_maximum_internal_gap_days_maximum,rmse,n_rmse_available,n_rmse_unavailable,nrmse,n_nrmse_available,n_nrmse_unavailable,absolute_peak_date_error_days,n_absolute_peak_date_error_days_available,n_absolute_peak_date_error_days_unavailable,peak_timing_success_5d,n_peak_timing_success_5d_available,n_peak_timing_success_5d_unavailable,n_peak_timing_success_5d_reference_ineligible,peak_timing_success_10d,n_peak_timing_success_10d_available,n_peak_timing_success_10d_unavailable,n_peak_timing_success_10d_reference_ineligible,peak_timing_success_15d,n_peak_timing_success_15d_available,n_peak_timing_success_15d_unavailable,n_peak_timing_success_15d_reference_ineligible,normalized_absolute_peak_magnitude_error,n_normalized_absolute_peak_magnitude_error_available,n_normalized_absolute_peak_magnitude_error_unavailable,absolute_integral_error,n_absolute_integral_error_available,n_absolute_integral_error_unavailable,absolute_relative_integral_error,n_absolute_relative_integral_error_available,n_absolute_relative_integral_error_unavailable,pearson_correlation,n_pearson_correlation_available,n_pearson_correlation_unavailable
2022,timesat_smoothing_spline,30,medium,92,0,0,0.77518794464562657,2.5517704300820925,0.065957446808510498,0.82765957446808514,1,7,32,58,4.7923860460039966,92,0,0.28517933973114218,92,0,11.043478260869565,92,0,0.19565217391304349,92,0,0,0.19565217391304349,92,0,0,1,92,0,0,2.3945381171658746,92,0,155.01897154649353,92,0,0.11046866785539214,92,0,0.80432448535501777,92,0
2022,timesat_smoothing_spline,45,high,51,0,0,4.2718940970192154,9.8392252458595948,0.35744680851063831,0.57021276595744685,3,8,50,70,6.1728361998718997,51,0,0.36732544808567658,51,0,25.862745098039216,51,0,0.43137254901960786,51,0,0,0.66666666666666663,51,0,0,0.80392156862745101,51,0,0,2.4961848154992503,51,0,363.88602656410893,51,0,0.2593102263852442,51,0,0.694343432061721,51,0
2022,timesat_smoothing_spline,45,low,71,0,0,0.48682237799106981,1.2570581705302917,0.097872340425531903,0.90212765957446805,5,10,47,65,4.7181973287706445,71,0,0.28076460995081731,71,0,13.098591549295774,71,0,0,71,0,0,0,71,0,0,0.9859154929577465,71,0,0,2.3952844665453985,71,0,164.13362779069226,71,0,0.11696389823404599,71,0,0.80972859596165081,71,0
2022,timesat_smoothing_spline,45,medium,68,0,0,1.2745971913406962,3.631783509666723,0.29361702127659572,0.79574468085106365,3,9,47,65,5.016774706281387,68,0,0.29853198064253517,68,0,10.617647058823529,68,0,0.23529411764705882,68,0,0,0.25,68,0,0,0.97058823529411764,68,0,0,2.3959484531950399,68,0,165.13769312799752,68,0,0.11767940911084614,68,0,0.7719672934338373,68,0
2023,linear_interpolation,10,high,58,0,0,0.65737305006375857,1.5592239985296024,0.024774774774774602,0.74099099099099075,1,4,42,57,1.8417826859009356,58,0,0.17274027313205714,58,0,0.068965517241379309,58,0,1,58,0,0,1,58,0,0,1,58,0,0,0.0081710246500260181,58,0,85.864029293103286,58,0,0.08091816152183097,58,0,0.88169234125227336,58,0
2023,linear_interpolation,10,low,22,0,0,0.063275231198915996,0.15986644494652991,0.1373873873873874,0.83108108108108103,1,4,42,52,1.8324498239566092,22,0,0.17186494667052185,22,0,0,22,0,1,22,0,0,1,22,0,0,1,22,0,0,0,22,0,100.11524595454536,22,0,0.094348491558600006,22,0,0.88408331836661103,22,0
2023,linear_interpolation,10,medium,49,0,0,0.16243065575358301,0.62191491042533553,0.092342342342342301,0.79504504504504503,1,4,42,52,1.8838198661732655,49,0,0.1766829282875928,49,0,0,49,0,1,49,0,0,1,49,0,0,1,49,0,0,0,49,0,111.90836065306108,49,0,0.1054623091592448,49,0,0.87811267432591833,49,0
2023,linear_interpolation,20,high,72,0,0,1.5667571884353273,3.1924583990326374,0.0472972972972973,0.71846846846846835,1,6,42,63,1.8951061807871814,72,0,0.17774146851820014,72,0,0.055555555555555552,72,0,1,72,0,0,1,72,0,0,1,72,0,0,0.0065822143014098479,72,0,96.514897305555422,72,0,0.090955527171622724,72,0,0.87454026170076038,72,0
2023,linear_interpolation,20,low,21,0,0,0.29375782833441477,0.40370751118402493,0.1328828828828828,0.84459459459459463,1,6,42,60,1.9066269976914345,21,0,0.17882200265177611,21,0,0,21,0,1,21,0,0,1,21,0,0,1,21,0,0,0,21,0,122.11603811904754,21,0,0.11508201255257011,21,0,0.87721350840463519,21,0
2023,linear_interpolation,20,medium,74,0,0,0.41058886257076532,1.4804734643620041,0.083333333333333301,0.85360360360360354,1,7,42,85,1.9259175713428125,74,0,0.18063126005598668,74,0,0,74,0,1,74,0,0,1,74,0,0,1,74,0,0,0,74,0,114.47967009459447,74,0,0.10788550819177985,74,0,0.87180040682245663,74,0
2023,linear_interpolation,30,high,72,0,0,2.5671933199888701,4.5948397330260757,0.069819819819819801,0.7004504504504504,1,9,42,63,1.9894617723075594,72,0,0.18659105255193972,72,0,0.055555555555555552,72,0,1,72,0,0,1,72,0,0,1,72,0,0,0.0065822143014098479,72,0,104.30144299999992,72,0,0.09829355879426388,72,0,0.85910783831270698,72,0
2023,linear_interpolation,30,low,35,0,0,0.56491045956875896,0.74499421547243483,0.1599099099099098,0.85810810810810811,1,9,42,60,1.9679400006202108,35,0,0.18457253171991231,35,0,0,35,0,1,35,0,0,1,35,0,0,1,35,0,0,0,35,0,145.30924027142848,35,0,0.13693925933478682,35,0,0.87015452138699501,35,0
2023,linear_interpolation,30,medium,73,0,0,0.74916973358253014,2.5541162200317595,0.083333333333333301,0.87612612612612595,1,10,42,85,2.0237904306987025,73,0,0.18981072763746287,73,0,0,73,0,1,73,0,0,1,73,0,0,1,73,0,0,0,73,0,123.39132245890396,73,0,0.11628383903390727,73,0,0.8581241576432197,73,0
2023,linear_interpolation,45,high,57,0,0,4.2749971091665087,6.4535005271310233,0.40540540540540532,0.65765765765765771,2,3,47,72,2.1401700388566107,57,0,0.20072593791394833,57,0,0,57,0,1,57,0,0,1,57,0,0,1,57,0,0,0,57,0,113.88875724561397,57,0,0.10732863260892193,57,0,0.83761357363040301,57,0
2023,linear_interpolation,45,low,41,0,0,0.98826428992524318,1.2542453562765987,0.171171171171171,0.89639639639639634,1,12,47,68,2.4731885519641699,41,0,0.23195964933527805,41,0,0,41,0,1,41,0,0,1,41,0,0,1,41,0,0,0,41,0,223.04146179268278,41,0,0.21019401465306331,41,0,0.79534645868759357,41,0
2023,linear_interpolation,45,medium,79,0,0,1.2664774109019046,4.0934943148754632,0.1036036036036036,0.83333333333333315,2,14,47,92,2.076361327545579,79,0,0.1947413370680128,79,0,0.050632911392405063,79,0,1,79,0,0,1,79,0,0,1,79,0,0,0.0059989801228039112,79,0,123.43849903797457,79,0,0.11632829818725368,79,0,0.8484535138766468,79,0
2023,timesat_double_logistic,10,high,58,0,0,0.65737305006375857,1.5592239985296024,0.024774774774774602,0.74099099099099075,1,4,42,57,1.9638931099168322,58,0,0.18419297499436121,58,0,2,58,0,1,58,0,0,1,58,0,0,1,58,0,0,0.030197572793162236,58,0,78.276311882598648,58,0,0.073767505443144685,58,0,0.85804441158490352,58,0
2023,timesat_double_logistic,10,low,22,0,0,0.063275231198915996,0.15986644494652991,0.1373873873873874,0.83108108108108103,1,4,42,52,1.9075839625081381,22,0,0.17891175610916307,22,0,2,22,0,1,22,0,0,1,22,0,0,1,22,0,0,0.017764439675585806,22,0,65.166955748794734,22,0,0.061413263441976944,22,0,0.86023305881019596,22,0
2023,timesat_double_logistic,10,medium,49,0,0,0.16243065575358301,0.62191491042533553,0.092342342342342301,0.79504504504504503,1,4,42,52,1.9544260547651164,49,0,0.18330506259015514,49,0,2,49,0,1,49,0,0,1,49,0,0,1,49,0,0,0.010461452546051015,49,0,79.564278701431505,49,0,0.074981283877945559,49,0,0.85476518540393409,49,0
2023,timesat_double_logistic,20,high,72,0,0,1.5667571884353273,3.1924583990326374,0.0472972972972973,0.71846846846846835,1,6,42,63,2.0819096136739259,72,0,0.19526170924251635,72,0,2,72,0,1,72,0,0,1,72,0,0,1,72,0,0,0.025687450771786507,72,0,102.09382753822433,72,0,0.09621310454602143,72,0,0.84683476034140404,72,0
2023,timesat_double_logistic,20,low,21,0,0,0.29375782833441477,0.40370751118402493,0.1328828828828828,0.84459459459459463,1,6,42,60,1.9606391017993337,21,0,0.183887782500538,21,0,2,21,0,1,21,0,0,1,21,0,0,1,21,0,0,0.018858271503499318,21,0,84.6027511405876,21,0,0.079729534455183132,21,0,0.85608369084952907,21,0
2023,timesat_double_logistic,20,medium,74,0,0,0.41058886257076532,1.4804734643620041,0.083333333333333301,0.85360360360360354,1,7,42,85,1.9933929444687091,74,0,0.1869597560683994,74,0,2,74,0,1,74,0,0,1,74,0,0,1,74,0,0,0.019220559027030418,74,0,82.588661793269779,74,0,0.077831458992531299,74,0,0.84950337406751963,74,0
2023,timesat_double_logistic,30,high,72,0,0,2.5671933199888701,4.5948397330260757,0.069819819819819801,0.7004504504504504,1,9,42,63,2.263874877701324,72,0,0.21232817948857785,72,0,2,72,0,1,72,0,0,1,72,0,0,1,72,0,0,0.017289594841298814,72,0,130.48729083387929,72,0,0.12297107139240761,72,0,0.82726490728048552,72,0
2023,timesat_double_logistic,30,low,35,0,0,0.56491045956875896,0.74499421547243483,0.1599099099099098,0.85810810810810811,1,9,42,60,2.0295501695179969,35,0,0.19035093189957838,35,0,2,35,0,1,35,0,0,1,35,0,0,1,35,0,0,0.031107780630444226,35,0,92.943381209820714,35,0,0.08758973454935999,35,0,0.84505040264469733,35,0
2023,timesat_double_logistic,30,medium,73,0,0,0.74916973358253014,2.5541162200317595,0.083333333333333301,0.87612612612612595,1,10,42,85,2.0935910280798167,73,0,0.19635730576999449,73,0,2,73,0,1,73,0,0,1,73,0,0,1,73,0,0,0.038889847181977265,73,0,103.91450361621517,73,0,0.09792890756820305,73,0,0.83509637813132176,73,0
2023,timesat_double_logistic,45,high,57,0,0,4.2749971091665087,6.4535005271310233,0.40540540540540532,0.65765765765765771,2,3,47,72,3.8073956635629465,57,0,0.35709455403201062,57,0,29.368421052631579,57,0,0.77192982456140347,57,0,0,0.77192982456140347,57,0,0,0.77192982456140347,57,0,0,0.21396948826370177,57,0,308.3881478218234,57,0,0.29062463248354659,57,0,0.76389635768407238,57,0
2023,timesat_double_logistic,45,low,41,0,0,0.98826428992524318,1.2542453562765987,0.171171171171171,0.89639639639639634,1,12,47,68,3.0154756027482543,41,0,0.28282059725574238,41,0,7.7317073170731705,41,0,0.87804878048780488,41,0,0,0.87804878048780488,41,0,0,0.87804878048780488,41,0,0,0.19743236588662436,41,0,230.37481948662585,41,0,0.21710496243016125,41,0,0.63815292567030513,41,0
2023,timesat_double_logistic,45,medium,79,0,0,1.2664774109019046,4.0934943148754632,0.1036036036036036,0.83333333333333315,2,14,47,92,2.2742599932783696,79,0,0.21330219651839338,79,0,2,79,0,1,79,0,0,1,79,0,0,1,79,0,0,0.10529394826088992,79,0,126.61341252920195,79,0,0.11932033297546528,79,0,0.77888470789662678,79,0
2023,timesat_smoothing_spline,10,high,58,0,0,0.65737305006375857,1.5592239985296024,0.024774774774774602,0.74099099099099075,1,4,42,57,2.0703800166189841,58,0,0.19418035162111005,58,0,1,58,0,1,58,0,0,1,58,0,0,1,58,0,0,0.13732596315394999,58,0,138.74432604818898,58,0,0.13075249179235413,58,0,0.8593524048555885,58,0
2023,timesat_smoothing_spline,10,low,22,0,0,0.063275231198915996,0.15986644494652991,0.1373873873873874,0.83108108108108103,1,4,42,52,2.1520951937830901,22,0,0.20184439479537711,22,0,1,22,0,1,22,0,0,1,22,0,0,1,22,0,0,0.13599670456627852,22,0,102.87438590355723,22,0,0.096948701843320606,22,0,0.85013713869019913,22,0
2023,timesat_smoothing_spline,10,medium,49,0,0,0.16243065575358301,0.62191491042533553,0.092342342342342301,0.79504504504504503,1,4,42,52,2.1280386932185777,49,0,0.19958814246445525,49,0,1,49,0,1,49,0,0,1,49,0,0,1,49,0,0,0.13607770898503399,49,0,137.23132697180847,49,0,0.12932664321929196,49,0,0.84991585291040261,49,0
2023,timesat_smoothing_spline,20,high,72,0,0,1.5667571884353273,3.1924583990326374,0.0472972972972973,0.71846846846846835,1,6,42,63,2.1846271196353717,72,0,0.20489555484821792,72,0,1.1666666666666667,72,0,1,72,0,0,1,72,0,0,1,72,0,0,0.1309481722685448,72,0,154.02706601652082,72,0,0.14515492819598733,72,0,0.84963641044439853,72,0
2023,timesat_smoothing_spline,20,low,21,0,0,0.29375782833441477,0.40370751118402493,0.1328828828828828,0.84459459459459463,1,6,42,60,2.2011965698344884,21,0,0.20644959885946537,21,0,1,21,0,1,21,0,0,1,21,0,0,1,21,0,0,0.1360163218336724,21,0,113.55862160787008,21,0,0.10701751316718362,21,0,0.84409649937907683,21,0
2023,timesat_smoothing_spline,20,medium,74,0,0,0.41058886257076532,1.4804734643620041,0.083333333333333301,0.85360360360360354,1,7,42,85,2.1335790444525804,74,0,0.2001077704274801,74,0,1,74,0,1,74,0,0,1,74,0,0,1,74,0,0,0.13609476248538524,74,0,141.59725509391035,74,0,0.13344108881292913,74,0,0.84718295658217013,74,0
2023,timesat_smoothing_spline,30,high,72,0,0,2.5671933199888701,4.5948397330260757,0.069819819819819801,0.7004504504504504,1,9,42,63,2.2940787588704397,72,0,0.2151609928941666,72,0,1.0833333333333333,72,0,1,72,0,0,1,72,0,0,1,72,0,0,0.1377820712396034,72,0,149.47166755990449,72,0,0.14086192597906963,72,0,0.83490451410906263,72,0
2023,timesat_smoothing_spline,30,low,35,0,0,0.56491045956875896,0.74499421547243483,0.1599099099099098,0.85810810810810811,1,9,42,60,2.2157577413335932,35,0,0.20781528698387486,35,0,1,35,0,1,35,0,0,1,35,0,0,1,35,0,0,0.13601640787109212,35,0,137.58397229775812,35,0,0.12965897576506269,35,0,0.83854516208726115,35,0
2023,timesat_smoothing_spline,30,medium,73,0,0,0.74916973358253014,2.5541162200317595,0.083333333333333301,0.87612612612612595,1,10,42,85,2.2944227275872717,73,0,0.21519325362207406,73,0,1.273972602739726,73,0,0.9726027397260274,73,0,0,1,73,0,0,1,73,0,0,0.13410355971892993,73,0,161.63342391772866,73,0,0.15232315105147157,73,0,0.82772149497439207,73,0
2023,timesat_smoothing_spline,45,high,57,0,0,4.2749971091665087,6.4535005271310233,0.40540540540540532,0.65765765765765771,2,3,47,72,2.9880288665123493,57,0,0.28024637568754757,57,0,28.82456140350877,57,0,0.77192982456140347,57,0,0,0.77192982456140347,57,0,0,0.77192982456140347,57,0,0,0.13140531652212817,57,0,210.12847017245815,57,0,0.1980248263415231,57,0,0.78919209228956078,57,0
2023,timesat_smoothing_spline,45,low,41,0,0,0.98826428992524318,1.2542453562765987,0.171171171171171,0.89639639639639634,1,12,47,68,2.7158065940078138,41,0,0.25471472634311898,41,0,1,41,0,1,41,0,0,1,41,0,0,1,41,0,0,0.13611561017956034,41,0,215.392986871685,41,0,0.20298610076702481,41,0,0.76239266513613024,41,0
2023,timesat_smoothing_spline,45,medium,79,0,0,1.2664774109019046,4.0934943148754632,0.1036036036036036,0.83333333333333315,2,14,47,92,2.4011472153743347,79,0,0.22520291291105696,79,0,1.5949367088607596,79,0,0.93670886075949367,79,0,0,1,79,0,0,1,79,0,0,0.14629564276219653,79,0,158.02577747298889,79,0,0.14892330923025207,79,0,0.80736570787795836,79,0
2024,linear_interpolation,10,high,69,0,0,0.69647117223881583,4.8075490025593872,0.3355555555555555,0.68666666666666665,1,3,20,35,3.5906532701888629,69,0,0.22005074465436711,69,0,5.4492753623188408,69,0,0.85507246376811596,69,0,0,0.85507246376811596,69,0,0,1,69,0,0,0.52880436878154946,69,0,57.566081579710122,69,0,0.042081152563656632,69,0,0.83424106540358756,69,0
2024,linear_interpolation,10,low,51,0,0,0.072454613215504005,0.1611869547131855,0.1444444444444444,0.86444444444444435,1,4,20,27,3.4269350093254527,51,0,0.21001738233681408,51,0,4,51,0,1,51,0,0,1,51,0,0,1,51,0,0,0.52559271513286043,51,0,30.199240549019574,51,0,0.022075826840675061,51,0,0.84696111067576452,51,0
2024,linear_interpolation,10,medium,67,0,0,0.1650466411979245,0.6328654020136496,0.068888888888888805,0.97555555555555562,1,4,20,35,3.5256776816643134,67,0,0.21606875988354832,67,0,4,67,0,1,67,0,0,1,67,0,0,1,67,0,0,0.52559271513286043,67,0,30.256587955223875,67,0,0.022117748140221417,67,0,0.83894224763719683,67,0
2024,linear_interpolation,20,high,85,0,0,1.5740904602529049,7.6615928867289567,0.3355555555555555,0.7088888888888889,1,5,22,45,3.7098935276991729,85,0,0.22735830277360106,85,0,6,85,0,0.76470588235294112,85,0,0,0.76470588235294112,85,0,0,1,85,0,0,0.59223616886119335,85,0,84.231245400000006,85,0,0.061573548017093548,85,0,0.82615903161692839,85,0
2024,linear_interpolation,20,low,57,0,0,0.171406115102678,0.4095269539930948,0.15777777777777771,0.88222222222222224,2,7,22,35,3.4141417663808391,57,0,0.20923335714009597,57,0,4,57,0,1,57,0,0,1,57,0,0,1,57,0,0,0.52559271513286043,57,0,28.3294488245614,57,0,0.020708997821572293,57,0,0.84621158828628762,57,0
2024,linear_interpolation,20,medium,63,0,0,0.41939434238477202,1.3660559326669175,0.046666666666666502,0.95333333333333325,1,7,23,40,3.5945714726197036,63,0,0.22029086902665676,63,0,4,63,0,1,63,0,0,1,63,0,0,1,63,0,0,0.52559271513286032,63,0,38.359233968253982,63,0,0.028040831207313554,63,0,0.83145470715137604,63,0
2024,linear_interpolation,30,high,86,0,0,2.5725480871248534,10.492798556141418,0.34888888888888892,0.72666666666666646,2,7,32,53,3.8721439023528661,86,0,0.23730170668269451,86,0,7.0813953488372094,86,0,0.65116279069767447,86,0,0,0.65116279069767447,86,0,0,0.96511627906976749,86,0,0,0.67267273194970534,86,0,116.0501353023256,86,0,0.084833348296046288,86,0,0.81133734572025451,86,0
2024,linear_interpolation,30,low,58,0,0,0.32363232165688283,0.74625426404808992,0.14000000000000001,0.88222222222222224,4,11,32,50,3.4065456416044295,58,0,0.20876783379719507,58,0,4,58,0,1,58,0,0,1,58,0,0,1,58,0,0,0.52559271513286043,58,0,30.930586482758571,58,0,0.022610445125782187,58,0,0.84479743943602192,58,0
2024,linear_interpolation,30,medium,51,0,0,0.77941888675500304,2.4132143702538165,0.068888888888888805,0.93111111111111122,2,9,33,48,3.6934887544880941,51,0,0.22635294739970441,51,0,4,51,0,1,51,0,0,1,51,0,0,1,51,0,0,0.52559271513286043,51,0,57.372595588235242,51,0,0.041939713137821986,51,0,0.82116554668037589,51,0
2024,linear_interpolation,45,high,80,0,0,4.2398670743095366,13.09828059179204,0.36888888888888882,0.71999999999999975,4,10,47,65,4.3298974020672407,80,0,0.26535481872127142,80,0,13.675000000000001,80,0,0.4375,80,0,0,0.4375,80,0,0,0.77500000000000002,80,0,0,0.86738946415288576,80,0,196.61395586250001,80,0,0.14372598665305211,80,0,0.75065533975898679,80,0
2024,linear_interpolation,45,low,64,0,0,0.63064225201491364,1.2418427888655583,0.1022222222222222,0.88444444444444426,6,14,48,65,3.6782275763203631,64,0,0.22541767647059691,64,0,4,64,0,1,64,0,0,1,64,0,0,1,64,0,0,0.52559271513286043,64,0,70.930400718749965,64,0,0.051850550395965457,64,0,0.81846175753104111,64,0
2024,linear_interpolation,45,medium,36,0,0,1.2616486554603179,4.0581308741978468,0.27111111111111103,0.89777777777777756,5,10,47,63,3.9667299885058136,36,0,0.24309835067076838,36,0,4,36,0,1,36,0,0,1,36,0,0,1,36,0,0,0.52559271513286032,36,0,125.42683441666668,36,0,0.091687771858430411,36,0,0.7955766702617898,36,0
2024,timesat_double_logistic,10,high,69,0,0,0.69647117223881583,4.8075490025593872,0.3355555555555555,0.68666666666666665,1,3,20,35,3.7134778527209624,69,0,0.22757796569585423,69,0,1.9565217391304348,69,0,1,69,0,0,1,69,0,0,1,69,0,0,1.1671225110750973,69,0,69.151660741858976,69,0,0.050550280753068479,69,0,0.79401461598813472,69,0
2024,timesat_double_logistic,10,low,51,0,0,0.072454613215504005,0.1611869547131855,0.1444444444444444,0.86444444444444435,1,4,20,27,3.6575648496712594,51,0,0.2241513753149062,51,0,1.392156862745098,51,0,1,51,0,0,1,51,0,0,1,51,0,0,1.1649073523207585,51,0,49.195796827485047,51,0,0.035962423965256056,51,0,0.7919310675156197,51,0
2024,timesat_double_logistic,10,medium,67,0,0,0.1650466411979245,0.6328654020136496,0.068888888888888805,0.97555555555555562,1,4,20,35,3.7064676478477785,67,0,0.22714835005590067,67,0,1.044776119402985,67,0,1,67,0,0,1,67,0,0,1,67,0,0,1.1599302522895703,67,0,47.998948714110831,67,0,0.035087520781430945,67,0,0.78996722055840707,67,0
2024,timesat_double_logistic,20,high,85,0,0,1.5740904602529049,7.6615928867289567,0.3355555555555555,0.7088888888888889,1,5,22,45,3.7904656589733361,85,0,0.23229611106393924,85,0,3.1058823529411765,85,0,0.88235294117647056,85,0,0,0.91764705882352937,85,0,0,1,85,0,0,1.1631444138722906,85,0,65.685213460112124,85,0,0.04801628689915164,85,0,0.79235812271881667,85,0
2024,timesat_double_logistic,20,low,57,0,0,0.171406115102678,0.4095269539930948,0.15777777777777771,0.88222222222222224,2,7,22,35,3.7169002445760952,57,0,0.22778770465407494,57,0,1.9824561403508771,57,0,1,57,0,0,1,57,0,0,1,57,0,0,1.1782239774070384,57,0,42.727468087890124,57,0,0.031234036674453916,57,0,0.781670481730666,57,0
2024,timesat_double_logistic,20,medium,63,0,0,0.41939434238477202,1.3660559326669175,0.046666666666666502,0.95333333333333325,1,7,23,40,3.7520578617598179,63,0,0.22994231532221793,63,0,1.7142857142857142,63,0,0.96825396825396826,63,0,0,1,63,0,0,1,63,0,0,1.1582466159312237,63,0,57.62192815782138,63,0,0.042121976748822051,63,0,0.78520089959167239,63,0
2024,timesat_double_logistic,30,high,86,0,0,2.5725480871248534,10.492798556141418,0.34888888888888892,0.72666666666666646,2,7,32,53,3.8789945153063794,86,0,0.23772154184034539,86,0,4.4883720930232558,86,0,0.80232558139534882,86,0,0,0.86046511627906974,86,0,0,0.96511627906976749,86,0,0,1.1690146693727979,86,0,72.279592724288065,86,0,0.052836817883081116,86,0,0.78859794432188879,86,0
2024,timesat_double_logistic,30,low,58,0,0,0.32363232165688283,0.74625426404808992,0.14000000000000001,0.88222222222222224,4,11,32,50,3.8524416974931004,58,0,0.23609427045187836,58,0,2.6724137931034484,58,0,1,58,0,0,1,58,0,0,1,58,0,0,1.1876052040439939,58,0,77.669102102156728,58,0,0.056776581718827136,58,0,0.76436253510832908,58,0
2024,timesat_double_logistic,30,medium,51,0,0,0.77941888675500304,2.4132143702538165,0.068888888888888805,0.93111111111111122,2,9,33,48,3.8333525349556874,51,0,0.23492440410302728,51,0,2.6666666666666665,51,0,0.90196078431372551,51,0,0,0.96078431372549022,51,0,0,1,51,0,0,1.1642814996117377,51,0,73.202783526849174,51,0,0.053511675923473258,51,0,0.77557139592590285,51,0
2024,timesat_double_logistic,45,high,80,0,0,4.2398670743095366,13.09828059179204,0.36888888888888882,0.71999999999999975,4,10,47,65,4.2986389378932568,80,0,0.26343916499459591,80,0,9.8625000000000007,80,0,0.53749999999999998,80,0,0,0.65000000000000002,80,0,0,0.8125,80,0,0,1.2334362635203893,80,0,158.3834907130308,80,0,0.11577928622831087,80,0,0.77286923484750092,80,0
2024,timesat_double_logistic,45,low,64,0,0,0.63064225201491364,1.2418427888655583,0.1022222222222222,0.88444444444444426,6,14,48,65,4.1693768290205426,64,0,0.25551742452770349,64,0,4.390625,64,0,0.890625,64,0,0,0.9375,64,0,0,0.9375,64,0,0,1.1940810915447198,64,0,162.54813743283927,64,0,0.11882366807923336,64,0,0.73371499063916212,64,0
2024,timesat_double_logistic,45,medium,36,0,0,1.2616486554603179,4.0581308741978468,0.27111111111111103,0.89777777777777756,5,10,47,63,4.3331794350437871,36,0,0.26555595588103709,36,0,6.0555555555555554,36,0,0.75,36,0,0,0.75,36,0,0,0.97222222222222221,36,0,0,1.1627723785378814,36,0,171.42219086789191,36,0,0.12531065462080321,36,0,0.7302498212932873,36,0
2024,timesat_smoothing_spline,10,high,69,0,0,0.69647117223881583,4.8075490025593872,0.3355555555555555,0.68666666666666665,1,3,20,35,4.0462906573852768,69,0,0.24797417217586298,69,0,4.0579710144927539,69,0,0.81159420289855078,69,0,0,0.92753623188405798,69,0,0,1,69,0,0,0.6900114645155242,69,0,109.76784522439392,69,0,0.080240956388104259,69,0,0.78795077250529533,69,0
2024,timesat_smoothing_spline,10,low,51,0,0,0.072454613215504005,0.1611869547131855,0.1444444444444444,0.86444444444444435,1,4,20,27,3.6807850778380926,51,0,0.22557441121246216,51,0,3,51,0,1,51,0,0,1,51,0,0,1,51,0,0,0.74086769464159652,51,0,96.729284242061041,51,0,0.070709689731568812,51,0,0.81747022445577444,51,0
2024,timesat_smoothing_spline,10,medium,67,0,0,0.1650466411979245,0.6328654020136496,0.068888888888888805,0.97555555555555562,1,4,20,35,3.8653778199428515,67,0,0.23688705192193607,67,0,4.044776119402985,67,0,0.92537313432835822,67,0,0,0.92537313432835822,67,0,0,0.92537313432835822,67,0,0,0.72493768580849272,67,0,87.07626355265198,67,0,0.063653273432524915,67,0,0.80121609745846389,67,0
2024,timesat_smoothing_spline,20,high,85,0,0,1.5740904602529049,7.6615928867289567,0.3355555555555555,0.7088888888888889,1,5,22,45,4.5123873149665776,85,0,0.27653858897244266,85,0,5.0588235294117645,85,0,0.78823529411764703,85,0,0,0.90588235294117647,85,0,0,1,85,0,0,0.72301376370633952,85,0,174.53530944643776,85,0,0.12758636306330237,85,0,0.76084811432634281,85,0
2024,timesat_smoothing_spline,20,low,57,0,0,0.171406115102678,0.4095269539930948,0.15777777777777771,0.88222222222222224,2,7,22,35,3.6969813547515504,57,0,0.22656698903249983,57,0,3,57,0,1,57,0,0,1,57,0,0,1,57,0,0,0.7408531113072413,57,0,99.270101149217794,57,0,0.072567042203237953,57,0,0.81461418941022412,57,0
2024,timesat_smoothing_spline,20,medium,63,0,0,0.41939434238477202,1.3660559326669175,0.046666666666666502,0.95333333333333325,1,7,23,40,4.1380888429764031,63,0,0.25359996157328507,63,0,4.3809523809523814,63,0,0.92063492063492058,63,0,0,0.92063492063492058,63,0,0,0.92063492063492058,63,0,0,0.69034102713951651,63,0,95.608053135244589,63,0,0.069890063035252359,63,0,0.77933631803361669,63,0
2024,timesat_smoothing_spline,30,high,86,0,0,2.5725480871248534,10.492798556141418,0.34888888888888892,0.72666666666666646,2,7,32,53,5.104209069603769,86,0,0.31280798287126343,86,0,5.9651162790697674,86,0,0.70930232558139539,86,0,0,0.84883720930232553,86,0,0,0.97674418604651159,86,0,0,0.7522066775281917,86,0,261.3386305505652,86,0,0.19104011392103556,86,0,0.70000307848305243,86,0
2024,timesat_smoothing_spline,30,low,58,0,0,0.32363232165688283,0.74625426404808992,0.14000000000000001,0.88222222222222224,4,11,32,50,3.7678899241038679,58,0,0.2309125724999708,58,0,3,58,0,1,58,0,0,1,58,0,0,1,58,0,0,0.74081836330646977,58,0,105.91079300081786,58,0,0.077421427967682782,58,0,0.80677293600133038,58,0
2024,timesat_smoothing_spline,30,medium,51,0,0,0.77941888675500304,2.4132143702538165,0.068888888888888805,0.93111111111111122,2,9,33,48,4.5503874378954201,51,0,0.27886740067277432,51,0,5,51,0,0.90196078431372551,51,0,0,0.90196078431372551,51,0,0,0.90196078431372551,51,0,0,0.7008304695842571,51,0,136.04363661750509,51,0,0.099448718250673918,51,0,0.75356275016115681,51,0
