year,method,duration_days,scenario_family,covariate,outcome,association,spearman_correlation,n_scenarios_available,covariate_minimum,covariate_maximum
2021,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.23255814502772559,235,0.0211538461538461,0.97115384615384603
2022,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.015416576335429342,188,0.023404255319148901,0.94680851063829785
2023,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,129,0.024774774774774602,0.83108108108108103
2024,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.13429765593467163,187,0.068888888888888805,0.97555555555555562
2025,timesat_smoothing_spline,10,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,224,0.021999999999999902,0.97799999999999998
2019,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.40999794091003244,207,0.025285744316099298,11.128388419283166
2020,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.28320000941646389,261,0.15771353424957371,7.6760513368693362
2021,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.21056136313212784,240,0.1341184520346573,3.5898938045188946
2022,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.67663205320548592,215,0.15818383005108941,7.3062726367413138
2023,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.16571240576676105,167,0.29375782833441477,3.1924583990326374
2024,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.52989857158808695,205,0.171406115102678,7.6615928867289567
2025,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.16239702012847379,230,0.083231499093957301,8.4836828108751803
2019,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,-0.1979607427802135,207,0.025285744316099298,11.128388419283166
2020,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.68585633505408516,261,0.15771353424957371,7.6760513368693362
2021,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.73897981874115704,240,0.1341184520346573,3.5898938045188946
2022,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.16933895840246016,215,0.15818383005108941,7.3062726367413138
2023,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,-0.13701339876653026,167,0.29375782833441477,3.1924583990326374
2024,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.33780587569115778,205,0.171406115102678,7.6615928867289567
2025,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.084018643705098886,230,0.083231499093957301,8.4836828108751803
2019,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,207,0.025285744316099298,11.128388419283166
2020,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.25685207051195047,261,0.15771353424957371,7.6760513368693362
2021,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.40808594832183259,240,0.1341184520346573,3.5898938045188946
2022,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.68929682280221005,215,0.15818383005108941,7.3062726367413138
2023,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,167,0.29375782833441477,3.1924583990326374
2024,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.26247102054086047,205,0.171406115102678,7.6615928867289567
2025,timesat_smoothing_spline,20,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,230,0.083231499093957301,8.4836828108751803
2019,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.4204158987810302,207,1,6
2020,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.023330110487356403,261,1,8
2021,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.074355155047699337,240,1,7
2022,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.013293968551459753,215,1,5
2023,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.29472682137592671,167,1,7
2024,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.20264955327083059,205,1,7
2025,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.16019523857422238,230,1,7
2019,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.10007766378213502,207,1,6
2020,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.10933980950067426,261,1,8
2021,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.19314489107304778,240,1,7
2022,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.052182664891014183,215,1,5
2023,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.31137774267546942,167,1,7
2024,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.0065781027989820226,205,1,7
2025,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.20655996626044951,230,1,7
2019,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,207,1,6
2020,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.020251376734179462,261,1,8
2021,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.027713501279607287,240,1,7
2022,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.033126824727429095,215,1,5
2023,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,167,1,7
2024,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.040599338888613078,205,1,7
2025,timesat_smoothing_spline,20,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,230,1,7
2019,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.0083845492045130383,207,0.045258620689655103,0.95474137931034475
2020,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.030791424207696438,261,0.042222222222222203,0.95333333333333325
2021,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.13800991787678363,240,0.0403846153846152,0.95961538461538465
2022,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.11022940854692055,215,0.044680851063829602,0.9553191489361702
2023,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.34691025289111566,167,0.0472972972972973,0.85360360360360354
2024,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.22323232343057897,205,0.046666666666666502,0.95333333333333325
2025,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.23261374666262452,230,0.042000000000000003,0.95799999999999996
2019,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.1325488872205178,207,0.045258620689655103,0.95474137931034475
2020,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.20903011116474091,261,0.042222222222222203,0.95333333333333325
2021,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.26544231979785399,240,0.0403846153846152,0.95961538461538465
2022,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.060872672195819023,215,0.044680851063829602,0.9553191489361702
2023,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.0067439488194274231,167,0.0472972972972973,0.85360360360360354
2024,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.28685298720477703,205,0.046666666666666502,0.95333333333333325
2025,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.22423123237075887,230,0.042000000000000003,0.95799999999999996
2019,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,207,0.045258620689655103,0.95474137931034475
2020,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.12526616795617973,261,0.042222222222222203,0.95333333333333325
2021,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.41926638526215676,240,0.0403846153846152,0.95961538461538465
2022,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.11713660217821226,215,0.044680851063829602,0.9553191489361702
2023,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,167,0.0472972972972973,0.85360360360360354
2024,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.1427355292116535,205,0.046666666666666502,0.95333333333333325
2025,timesat_smoothing_spline,20,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,230,0.042000000000000003,0.95799999999999996
2019,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.5690156211921481,202,0.048636719550354902,15.484027686454541
2020,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.21512117794562222,243,0.3362223017416513,8.8796529494701559
2021,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.28158325527969186,230,0.23456748890045301,4.0333918418725858
2022,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.72596880974809286,205,0.31778868139875383,8.5961529478307259
2023,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.055275477035378613,180,0.56491045956875896,4.5948397330260757
2024,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.49249080781839394,195,0.32363232165688283,10.492798556141418
2025,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.056333345016924559,220,0.17234933132972691,9.7623968558279035
2019,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,-0.082439035556396076,202,0.048636719550354902,15.484027686454541
2020,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.71066451359523231,243,0.3362223017416513,8.8796529494701559
2021,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.77363614287078064,230,0.23456748890045301,4.0333918418725858
2022,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.30389802445015751,205,0.31778868139875383,8.5961529478307259
2023,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,-0.020253007265991101,180,0.56491045956875896,4.5948397330260757
2024,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.4026922189392525,195,0.32363232165688283,10.492798556141418
2025,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.075326105174453192,220,0.17234933132972691,9.7623968558279035
2019,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,202,0.048636719550354902,15.484027686454541
2020,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.19912091210421654,243,0.3362223017416513,8.8796529494701559
2021,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.41970655404523038,230,0.23456748890045301,4.0333918418725858
2022,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.73923115324985245,205,0.31778868139875383,8.5961529478307259
2023,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,180,0.56491045956875896,4.5948397330260757
2024,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.25335805538899475,195,0.32363232165688283,10.492798556141418
2025,timesat_smoothing_spline,30,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,220,0.17234933132972691,9.7623968558279035
2019,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.66688605805701395,202,2,8
2020,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.051793650803083124,243,1,11
2021,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.083870089461847097,230,2,9
2022,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.13666216447412158,205,1,7
2023,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.32180625644784788,180,1,10
2024,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.04412543041906565,195,2,11
2025,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.10957518021933066,220,2,9
2019,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.24941262635553341,202,2,8
2020,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.097713257564411238,243,1,11
2021,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.14329334948971104,230,2,9
2022,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.072579985794813312,205,1,7
2023,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.26928154299808232,180,1,10
2024,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.20742345678277721,195,2,11
2025,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.28005609107864898,220,2,9
2019,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,202,2,8
2020,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.11355223389179621,243,1,11
2021,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.10171659440581654,230,2,9
2022,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.06218070744270645,205,1,7
2023,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,180,1,10
2024,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.033536300405192662,195,2,11
2025,timesat_smoothing_spline,30,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,220,2,9
2019,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.01432144378939116,202,0.066810344827586202,0.93318965517241381
2020,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.048398588349423538,243,0.064444444444444401,0.93111111111111122
2021,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.22182447844516304,230,0.059615384615384501,0.94038461538461515
2022,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.12472018276637442,205,0.065957446808510498,0.93404255319148921
2023,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.33463242390853826,180,0.069819819819819801,0.87612612612612595
2024,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.23379117407049946,195,0.068888888888888805,0.93111111111111122
2025,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.16071711701764141,220,0.062,0.93799999999999994
2019,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.054874359578522838,202,0.066810344827586202,0.93318965517241381
2020,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.23994486381937447,243,0.064444444444444401,0.93111111111111122
2021,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.26705206783037472,230,0.059615384615384501,0.94038461538461515
2022,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.066950046750857847,205,0.065957446808510498,0.93404255319148921
2023,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.028100828527048271,180,0.069819819819819801,0.87612612612612595
2024,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.25044925056783418,195,0.068888888888888805,0.93111111111111122
2025,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,-0.17755209603029937,220,0.062,0.93799999999999994
2019,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,202,0.066810344827586202,0.93318965517241381
2020,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.069583594869492199,243,0.064444444444444401,0.93111111111111122
2021,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,0.42766307639679874,230,0.059615384615384501,0.94038461538461515
2022,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.14540432593953556,205,0.065957446808510498,0.93404255319148921
2023,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,180,0.069819819819819801,0.87612612612612595
2024,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,-0.16743662790924871,195,0.068888888888888805,0.93111111111111122
2025,timesat_smoothing_spline,30,consecutive_internal_gap,window_midpoint_relative_position,peak_timing_success_10d,within_year_spearman,,220,0.062,0.93799999999999994
2019,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.16344321849949733,187,0.30263450706523343,17.288983776369555
2020,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.1923637231444652,213,0.59362593348043013,12.345151944100412
2021,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.38591483264406212,215,0.36111473435784203,4.3476156453849937
2022,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.43584992687298119,190,0.48682237799106981,9.8392252458595948
2023,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.33160483720249706,177,0.98826428992524318,6.4535005271310233
2024,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,0.46031384884237575,180,0.63064225201491364,13.09828059179204
2025,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,absolute_peak_date_error_days,within_year_spearman,-0.10596679498269938,205,0.27055384094511942,10.981356620532017
2019,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.21861925065772433,187,0.30263450706523343,17.288983776369555
2020,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.6907118647612408,213,0.59362593348043013,12.345151944100412
2021,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.74189178884500606,215,0.36111473435784203,4.3476156453849937
2022,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.61283474974517194,190,0.48682237799106981,9.8392252458595948
2023,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.21416410811908412,177,0.98826428992524318,6.4535005271310233
2024,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.48451281045628714,180,0.63064225201491364,13.09828059179204
2025,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,nrmse,within_year_spearman,0.28350813542939135,205,0.27055384094511942,10.981356620532017
2019,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.38968449909968228,187,0.30263450706523343,17.288983776369555
2020,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.20812849789270885,213,0.59362593348043013,12.345151944100412
2021,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.3791832553741124,215,0.36111473435784203,4.3476156453849937
2022,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,0.56161254655110171,190,0.48682237799106981,9.8392252458595948
2023,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.393773423798297,177,0.98826428992524318,6.4535005271310233
2024,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,-0.50590750649347249,180,0.63064225201491364,13.09828059179204
2025,timesat_smoothing_spline,45,consecutive_internal_gap,a_gap,peak_timing_success_10d,within_year_spearman,,205,0.27055384094511942,10.981356620532017
2019,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.076300749029587306,187,4,11
2020,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.12149787754322662,213,2,14
2021,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.041280403889863225,215,5,14
2022,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.39033972203277201,190,3,10
2023,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,0.14485482603640701,177,1,14
2024,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.036617347454905726,180,4,14
2025,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,absolute_peak_date_error_days,within_year_spearman,-0.18078554766517202,205,5,13
2019,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.59325895371771153,187,4,11
2020,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.12123865470915209,213,2,14
2021,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.18638681518362918,215,5,14
2022,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.0754753925189659,190,3,10
2023,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.085830745963120375,177,1,14
2024,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,-0.28661792017987969,180,4,14
2025,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,nrmse,within_year_spearman,0.48690555150486547,205,5,13
2019,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.47836728346155094,187,4,11
2020,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.11281135634446329,213,2,14
2021,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.082457382206925584,215,5,14
2022,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,-0.24579190376469165,190,3,10
2023,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.048421286474125878,177,1,14
2024,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,0.12063635795419604,180,4,14
2025,timesat_smoothing_spline,45,consecutive_internal_gap,observations_removed,peak_timing_success_10d,within_year_spearman,,205,5,13
2019,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.03418665301994879,187,0.099137931034482707,0.90086206896551724
2020,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.016935315855137054,213,0.0977777777777777,0.89777777777777756
2021,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.42564135953389209,215,0.0884615384615383,0.91153846153846163
2022,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.070054527005017117,190,0.097872340425531903,0.90212765957446805
2023,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,-0.14503550167544194,177,0.1036036036036036,0.89639639639639634
2024,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.22387007062519279,180,0.1022222222222222,0.89777777777777756
2025,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,absolute_peak_date_error_days,within_year_spearman,0.08057398183901128,205,0.091999999999999901,0.90800000000000003
2019,timesat_smoothing_spline,45,consecutive_internal_gap,window_midpoint_relative_position,nrmse,within_year_spearman,0.011278450822366533,187,0.099137931034482707,0.90086206896551724
