deletion_fraction,method_a,method_b,metric,analysis_role,metric_label,unit,favorable_direction,mean_raw_difference_a_minus_b,raw_difference_ci_lower,raw_difference_ci_upper,mean_advantage_for_method_a,advantage_ci_lower,advantage_ci_upper,n_paired_years,n_years_method_a_favored,n_years_method_b_favored,n_year_ties
0.29999999999999982,linear_interpolation,timesat_double_logistic,nrmse,primary_controlled_random_deletion,point-wise nRMSE,fraction_Q95_minus_Q05,lower,-0.040371004116572663,-0.063483787573583528,-0.018597031282318228,0.040371004116572663,0.018597031282318228,0.063513823001671854,7,6,1,0
0.29999999999999982,linear_interpolation,timesat_double_logistic,peak_timing_success_10d,primary_controlled_random_deletion,global-peak timing success <=10 d,fraction,higher,0.040000000000000001,-0.15571428571428572,0.32857142857142863,0.040000000000000001,-0.15571428571428569,0.32857142857142863,7,1,4,2
0.29999999999999982,linear_interpolation,timesat_double_logistic,peak_timing_success_15d,primary_controlled_random_deletion,global-peak timing success <=15 d,fraction,higher,0.042857142857142864,-0.10857142857142857,0.26428571428571429,0.042857142857142864,-0.10857142857142857,0.26571428571428568,7,2,3,2
0.29999999999999982,linear_interpolation,timesat_double_logistic,peak_timing_success_5d,primary_controlled_random_deletion,global-peak timing success <=5 d,fraction,higher,0.030000000000000009,-0.3828571428571429,0.40285714285714286,0.030000000000000009,-0.38857142857142851,0.40714285714285714,7,3,2,2
0.29999999999999982,linear_interpolation,timesat_double_logistic,pearson_correlation,primary_controlled_random_deletion,daily trajectory Pearson correlation,correlation,higher,0.11598034643229026,0.062851982265444431,0.17349219039677827,0.11598034643229026,0.061624660983351523,0.17466864746000157,7,7,0,0
0.29999999999999982,linear_interpolation,timesat_double_logistic,rmse,primary_controlled_random_deletion,point-wise RMSE,ug_L,lower,-0.83410560653162213,-1.3314703812879596,-0.38738536318319716,0.83410560653162213,0.38952064729406599,1.326071391326175,7,6,1,0
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,absolute_integral_error,primary_controlled_random_deletion,absolute common-support integral error,ug_day_L,lower,-22.905237564403848,-29.920284942042503,-16.491765001194864,22.905237564403848,16.442507774828591,29.916305149158752,7,7,0,0
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,absolute_peak_date_error_days,primary_controlled_random_deletion,absolute global-peak date error,days,lower,-0.2585714285714304,-6.4500000000000028,7.6385714285714252,0.2585714285714304,-7.5228571428571405,6.5085714285714333,7,6,1,0
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,absolute_relative_integral_error,primary_controlled_random_deletion,absolute relative common-support integral error,fraction,lower,-0.014872040018389642,-0.019990592203807667,-0.0099725983314342785,0.014872040018389642,0.0098839825946968867,0.020079207940545057,7,7,0,0
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,normalized_absolute_peak_magnitude_error,primary_controlled_random_deletion,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,-0.15723217277981991,-0.33419426031263161,-0.019241974807137265,0.15723217277981991,0.019471990610317187,0.32864978253603028,7,5,2,0
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,nrmse,primary_controlled_random_deletion,point-wise nRMSE,fraction_Q95_minus_Q05,lower,-0.018338951611280387,-0.031423582511726521,-0.00539466348746666,0.018338951611280387,0.0056450166805033552,0.031283239735094115,7,6,1,0
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,peak_timing_success_10d,primary_controlled_random_deletion,global-peak timing success <=10 d,fraction,higher,0.020000000000000014,-0.085714285714285715,0.14285714285714288,0.020000000000000014,-0.085714285714285715,0.13714285714285718,7,2,2,3
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,peak_timing_success_15d,primary_controlled_random_deletion,global-peak timing success <=15 d,fraction,higher,-0.045714285714285707,-0.12857142857142856,0.031535714285712724,-0.045714285714285707,-0.12999999999999998,0.031428571428571424,7,1,3,3
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,peak_timing_success_5d,primary_controlled_random_deletion,global-peak timing success <=5 d,fraction,higher,0.047142857142857132,-0.1542857142857143,0.29571428571428571,0.047142857142857132,-0.1542857142857143,0.29571428571428571,7,2,2,3
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,pearson_correlation,primary_controlled_random_deletion,daily trajectory Pearson correlation,correlation,higher,0.03351489959114224,0.011889176086772544,0.054742571835192773,0.03351489959114224,0.012283369943031284,0.055952413637592374,7,6,1,0
0.29999999999999982,linear_interpolation,timesat_smoothing_spline,rmse,primary_controlled_random_deletion,point-wise RMSE,ug_L,lower,-0.35018504589803573,-0.60314855434667014,-0.10611871884411483,0.35018504589803573,0.10774191551044042,0.60666041154348471,7,6,1,0
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,absolute_integral_error,primary_controlled_random_deletion,absolute common-support integral error,ug_day_L,lower,11.796281556028026,-22.43719453333296,42.486732842789202,-11.796281556028026,-42.486732842789209,23.65201546835781,7,2,5,0
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,absolute_peak_date_error_days,primary_controlled_random_deletion,absolute global-peak date error,days,lower,-14.919285714285715,-34.945714285714288,0.72071428571428586,14.919285714285715,-0.39142857142857174,34.887857142857143,7,4,3,0
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,absolute_relative_integral_error,primary_controlled_random_deletion,absolute relative common-support integral error,fraction,lower,0.0068945581980343045,-0.014867857190977742,0.027322410726428239,-0.0068945581980343045,-0.027280532807222195,0.014420077321115414,7,2,5,0
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,normalized_absolute_peak_magnitude_error,primary_controlled_random_deletion,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,-0.2948892406603334,-0.422025277580171,-0.15223241812948915,0.2948892406603334,0.15227418383724065,0.42088087564082227,7,6,1,0
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,nrmse,primary_controlled_random_deletion,point-wise nRMSE,fraction_Q95_minus_Q05,lower,-0.022032052505292273,-0.043810897731137728,0.0050697885120508266,0.022032052505292273,-0.0050687126129160898,0.043733185566704955,7,6,1,0
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,peak_timing_success_10d,primary_controlled_random_deletion,global-peak timing success <=10 d,fraction,higher,0.019999999999999987,-0.25142857142857145,0.34142857142857147,0.019999999999999987,-0.25285714285714289,0.34142857142857147,7,2,3,2
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,peak_timing_success_15d,primary_controlled_random_deletion,global-peak timing success <=15 d,fraction,higher,0.088571428571428565,-0.035714285714285705,0.29428571428571432,0.088571428571428565,-0.035714285714285705,0.2871428571428572,7,2,1,4
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,peak_timing_success_5d,primary_controlled_random_deletion,global-peak timing success <=5 d,fraction,higher,-0.017142857142857133,-0.33142857142857141,0.34285714285714292,-0.017142857142857133,-0.32432142857142854,0.33303571428571171,7,2,3,2
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,pearson_correlation,primary_controlled_random_deletion,daily trajectory Pearson correlation,correlation,higher,0.08246544684114801,0.024250073266365191,0.13621828746538897,0.08246544684114801,0.024154764645791565,0.13621828746538897,7,6,1,0
0.29999999999999982,timesat_smoothing_spline,timesat_double_logistic,rmse,primary_controlled_random_deletion,point-wise RMSE,ug_L,lower,-0.48392056063358624,-0.89351624256826701,0.015239874408585324,0.48392056063358624,-0.023333019733369525,0.89914912304206973,7,6,1,0
0.5,linear_interpolation,timesat_double_logistic,absolute_integral_error,primary_controlled_random_deletion,absolute common-support integral error,ug_day_L,lower,-37.599687590245985,-80.991627271349827,-11.679113899974352,37.599687590245985,11.709992595724932,80.642746466917202,7,7,0,0
0.5,linear_interpolation,timesat_double_logistic,absolute_peak_date_error_days,primary_controlled_random_deletion,absolute global-peak date error,days,lower,-13.849999999999996,-28.92857142857142,-1.4328571428571399,13.849999999999996,1.4178928571428544,29.144249999999975,7,4,3,0
0.5,linear_interpolation,timesat_double_logistic,absolute_relative_integral_error,primary_controlled_random_deletion,absolute relative common-support integral error,fraction,lower,-0.029508620065193041,-0.071216679326414456,-0.0067086702187209623,0.029508620065193041,0.0067086702187209623,0.071131413778757868,7,7,0,0
0.5,linear_interpolation,timesat_double_logistic,normalized_absolute_peak_magnitude_error,primary_controlled_random_deletion,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,-0.38221077118937591,-0.57386906376115376,-0.20124143779008533,0.38221077118937591,0.2050893467977202,0.57058001176771422,7,7,0,0
0.5,linear_interpolation,timesat_double_logistic,nrmse,primary_controlled_random_deletion,point-wise nRMSE,fraction_Q95_minus_Q05,lower,-0.040682029954637947,-0.059873672705978598,-0.019340322185970808,0.040682029954637947,0.019251651377631289,0.059830445686913071,7,6,1,0
0.5,linear_interpolation,timesat_double_logistic,peak_timing_success_10d,primary_controlled_random_deletion,global-peak timing success <=10 d,fraction,higher,0.012857142857142853,-0.1542857142857143,0.23857142857142857,0.012857142857142853,-0.15571428571428575,0.23857142857142857,7,3,3,1
