method,duration_days,analysis_role,metric,metric_label,unit,favorable_direction,equal_year_estimate,cluster_bootstrap_ci_lower,cluster_bootstrap_ci_upper,n_years_in_stratum,n_years_metric_available,n_scenarios_total,n_reconstruction_failures_total,n_metric_available_total,n_metric_unavailable_total,a_gap_observed_minimum,a_gap_observed_maximum,window_midpoint_relative_position_observed_minimum,window_midpoint_relative_position_observed_maximum,observations_removed_observed_minimum,observations_removed_observed_maximum,resulting_maximum_internal_gap_days_observed_minimum,resulting_maximum_internal_gap_days_observed_maximum
linear_interpolation,45,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.80116915759132845,0.76049321110391943,0.84448800515465838,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
linear_interpolation,45,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.0325567421070803,3.4882143433129862,6.6828374966051074,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,10,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,141.60808733889863,60.744949166036562,274.34607760794677,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,57.81391576154725,7.9657672740275993,120.68317027883776,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.084509732497269785,0.037261682413149179,0.15451091939888975,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3019662795888625,0.76767137872381641,1.8483308880322382,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25266600306571951,0.21943187461877334,0.28800029563491958,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57750759878419455,0.16109422492401218,0.86322188449848025,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.67466653269361199,0.30342384887839441,0.95683890577507591,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.53606365510253995,0.1519756838905775,0.85486322188449848,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.73730113393980645,0.68802981338048264,0.79190287666635883,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,10,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.3734748858168171,3.8897197821696139,6.8758997304859317,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_double_logistic,20,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,157.23774718764767,77.899134365471539,283.47858962478659,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,59.909076484196653,10.337289995408259,118.3809439549328,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.093042875772215122,0.04960937386467007,0.15832082693476318,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3011501207572764,0.76589064929117456,1.8432419864297529,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.25650434079641954,0.22418882665027917,0.29127597816434581,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.57521672526106282,0.17575706194521787,0.85664357136182201,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.66301997810618496,0.31837712096332788,0.94107142857142867,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.51114691671666801,0.16292437166660304,0.83842476298517143,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.72991791374415782,0.68100053963626084,0.78507271988350291,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,20,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.4488680848915285,3.9348968570955534,6.9686099077381414,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,180.25118810333512,103.05663670462015,293.86815969615196,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,59.559209584341907,11.09316950177066,117.9764081147015,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.10684983045908977,0.067775834215116626,0.16272601984018345,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3061909822749855,0.76962539294202692,1.8417807380411091,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.26299787947784214,0.23207486274648009,0.29580052316252503,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.55858450122677183,0.26832913104975092,0.84180996494563698,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.66477303337206717,0.32451499118165783,0.9375537505972289,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.48523437106616735,0.17001115800560962,0.78512657367376348,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.71726844119402189,0.66884900438040296,0.77109867899802398,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,30,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,5.5773215777202285,4.0423459189545508,7.1145302460542101,7,7,1475,0,1475,0,0.048636719550354902,15.484027686454541,0.059615384615384501,0.94038461538461515,1,11,31,85
timesat_double_logistic,45,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,252.40171770318804,189.16018509250466,328.35299418229795,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,61.58183109087414,15.625957516310814,119.79000572350721,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.1533000913309078,0.12404138862689129,0.1862092564898821,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.3327833917414615,0.82844457160896223,1.8666405961768908,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.28913048138190628,0.26349899152444856,0.31829329043933929,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.48233698670315711,0.17110377413607911,0.74398427212097984,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.62120368956137617,0.34635959231938734,0.85731211486869852,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.38967585230172563,0.13838965999386149,0.64633444794337203,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.67239130000498248,0.62684666949201973,0.72018410642806041,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_double_logistic,45,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,6.0328256421749229,4.5410833747654085,7.5527585366416226,7,7,1367,0,1367,0,0.27055384094511942,17.288983776369555,0.0884615384615383,0.91153846153846163,1,14,46,92
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,186.80381484291505,130.86996400700795,257.58243357374954,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,51.918231872583256,5.1112911947611037,111.50997654013915,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.11236784545029088,0.087298156425274581,0.14422862550011245,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0329186048153924,0.55883395439541617,1.5801142908415253,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.22721113873999546,0.19254650493449971,0.2588310861863462,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,peak_timing_success_10d,global-peak timing success <=10 d,fraction,higher,0.58864866077643807,0.21846818558617401,0.86601683960451381,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,peak_timing_success_15d,global-peak timing success <=15 d,fraction,higher,0.7134113184573988,0.421693716171188,0.99008094533751601,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,peak_timing_success_5d,global-peak timing success <=5 d,fraction,higher,0.44214361405325031,0.15943635932571945,0.81588999236058057,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,pearson_correlation,daily trajectory Pearson correlation,correlation,higher,0.8229673838610122,0.79294805573958893,0.85446977446577244,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,10,primary_controlled_consecutive_gap,rmse,point-wise RMSE,ug_L,lower,4.807301287936161,3.3832586659978938,6.3660102300818995,7,7,1379,0,1379,0,0.0069078347491259001,6.455637488556297,0.02,0.97799999999999998,1,5,15,57
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,absolute_integral_error,absolute common-support integral error,ug_day_L,lower,200.84586007657913,150.5558006961931,263.370128892335,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,absolute_peak_date_error_days,absolute global-peak date error,days,lower,52.635296095183477,6.295758868567968,108.7776776741987,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,absolute_relative_integral_error,absolute relative common-support integral error,fraction,lower,0.12134879791296679,0.10022826695716928,0.14718942636690191,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,normalized_absolute_peak_magnitude_error,normalized absolute global-peak magnitude error,fraction_Q95_minus_Q05,lower,1.0311414087461344,0.54143039747626553,1.5753373782432689,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
timesat_smoothing_spline,20,primary_controlled_consecutive_gap,nrmse,point-wise nRMSE,fraction_Q95_minus_Q05,lower,0.23534054270679028,0.2026344970656859,0.26367803181435573,7,7,1525,0,1525,0,0.025285744316099298,11.128388419283166,0.0403846153846152,0.95961538461538465,1,8,21,85
