control_version,date,year,observation_method,product_level,reflectance_quantity,source_product_id,method_product_available,exact_three_method_source_alignment,processing_baseline,sensing_datetime,generation_time,generation_lag_days,generation_context,official_product_context,l1c_l2a_baseline_pair_status,radiometric_conversion_status,empirical_cross_baseline_correction_applied,source_failure_reason,ndci_observation_eligible,mci_observation_eligible,common_b456_observation_eligible,B4_reflectance_valid_pixel_count,B4_reflectance_valid_pixel_fraction,B4_reflectance_median,B4_reflectance_mean,B4_reflectance_SD,B4_reflectance_IQR,B4_reflectance_min,B4_reflectance_max,B5_reflectance_valid_pixel_count,B5_reflectance_valid_pixel_fraction,B5_reflectance_median,B5_reflectance_mean,B5_reflectance_SD,B5_reflectance_IQR,B5_reflectance_min,B5_reflectance_max,B6_reflectance_valid_pixel_count,B6_reflectance_valid_pixel_fraction,B6_reflectance_median,B6_reflectance_mean,B6_reflectance_SD,B6_reflectance_IQR,B6_reflectance_min,B6_reflectance_max,b4_b5_b6_reflectance_summary_complete
erken_s2_processing_baseline_control_v1.0,2021-11-12,2021,L1C,L1C,TOA,S2A_MSIL1C_20211112T102251_N0500_R065_T34VCM_20221231T071728,True,True,N0500,2021-11-12T10:22:51Z,2022-12-31T07:17:28Z,413.8712615740741,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.048775,0.04870555555555556,0.0011799614518185652,0.0018499999999999975,0.046875,0.050425,9.0,1.0,0.0409,0.041044444444444446,0.0006502136401043733,0.000900000000000005,0.0402,0.042,9.0,1.0,0.0347,0.035111111111111114,0.0009386751893552481,0.000999999999999994,0.0341,0.0367,True
erken_s2_processing_baseline_control_v1.0,2021-11-12,2021,L2A,L2A,BOA,S2A_MSIL2A_20211112T102251_N0500_R065_T34VCM_20221231T115046,True,True,N0500,2021-11-12T10:22:51Z,2022-12-31T11:50:46Z,414.06105324074076,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0099,0.009722222222222222,0.0016307803176530077,0.0026,0.0072,0.012,9.0,1.0,0.0069,0.007066666666666667,0.0009069178573608526,0.0012000000000000005,0.0059,0.0084,9.0,1.0,0.0024,0.002844444444444444,0.0012053123154509694,0.0013999999999999998,0.0015,0.0049,True
erken_s2_processing_baseline_control_v1.0,2021-11-12,2021,ACOLITE,L2R,rhos,S2A_MSIL1C_20211112T102251_N0500_R065_T34VCM_20221231T071728,True,True,N0500,2021-11-12T10:22:51Z,2022-12-31T07:17:28Z,413.8712615740741,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,,True,True,True,9.0,1.0,0.00929403118789196,0.009487282691730393,0.0015340439707151562,0.0016714967787265778,0.007091476581990719,0.01224827952682972,9.0,1.0,0.007765301503241062,0.007937666132218309,0.0008038278411810668,0.0011027976870536804,0.006896901875734329,0.009124204516410828,9.0,1.0,0.005891773384064436,0.006390158087015152,0.001121211670690698,0.0012102737091481686,0.005188154987990856,0.008282809518277645,True
erken_s2_processing_baseline_control_v1.0,2021-11-14,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-14,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-14,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-17,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-17,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-17,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-19,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-19,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-19,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-22,2021,L1C,L1C,TOA,S2A_MSIL1C_20211122T102331_N0500_R065_T34VCM_20221229T195455,True,True,N0500,2021-11-22T10:23:31Z,2022-12-29T19:54:55Z,402.39680555555555,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.058875,0.059399999999999994,0.00126811868529724,0.0009749999999999967,0.058075,0.061975,9.0,1.0,0.0527,0.05248888888888889,0.0007959969290839695,0.0010000000000000009,0.0509,0.0533,9.0,1.0,0.0473,0.047677777777777784,0.0018260461233069786,0.000899999999999998,0.0452,0.0507,True
erken_s2_processing_baseline_control_v1.0,2021-11-22,2021,L2A,L2A,BOA,S2A_MSIL2A_20211122T102331_N0500_R065_T34VCM_20221229T221536,True,True,N0500,2021-11-22T10:23:31Z,2022-12-29T22:15:36Z,402.49450231481484,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0148,0.015455555555555556,0.001905328784692495,0.0016000000000000007,0.0135,0.0193,9.0,1.0,0.0122,0.011833333333333333,0.0011291589790636217,0.0014999999999999996,0.0096,0.0129,9.0,1.0,0.0081,0.008700000000000001,0.0026095976701399773,0.0016999999999999993,0.0051,0.013,True
erken_s2_processing_baseline_control_v1.0,2021-11-22,2021,ACOLITE,L2R,rhos,S2A_MSIL1C_20211122T102331_N0500_R065_T34VCM_20221229T195455,True,True,N0500,2021-11-22T10:23:31Z,2022-12-29T19:54:55Z,402.39680555555555,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,no_valid_pixels_after_acolite_qa_in_3x3_window,False,False,False,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-24,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-24,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-24,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-27,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-27,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-27,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-29,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-29,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-11-29,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-04,2021,L1C,L1C,TOA,S2B_MSIL1C_20211204T101309_N0500_R022_T34VCM_20221223T195742,True,True,N0500,2021-12-04T10:13:09Z,2022-12-23T19:57:42Z,384.4059375,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.073375,0.07307499999999999,0.0013290621693510078,0.0007250000000000034,0.070375,0.075325,9.0,1.0,0.0627,0.06255555555555554,0.0018808981306221175,0.0015000000000000083,0.0596,0.0653,9.0,1.0,0.0566,0.05627777777777779,0.002121778604012314,0.0029999999999999957,0.0527,0.0593,True
erken_s2_processing_baseline_control_v1.0,2021-12-04,2021,L2A,L2A,BOA,S2B_MSIL2A_20211204T101309_N0500_R022_T34VCM_20221224T020344,True,True,N0500,2021-12-04T10:13:09Z,2022-12-24T02:03:44Z,384.6601273148148,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0428,0.04254444444444444,0.0017699654736117818,0.0010000000000000009,0.0389,0.0455,9.0,1.0,0.0349,0.03481111111111111,0.002572180225239108,0.0020999999999999977,0.0308,0.0385,9.0,1.0,0.03,0.029644444444444442,0.002644858744390289,0.003799999999999998,0.0252,0.0333,True
erken_s2_processing_baseline_control_v1.0,2021-12-04,2021,ACOLITE,L2R,rhos,S2B_MSIL1C_20211204T101309_N0500_R022_T34VCM_20221223T195742,True,True,N0500,2021-12-04T10:13:09Z,2022-12-23T19:57:42Z,384.4059375,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,no_valid_pixels_after_acolite_qa_in_3x3_window,False,False,False,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-07,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-07,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-07,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-14,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-14,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-14,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-17,2021,L1C,L1C,TOA,S2B_MSIL1C_20211217T102329_N0500_R065_T34VCM_20221228T091556,True,True,N0500,2021-12-17T10:23:29Z,2022-12-28T09:15:56Z,375.9530902777778,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.06905,0.0687138888888889,0.0008924256894056272,0.0013249999999999929,0.06715,0.069725,9.0,1.0,0.0612,0.060733333333333334,0.003412110783664563,0.0046,0.0539,0.0649,9.0,1.0,0.056,0.05601111111111111,0.0014373973393293554,0.0013999999999999985,0.053,0.0578,True
erken_s2_processing_baseline_control_v1.0,2021-12-17,2021,L2A,L2A,BOA,S2B_MSIL2A_20211217T102329_N0500_R065_T34VCM_20221228T160151,True,True,N0500,2021-12-17T10:23:29Z,2022-12-28T16:01:51Z,376.23497685185185,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,metadata_derived_offset_and_quantification_applied,False,,True,True,True,9.0,1.0,0.0405,0.039988888888888886,0.0011889537884674543,0.0017000000000000001,0.0379,0.0413,9.0,1.0,0.0374,0.03673333333333333,0.004728900506460249,0.006499999999999999,0.0273,0.0425,9.0,1.0,0.0322,0.0321888888888889,0.0017954417593202825,0.0016000000000000042,0.0284,0.0344,True
erken_s2_processing_baseline_control_v1.0,2021-12-17,2021,ACOLITE,L2R,rhos,S2B_MSIL1C_20211217T102329_N0500_R065_T34VCM_20221228T091556,True,True,N0500,2021-12-17T10:23:29Z,2022-12-28T09:15:56Z,375.9530902777778,delayed_generation,collection1_historical_reprocessed,exact_pair_same_processing_baseline,acolite_geotiff_scale_offset_applied_source_l1c_baseline_recorded,False,no_valid_pixels_after_acolite_qa_in_3x3_window,False,False,False,0.0,0.0,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-24,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-24,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-24,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-27,2021,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-27,2021,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2021-12-27,2021,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-03,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-03,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-03,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-06,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-06,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-06,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-13,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-13,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-13,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-16,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-16,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-16,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-18,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-18,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-18,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-21,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-21,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-21,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-26,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-26,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-26,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-28,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-28,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-28,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-31,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-31,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-01-31,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-02-02,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-02-02,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-02-02,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-02-05,2022,L1C,L1C,TOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_l2a_representative_for_date,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-02-05,2022,L2A,L2A,BOA,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,no_representative_frozen_scl_gate_failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
erken_s2_processing_baseline_control_v1.0,2022-02-05,2022,ACOLITE,L2R,rhos,,False,False,,,,,generation_context_unavailable,official_product_context_unavailable,not_applicable_not_exact_three_method_alignment,unavailable_no_method_product,False,not_eligible_no_frozen_l2a_representative,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
