date,year,chla_fluorometry_ug_L,cyanobacteria_pct_ALA,diatom_dinoflagellate_pct_ALA,green_algae_pct_ALA,cryptomonads_pct_ALA,gps_lat_measured,gps_lon_measured,gps_raw_N,gps_raw_E,distance_measured_to_nominal_m,matchup_lat,matchup_lon,coordinate_source_for_matchup,coordinate_qc,nominal_station_lat,nominal_station_lon,echo_depth_m,integrated_sample_depth_m,wind,field_notes,dicyano_chla_fluorometry_ug_L,chla_Dryad_vs_DiCyano,canonical_chla_source,metadata_source
2019-07-09,2019,26.27,0.0,40.77447474295933,56.96244970943227,2.263075547608404,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,8.2,0-6,8-14,"Waves, wind, part sun.",26.27,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-07-16,2019,8.666666666666668,48.347757671125095,18.686073957513766,31.235247836349327,1.7702596380802516,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,8.1,0-6,5-8,Blue skies with fluffy clouds.,8.666666666666668,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-07-23,2019,25.15,65.49220963172803,8.941218130311613,23.441926345609062,2.0892351274787537,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.9,0-6,0.5-4,Blue skies with some clouds. Warm.,25.15,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-07-30,2019,38.800000000000004,66.48854961832062,11.057797164667395,17.960741548527807,4.482006543075246,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,,0-6,5-8,"Cloudy, a little rain.",38.800000000000004,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-08-06,2019,44.31,38.34919593042336,25.082047915982937,21.718083360682638,14.850672792911057,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,8.2,0-6,5-8,"Cloudy, windy",44.31,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-08-13,2019,49.81666666666666,38.656583629893234,23.480130486358245,32.717971530249116,5.160142348754449,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.6,0-6,5-8,"Mostly cloudy, scattered storms.",49.81666666666666,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-08-20,2019,33.9,49.58601655933763,15.680261678421752,34.57017274864561,0.16354901359501178,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,8.1,0-6,8-14,Varying sun and clouds. Normal waves.,33.9,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-08-27,2019,26.25,45.257761321560814,9.826260324693822,44.91597835374537,0.0,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.3,0-6,5-8,"Sun, hot.",26.25,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-09-03,2019,29.6,55.55555555555556,4.012648566132374,40.442699814633094,0.0,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.8,0-6,5-8,"Small waves, cloudy.",29.6,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-09-10,2019,18.990000000000002,89.04030153667732,9.365033342997975,1.5946651203247322,0.0,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.9,0-6,0.5-4,"Very calm, grey skies.",18.990000000000002,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-09-19,2019,29.3,77.2679509632224,4.763572679509632,11.891418563922942,6.094570928196146,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.5,0-6,5-8,Thin clouds.,29.3,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-09-24,2019,28.814285714285713,79.83899821109122,8.81932021466905,7.012522361359569,4.329159212880143,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.7,0-6,0.5-4,"Cloudy, about 14 C.",28.814285714285713,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-10-03,2019,26.7,82.24,4.16,7.899999999999999,5.739999999999998,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.2,0-6,5-8,"Light breeze, small waves, cloudy.",26.7,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2019-10-09,2019,24.1,77.84608378870674,4.3943533697632065,11.908014571948996,5.828779599271402,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,7.3,0-6,5-8,"Blue skies with clouds, small waves.",24.1,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-05-06,2020,1.365,15.089514066496163,32.73657289002557,44.75703324808184,7.416879795396418,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,,0-6,Fresh-strong,"Sunny with clouds (sunlight was changing a lot during light measurement). Waves, up to 1 meter. Air temp appx 13.",1.365,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-05-13,2020,4.845,4.694533762057878,35.11254019292605,58.45659163987139,1.8006430868167205,55.67444444444444,13.609444444444444,55 40 28,13 36 34,341.53609931340975,55.67444444444444,13.609444444444444,measured_GPS,ok,55.6775,13.60889,8.0,0-6,Gentle breeze,"Partly cloudy, mostly sunny",4.845,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-05-20,2020,16.925,0.0,36.045474810521625,49.24208649130629,14.690147124386982,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,8.8,0-6,Light air,"Sunny, partial clouds.",16.925,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-05-27,2020,20.54,0.0,40.682296363089876,40.89269612263301,18.42500751427713,55.67583333333333,13.606666666666666,55 40 33,13 36 24,231.90011711176234,55.67583333333333,13.606666666666666,measured_GPS,ok,55.6775,13.60889,8.8,0-6,Gentle breeze,Cloudy with some sun.,20.54,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-06-03,2020,14.8,0.0,52.915090648232685,46.35450632581192,0.7173601147776184,55.67611111111111,13.605833333333333,55 40 34,13 36 21,246.12990331533666,55.67611111111111,13.605833333333333,measured_GPS,ok,55.6775,13.60889,8.9,0-6,Moderate breeze,Cloudy with some sun,14.8,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-06-10,2020,14.011111111111111,0.0,49.98488055639553,50.03023888720895,0.0,55.67805555555555,13.592222222222222,55 40 41,13 35 32,1046.8416141533169,,,measured_GPS_flagged_unresolved,CHECK: longitude minute is 35 in metadata; confirm whether 35 or 36,55.6775,13.60889,9.0,0-6,Gentle-moderate breeze,Cloudy with some sun.,14.011111111111111,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-06-17,2020,10.166666666666666,4.04839460214053,52.09399720800373,43.85760818985575,0.0,55.676944444444445,13.603055555555555,55 40 37,13 36 11,370.98594598337485,55.676944444444445,13.603055555555555,measured_GPS,ok,55.6775,13.60889,8.9,0-6,Light air,"Cloudy, some sun.",10.166666666666666,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-06-24,2020,8.455,12.827225130890053,43.45549738219894,40.895869691681206,2.8795811518324608,55.67833333333333,13.593055555555557,55 40 42,13 35 35,997.0814889814586,,,measured_GPS_flagged_unresolved,CHECK: longitude minute is 35 in metadata; confirm whether 35 or 36,55.6775,13.60889,8.0,0-6,Gentle breeze,Sunny with clouds.,8.455,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-07-02,2020,18.066666666666666,9.21484037963762,42.24331320103536,43.95168248490078,4.59016393442623,55.678341,13.612293,55.678341,13.612293,232.95084702794972,55.678341,13.612293,measured_GPS,ok,55.6775,13.60889,8.8,0-6,Moderate breeze,"Cloudy, some sun.",18.066666666666666,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-07-08,2020,32.425,10.012089240575888,44.840092317837126,35.98197604132323,9.154852181558413,55.677205,13.613413,55.677205,13.613413,285.47185019406464,55.677205,13.613413,measured_GPS,ok,55.6775,13.60889,8.0,0-6,Moderate breeze,"Cloudy, some sun.",32.425,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-07-16,2020,32.35,12.688758389261745,39.85947986577181,35.13003355704698,12.321728187919463,55.676944444444445,13.609444444444444,55 40 37,13 36 34,70.88421121064488,55.676944444444445,13.609444444444444,measured_GPS,ok,55.6775,13.60889,8.5,0-6,Moderate breeze,"Cloudy, waves appx 0.5 m",32.35,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-07-23,2020,44.34,1.9592527501139096,20.217405454663805,69.302870533099,8.533489552821715,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,8.4,0-6,Moderate breeze,Alternating clouds and sun. waves appx 1 meter.,44.34,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-07-28,2020,39.61666666666667,4.933481152993349,26.52439024390244,59.20177383592018,9.347283813747229,55.67722222222222,13.608333333333333,55 40 38,13 36 30,46.60643463059046,55.67722222222222,13.608333333333333,measured_GPS,ok,55.6775,13.60889,8.1,0-6,Fresh-strong breeze,Alternating clouds and sun. waves appx 1 meter,39.61666666666667,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-08-06,2020,67.3,33.555860985666605,19.81150598861182,41.22652006021336,5.406112965508214,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,8.1,0-6,Gentle breeze,"Breeze on the border between gentle and moderate. Sunny, small waves.",67.3,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-08-11,2020,40.46666666666667,39.8362638384966,21.648525444227367,38.524513908270535,0.0,55.67638888888889,13.608888888888888,55 40 35,13 36 32,123.54993813487017,55.67638888888889,13.608888888888888,measured_GPS,ok,55.6775,13.60889,8.0,0-6,Moderate breeze,Blue skies. Gentle-moderate breeze. Small-medium waves.,40.46666666666667,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-08-19,2020,26.316666666666666,2.8589121684384353,37.14521622458457,56.46609557229849,3.56073898235112,,,,,,55.6775,13.60889,paper_nominal_station,no measured GPS for this date,55.6775,13.60889,6.6,0-6,Light air,"Thunder, partially cloudy. Calm water. Sampling was abandoned when we saw lightning. No secchi depth, partial light measurements. Because of the weather we sampled a bit closer to shore than usual. ",26.316666666666666,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-08-25,2020,29.983333333333334,9.411626816690108,42.72151898734178,40.55321143928739,7.325363338021567,55.67611111111111,13.609722222222222,55 40 34,13 36 35,163.0139864007966,55.67611111111111,13.609722222222222,measured_GPS,ok,55.6775,13.60889,7.5,0-6,Moderate breeze,"Big waves ca 1 m. Cloudy, some sun.",29.983333333333334,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-09-02,2020,25.55,22.485315712187962,20.943465491923646,46.73274596182086,9.838472834067549,55.677499999999995,13.61,55 40 39,13 36 36,69.59400895966503,55.677499999999995,13.61,measured_GPS,ok,55.6775,13.60889,7.8,0-6,Gentle breeze,"Cloudy, some rain. Small waves.",25.55,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-09-11,2020,59.300000000000004,19.306068417752385,29.464223507280707,40.39573608304883,10.820037622796628,55.678928,13.608819,55.678928,13.608819,158.84873880243785,55.678928,13.608819,measured_GPS,ok,55.6775,13.60889,7.6,0-6,Moderate breeze,Sun with clouds.,59.300000000000004,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-09-16,2020,26.575000000000003,14.979840793962577,34.47741135118371,50.54274785485372,0.0,55.676401,13.610208,55.676401,13.610208,147.52074814201967,55.676401,13.610208,measured_GPS,ok,55.6775,13.60889,7.3,0-6,Gentle breeze,Sunny and warm.,26.575000000000003,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-09-23,2020,28.425,22.501747030048918,30.35173538318193,47.123223852783596,0.0,55.67777777777778,13.609722222222222,55 40 40,13 36 35,60.63472787131162,55.67777777777778,13.609722222222222,measured_GPS,ok,55.6775,13.60889,7.5,0-6,Gentle breeze,Sunny,28.425,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-09-30,2020,27.46,35.467715972098006,36.23680915757467,28.241817206224283,0.017885888034340904,55.677499999999995,13.608888888888888,55 40 39,13 36 32,0.06966367271709954,55.677499999999995,13.608888888888888,measured_GPS,ok,55.6775,13.60889,7.5,0-6,Gentle breeze,Partly cloudy.,27.46,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-10-08,2020,38.550000000000004,35.928740500809766,47.72642332129064,15.273452099165317,1.0340102155226114,55.67777777777778,13.608888888888888,55 40 40,13 36 32,30.887558182320753,55.67777777777778,13.608888888888888,measured_GPS,ok,55.6775,13.60889,7.6,0-6,Moderate breeze,"Cloudy, medium waves (ca 0,5 m).",38.550000000000004,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-10-16,2020,47.2,21.730930427493718,51.25733445096397,22.558675607711653,4.442581726739313,55.677475,13.6101,55 40 38.91,13 36 36.36,75.91467804987266,55.677475,13.6101,measured_GPS,ok,55.6775,13.60889,7.7,0-6,Gentle breeze,Partly cloudy.,47.2,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-10-21,2020,44.730000000000004,15.790509942902146,62.80763929907462,16.98168930891908,4.400472533963379,55.67861111111111,13.612141666666666,55 40 43.00,13 36 43.71,238.38347166238475,55.67861111111111,13.612141666666666,measured_GPS,ok,55.6775,13.60889,7.8,0-6,Gentle breeze,Foggy,44.730000000000004,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
2020-10-29,2020,24.45,13.89578163771712,85.00827129859387,0.0,1.0959470636889992,55.67786666666667,13.610427777777778,55 40 40.32,13 36 37.54,104.6803998638978,55.67786666666667,13.610427777777778,measured_GPS,ok,55.6775,13.60889,7.8,0-6,Gentle breeze,"Cloudy, some rain.",24.45,exact_match,EW_Data_All_dryad.xlsx Table5,Metadata_Vombsjön_SR.xlsx
