date,year,l2a_representative_status,scl_gate_pass,l2a_product_id,l2a_platform,l2a_sensing_datetime,l2a_tile,l2a_relative_orbit,l2a_processing_baseline,l2a_generation_time,l1c_pairing_status,l1c_product_id,l1c_platform,l1c_sensing_datetime,l1c_tile,l1c_relative_orbit,l1c_processing_baseline,l1c_generation_time,l1c_candidate_count,l1c_candidate_product_ids,pairing_detail
2024-06-24,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-06-26,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-06-29,2024,frozen_representative,True,S2A_MSIL2A_20240629T102021_N0510_R065_T34VCM_20240629T134949,S2A,2024-06-29T10:20:21Z,T34VCM,65,N0510,2024-06-29T13:49:49Z,exact_unique,S2A_MSIL1C_20240629T102021_N0510_R065_T34VCM_20240629T122126,S2A,2024-06-29T10:20:21Z,T34VCM,65,N0510,2024-06-29T12:21:26Z,1,S2A_MSIL1C_20240629T102021_N0510_R065_T34VCM_20240629T122126,
2024-07-01,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-04,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-06,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-09,2024,frozen_representative,True,S2A_MSIL2A_20240709T102031_N0510_R065_T34VCM_20240709T142949,S2A,2024-07-09T10:20:31Z,T34VCM,65,N0510,2024-07-09T14:29:49Z,exact_unique,S2A_MSIL1C_20240709T102031_N0510_R065_T34VCM_20240709T122027,S2A,2024-07-09T10:20:31Z,T34VCM,65,N0510,2024-07-09T12:20:27Z,1,S2A_MSIL1C_20240709T102031_N0510_R065_T34VCM_20240709T122027,
2024-07-11,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-14,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-16,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-19,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-21,2024,frozen_representative,True,S2B_MSIL2A_20240721T100559_N0510_R022_T34VCM_20240721T125344,S2B,2024-07-21T10:05:59Z,T34VCM,22,N0510,2024-07-21T12:53:44Z,exact_unique,S2B_MSIL1C_20240721T100559_N0510_R022_T34VCM_20240721T121133,S2B,2024-07-21T10:05:59Z,T34VCM,22,N0510,2024-07-21T12:11:33Z,1,S2B_MSIL1C_20240721T100559_N0510_R022_T34VCM_20240721T121133,
2024-07-24,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-26,2024,frozen_representative,True,S2A_MSIL2A_20240726T100601_N0511_R022_T34VCM_20240726T173850,S2A,2024-07-26T10:06:01Z,T34VCM,22,N0511,2024-07-26T17:38:50Z,exact_unique,S2A_MSIL1C_20240726T100601_N0511_R022_T34VCM_20240726T153045,S2A,2024-07-26T10:06:01Z,T34VCM,22,N0511,2024-07-26T15:30:45Z,1,S2A_MSIL1C_20240726T100601_N0511_R022_T34VCM_20240726T153045,
2024-07-29,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-07-31,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-08-03,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-08-05,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-08-08,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-08-10,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-08-13,2024,frozen_representative,True,S2B_MSIL2A_20240813T101559_N0511_R065_T34VCM_20240813T133715,S2B,2024-08-13T10:15:59Z,T34VCM,65,N0511,2024-08-13T13:37:15Z,exact_unique,S2B_MSIL1C_20240813T101559_N0511_R065_T34VCM_20240813T125216,S2B,2024-08-13T10:15:59Z,T34VCM,65,N0511,2024-08-13T12:52:16Z,1,S2B_MSIL1C_20240813T101559_N0511_R065_T34VCM_20240813T125216,
2024-08-15,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-08-18,2024,frozen_representative,True,S2A_MSIL2A_20240818T102021_N0511_R065_T34VCM_20240818T140657,S2A,2024-08-18T10:20:21Z,T34VCM,65,N0511,2024-08-18T14:06:57Z,exact_unique,S2A_MSIL1C_20240818T102021_N0511_R065_T34VCM_20240818T124603,S2A,2024-08-18T10:20:21Z,T34VCM,65,N0511,2024-08-18T12:46:03Z,1,S2A_MSIL1C_20240818T102021_N0511_R065_T34VCM_20240818T124603,
2024-08-20,2024,frozen_representative,True,S2B_MSIL2A_20240820T100559_N0511_R022_T34VCM_20240820T130319,S2B,2024-08-20T10:05:59Z,T34VCM,22,N0511,2024-08-20T13:03:19Z,exact_unique,S2B_MSIL1C_20240820T100559_N0511_R022_T34VCM_20240820T123551,S2B,2024-08-20T10:05:59Z,T34VCM,22,N0511,2024-08-20T12:35:51Z,1,S2B_MSIL1C_20240820T100559_N0511_R022_T34VCM_20240820T123551,
2024-08-23,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-08-25,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-08-28,2024,frozen_representative,True,S2A_MSIL2A_20240828T102021_N0511_R065_T34VCM_20240828T150452,S2A,2024-08-28T10:20:21Z,T34VCM,65,N0511,2024-08-28T15:04:52Z,exact_unique,S2A_MSIL1C_20240828T102021_N0511_R065_T34VCM_20240828T130205,S2A,2024-08-28T10:20:21Z,T34VCM,65,N0511,2024-08-28T13:02:05Z,1,S2A_MSIL1C_20240828T102021_N0511_R065_T34VCM_20240828T130205,
2024-08-30,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-09-02,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-09-04,2024,frozen_representative,True,S2A_MSIL2A_20240904T100551_N0511_R022_T34VCM_20240904T154147,S2A,2024-09-04T10:05:51Z,T34VCM,22,N0511,2024-09-04T15:41:47Z,exact_unique,S2A_MSIL1C_20240904T100551_N0511_R022_T34VCM_20240904T135217,S2A,2024-09-04T10:05:51Z,T34VCM,22,N0511,2024-09-04T13:52:17Z,1,S2A_MSIL1C_20240904T100551_N0511_R022_T34VCM_20240904T135217,
2024-09-07,2024,frozen_representative,True,S2A_MSIL2A_20240907T102021_N0511_R065_T34VCM_20240907T143052,S2A,2024-09-07T10:20:21Z,T34VCM,65,N0511,2024-09-07T14:30:52Z,exact_unique,S2A_MSIL1C_20240907T102021_N0511_R065_T34VCM_20240907T125720,S2A,2024-09-07T10:20:21Z,T34VCM,65,N0511,2024-09-07T12:57:20Z,1,S2A_MSIL1C_20240907T102021_N0511_R065_T34VCM_20240907T125720,
2024-09-09,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-09-12,2024,frozen_representative,True,S2B_MSIL2A_20240912T102019_N0511_R065_T34VCM_20240912T175037,S2B,2024-09-12T10:20:19Z,T34VCM,65,N0511,2024-09-12T17:50:37Z,exact_unique,S2B_MSIL1C_20240912T102019_N0511_R065_T34VCM_20240912T171852,S2B,2024-09-12T10:20:19Z,T34VCM,65,N0511,2024-09-12T17:18:52Z,1,S2B_MSIL1C_20240912T102019_N0511_R065_T34VCM_20240912T171852,
2024-09-14,2024,frozen_representative,True,S2A_MSIL2A_20240914T100631_N0511_R022_T34VCM_20240914T145600,S2A,2024-09-14T10:06:31Z,T34VCM,22,N0511,2024-09-14T14:56:00Z,exact_unique,S2A_MSIL1C_20240914T100631_N0511_R022_T34VCM_20240914T124515,S2A,2024-09-14T10:06:31Z,T34VCM,22,N0511,2024-09-14T12:45:15Z,1,S2A_MSIL1C_20240914T100631_N0511_R022_T34VCM_20240914T124515,
2024-09-17,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-09-19,2024,frozen_representative,True,S2B_MSIL2A_20240919T101019_N0511_R022_T34VCM_20240919T141852,S2B,2024-09-19T10:10:19Z,T34VCM,22,N0511,2024-09-19T14:18:52Z,exact_unique,S2B_MSIL1C_20240919T101019_N0511_R022_T34VCM_20240919T135226,S2B,2024-09-19T10:10:19Z,T34VCM,22,N0511,2024-09-19T13:52:26Z,1,S2B_MSIL1C_20240919T101019_N0511_R022_T34VCM_20240919T135226,
2024-09-22,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-09-24,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-09-27,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-09-29,2024,frozen_representative,True,S2B_MSIL2A_20240929T100719_N0511_R022_T34VCM_20240929T133706,S2B,2024-09-29T10:07:19Z,T34VCM,22,N0511,2024-09-29T13:37:06Z,exact_unique,S2B_MSIL1C_20240929T100719_N0511_R022_T34VCM_20240929T124821,S2B,2024-09-29T10:07:19Z,T34VCM,22,N0511,2024-09-29T12:48:21Z,1,S2B_MSIL1C_20240929T100719_N0511_R022_T34VCM_20240929T124821,
2024-10-02,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-10-04,2024,frozen_representative,True,S2A_MSIL2A_20241004T100851_N0511_R022_T34VCM_20241004T121647,S2A,2024-10-04T10:08:51Z,T34VCM,22,N0511,2024-10-04T12:16:47Z,exact_unique,S2A_MSIL1C_20241004T100851_N0511_R022_T34VCM_20241004T105753,S2A,2024-10-04T10:08:51Z,T34VCM,22,N0511,2024-10-04T10:57:53Z,1,S2A_MSIL1C_20241004T100851_N0511_R022_T34VCM_20241004T105753,
2024-10-07,2024,frozen_representative,True,S2A_MSIL2A_20241007T101921_N0511_R065_T34VCM_20241007T145846,S2A,2024-10-07T10:19:21Z,T34VCM,65,N0511,2024-10-07T14:58:46Z,exact_unique,S2A_MSIL1C_20241007T101921_N0511_R065_T34VCM_20241007T122440,S2A,2024-10-07T10:19:21Z,T34VCM,65,N0511,2024-10-07T12:24:40Z,1,S2A_MSIL1C_20241007T101921_N0511_R065_T34VCM_20241007T122440,
2024-10-09,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-10-12,2024,frozen_representative,True,S2B_MSIL2A_20241012T101859_N0511_R065_T34VCM_20241012T143335,S2B,2024-10-12T10:18:59Z,T34VCM,65,N0511,2024-10-12T14:33:35Z,exact_unique,S2B_MSIL1C_20241012T101859_N0511_R065_T34VCM_20241012T140027,S2B,2024-10-12T10:18:59Z,T34VCM,65,N0511,2024-10-12T14:00:27Z,1,S2B_MSIL1C_20241012T101859_N0511_R065_T34VCM_20241012T140027,
2024-10-14,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-10-17,2024,frozen_representative,True,S2A_MSIL2A_20241017T102021_N0511_R065_T34VCM_20241017T143350,S2A,2024-10-17T10:20:21Z,T34VCM,65,N0511,2024-10-17T14:33:50Z,exact_unique,S2A_MSIL1C_20241017T102021_N0511_R065_T34VCM_20241017T122244,S2A,2024-10-17T10:20:21Z,T34VCM,65,N0511,2024-10-17T12:22:44Z,1,S2A_MSIL1C_20241017T102021_N0511_R065_T34VCM_20241017T122244,
2024-10-19,2024,frozen_representative,True,S2B_MSIL2A_20241019T100939_N0511_R022_T34VCM_20241019T123549,S2B,2024-10-19T10:09:39Z,T34VCM,22,N0511,2024-10-19T12:35:49Z,exact_unique,S2B_MSIL1C_20241019T100939_N0511_R022_T34VCM_20241019T121218,S2B,2024-10-19T10:09:39Z,T34VCM,22,N0511,2024-10-19T12:12:18Z,1,S2B_MSIL1C_20241019T100939_N0511_R022_T34VCM_20241019T121218,
2024-10-22,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-10-24,2024,frozen_representative,True,S2A_MSIL2A_20241024T101101_N0511_R022_T34VCM_20241024T122648,S2A,2024-10-24T10:11:01Z,T34VCM,22,N0511,2024-10-24T12:26:48Z,exact_unique,S2A_MSIL1C_20241024T101101_N0511_R022_T34VCM_20241024T105806,S2A,2024-10-24T10:11:01Z,T34VCM,22,N0511,2024-10-24T10:58:06Z,1,S2A_MSIL1C_20241024T101101_N0511_R022_T34VCM_20241024T105806,
2024-10-27,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-10-29,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-11-01,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-11-03,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-11-06,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-11-08,2024,frozen_representative,True,S2B_MSIL2A_20241108T101129_N0511_R022_T34VCM_20241108T112954,S2B,2024-11-08T10:11:29Z,T34VCM,22,N0511,2024-11-08T11:29:54Z,exact_unique,S2B_MSIL1C_20241108T101129_N0511_R022_T34VCM_20241108T110229,S2B,2024-11-08T10:11:29Z,T34VCM,22,N0511,2024-11-08T11:02:29Z,1,S2B_MSIL1C_20241108T101129_N0511_R022_T34VCM_20241108T110229,
2024-11-11,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-11-13,2024,frozen_representative,True,S2A_MSIL2A_20241113T101251_N0511_R022_T34VCM_20241113T142853,S2A,2024-11-13T10:12:51Z,T34VCM,22,N0511,2024-11-13T14:28:53Z,exact_unique,S2A_MSIL1C_20241113T101251_N0511_R022_T34VCM_20241113T121135,S2A,2024-11-13T10:12:51Z,T34VCM,22,N0511,2024-11-13T12:11:35Z,1,S2A_MSIL1C_20241113T101251_N0511_R022_T34VCM_20241113T121135,
2024-11-16,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-11-18,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-11-21,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-11-26,2024,frozen_representative,True,S2A_MSIL2A_20241126T102351_N0511_R065_T34VCM_20241126T111848,S2A,2024-11-26T10:23:51Z,T34VCM,65,N0511,2024-11-26T11:18:48Z,exact_unique,S2A_MSIL1C_20241126T102351_N0511_R065_T34VCM_20241126T104240,S2A,2024-11-26T10:23:51Z,T34VCM,65,N0511,2024-11-26T10:42:40Z,1,S2A_MSIL1C_20241126T102351_N0511_R065_T34VCM_20241126T104240,
2024-11-28,2024,frozen_representative,True,S2B_MSIL2A_20241128T101259_N0511_R022_T34VCM_20241128T112016,S2B,2024-11-28T10:12:59Z,T34VCM,22,N0511,2024-11-28T11:20:16Z,exact_unique,S2B_MSIL1C_20241128T101259_N0511_R022_T34VCM_20241128T105426,S2B,2024-11-28T10:12:59Z,T34VCM,22,N0511,2024-11-28T10:54:26Z,1,S2B_MSIL1C_20241128T101259_N0511_R022_T34VCM_20241128T105426,
2024-12-01,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-12-08,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-12-11,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-12-18,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-12-21,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-12-28,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2024-12-31,2024,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-01-07,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-01-10,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-01-15,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-01-17,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-01-20,2025,frozen_representative,True,S2B_MSIL2A_20250120T102239_N0511_R065_T34VCM_20250120T130540,S2B,2025-01-20T10:22:39Z,T34VCM,65,N0511,2025-01-20T13:05:40Z,exact_unique,S2B_MSIL1C_20250120T102239_N0511_R065_T34VCM_20250120T124806,S2B,2025-01-20T10:22:39Z,T34VCM,65,N0511,2025-01-20T12:48:06Z,1,S2B_MSIL1C_20250120T102239_N0511_R065_T34VCM_20250120T124806,
2025-01-22,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-01-25,2025,frozen_representative,True,S2C_MSIL2A_20250125T102341_N0511_R065_T34VCM_20250125T134454,S2C,2025-01-25T10:23:41Z,T34VCM,65,N0511,2025-01-25T13:44:54Z,exact_unique,S2C_MSIL1C_20250125T102341_N0511_R065_T34VCM_20250125T122039,S2C,2025-01-25T10:23:41Z,T34VCM,65,N0511,2025-01-25T12:20:39Z,1,S2C_MSIL1C_20250125T102341_N0511_R065_T34VCM_20250125T122039,
2025-01-27,2025,frozen_representative,True,S2B_MSIL2A_20250127T101209_N0511_R022_T34VCM_20250127T130241,S2B,2025-01-27T10:12:09Z,T34VCM,22,N0511,2025-01-27T13:02:41Z,exact_unique,S2B_MSIL1C_20250127T101209_N0511_R022_T34VCM_20250127T123932,S2B,2025-01-27T10:12:09Z,T34VCM,22,N0511,2025-01-27T12:39:32Z,1,S2B_MSIL1C_20250127T101209_N0511_R022_T34VCM_20250127T123932,
2025-01-30,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-01,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-04,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-06,2025,frozen_representative,True,S2B_MSIL2A_20250206T101109_N0511_R022_T34VCM_20250206T122414,S2B,2025-02-06T10:11:09Z,T34VCM,22,N0511,2025-02-06T12:24:14Z,exact_unique,S2B_MSIL1C_20250206T101109_N0511_R022_T34VCM_20250206T120635,S2B,2025-02-06T10:11:09Z,T34VCM,22,N0511,2025-02-06T12:06:35Z,1,S2B_MSIL1C_20250206T101109_N0511_R022_T34VCM_20250206T120635,
2025-02-09,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-11,2025,frozen_representative,True,S2C_MSIL2A_20250211T101201_N0511_R022_T34VCM_20250211T142256,S2C,2025-02-11T10:12:01Z,T34VCM,22,N0511,2025-02-11T14:22:56Z,exact_unique,S2C_MSIL1C_20250211T101201_N0511_R022_T34VCM_20250211T122750,S2C,2025-02-11T10:12:01Z,T34VCM,22,N0511,2025-02-11T12:27:50Z,1,S2C_MSIL1C_20250211T101201_N0511_R022_T34VCM_20250211T122750,
2025-02-14,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-16,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-19,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-21,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-24,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-02-26,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-01,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-03,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-06,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-08,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-11,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-13,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-15,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-16,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-18,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-21,2025,frozen_representative,True,S2B_MSIL2A_20250321T101629_N0511_R065_T34VCM_20250321T160730,S2B,2025-03-21T10:16:29Z,T34VCM,65,N0511,2025-03-21T16:07:30Z,exact_unique,S2B_MSIL1C_20250321T101629_N0511_R065_T34VCM_20250321T153322,S2B,2025-03-21T10:16:29Z,T34VCM,65,N0511,2025-03-21T15:33:22Z,1,S2B_MSIL1C_20250321T101629_N0511_R065_T34VCM_20250321T153322,
2025-03-23,2025,frozen_representative,True,S2C_MSIL2A_20250323T100711_N0511_R022_T34VCM_20250323T160703,S2C,2025-03-23T10:07:11Z,T34VCM,22,N0511,2025-03-23T16:07:03Z,exact_unique,S2C_MSIL1C_20250323T100711_N0511_R022_T34VCM_20250323T142452,S2C,2025-03-23T10:07:11Z,T34VCM,22,N0511,2025-03-23T14:24:52Z,1,S2C_MSIL1C_20250323T100711_N0511_R022_T34VCM_20250323T142452,
2025-03-25,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-26,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-03-28,2025,frozen_representative,True,S2B_MSIL2A_20250328T100559_N0511_R022_T34VCM_20250328T122235,S2B,2025-03-28T10:05:59Z,T34VCM,22,N0511,2025-03-28T12:22:35Z,exact_unique,S2B_MSIL1C_20250328T100559_N0511_R022_T34VCM_20250328T120642,S2B,2025-03-28T10:05:59Z,T34VCM,22,N0511,2025-03-28T12:06:42Z,1,S2B_MSIL1C_20250328T100559_N0511_R022_T34VCM_20250328T120642,
2025-03-31,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
2025-04-02,2025,no_representative_frozen_scl_gate_failed,False,,,,,,,,no_l2a_representative_for_date,,,,,,,,0,,The frozen SCL observation mask selected no representative L2A product for this date.
