sparse_input_id,date,year,doy,CHLF,qc_rule_id,mask_version,sparse_input_source_flag
175,2023-04-23,2023,113,15.9877,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
176,2023-04-28,2023,118,11.492900000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
177,2023-05-03,2023,123,9.7523999999999997,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
178,2023-05-06,2023,126,7.7674399999999997,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
179,2023-05-08,2023,128,3.7742200000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
180,2023-05-11,2023,131,5.7119999999999997,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
181,2023-05-13,2023,133,4.3341399999999997,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
182,2023-05-18,2023,138,3.8246099999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
183,2023-05-21,2023,141,2.8604599999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
184,2023-05-23,2023,143,2.8848600000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
185,2023-05-26,2023,146,2.7536800000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
186,2023-06-02,2023,153,2.0546799999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
187,2023-06-05,2023,156,2.07254,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
188,2023-06-07,2023,158,1.3427100000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
189,2023-06-10,2023,161,1.3427100000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
190,2023-06-12,2023,163,0.90460499999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
191,2023-06-25,2023,176,1.93638,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
192,2023-06-27,2023,178,2.6722800000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
193,2023-07-20,2023,201,10.7149,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
194,2023-08-04,2023,216,8.2326099999999993,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
195,2023-08-29,2023,241,6.3964800000000004,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
196,2023-09-05,2023,248,7.1104399999999996,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
197,2023-09-30,2023,273,7.0991600000000004,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
198,2023-10-08,2023,281,2.58243,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
199,2023-10-18,2023,291,2.8449,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
200,2023-11-29,2023,333,0.96865100000000004,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
201,2024-04-17,2024,108,4.34274,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
202,2024-05-07,2024,128,3.1356700000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
203,2024-05-10,2024,131,5.8159999999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
204,2024-05-15,2024,136,2.10792,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
205,2024-05-17,2024,138,2.4277799999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
206,2024-05-20,2024,141,2.3176600000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
207,2024-05-22,2024,143,2.30382,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
208,2024-05-25,2024,146,1.9794,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
209,2024-05-27,2024,148,1.8383499999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
210,2024-05-30,2024,151,1.7681899999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
211,2024-06-04,2024,156,1.3288500000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
212,2024-06-06,2024,158,1.1987000000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
213,2024-06-09,2024,161,1.3083,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
214,2024-06-11,2024,163,1.6488,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
215,2024-06-14,2024,166,1.9285099999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
216,2024-06-21,2024,173,1.0061599999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
217,2024-06-29,2024,181,2.11591,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
218,2024-07-09,2024,191,7.49817,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
219,2024-07-21,2024,203,11.023099999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
220,2024-07-26,2024,208,5.1460699999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
221,2024-08-13,2024,226,12.441000000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
222,2024-08-18,2024,231,14.5549,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
223,2024-08-20,2024,233,18.315899999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
224,2024-08-28,2024,241,9.3197299999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
225,2024-09-04,2024,248,27.197600000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
226,2024-09-07,2024,251,14.6808,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
227,2024-09-12,2024,256,10.9353,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
228,2024-09-14,2024,258,26.835999999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
229,2024-09-19,2024,263,3.7310400000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
230,2024-09-29,2024,273,3.2096900000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
231,2024-10-04,2024,278,3.4079700000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
232,2024-10-07,2024,281,3.63103,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
233,2024-10-12,2024,286,2.4878800000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
234,2024-10-17,2024,291,2.72864,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
235,2024-10-19,2024,293,3.0095299999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
236,2024-10-24,2024,298,3.67746,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
237,2024-11-08,2024,313,2.2751600000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
238,2024-11-13,2024,318,2.3468499999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
239,2024-11-26,2024,331,3.7469600000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
240,2024-11-28,2024,333,2.8471000000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
241,2025-03-21,2025,80,27.9665,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
242,2025-03-23,2025,82,38.259500000000003,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
243,2025-03-28,2025,87,40.700299999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
244,2025-04-04,2025,94,7.7140899999999997,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
245,2025-04-07,2025,97,6.28904,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
246,2025-04-12,2025,102,8.2718900000000009,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
247,2025-04-14,2025,104,7.0387000000000004,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
248,2025-04-27,2025,117,8.9756499999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
249,2025-05-04,2025,124,3.5680999999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
250,2025-05-07,2025,127,2.7595700000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
251,2025-05-12,2025,132,2.0381900000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
252,2025-05-14,2025,134,1.38771,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
253,2025-05-15,2025,135,1.5453399999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
254,2025-05-20,2025,140,1.7872699999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
255,2025-05-27,2025,147,1.5421499999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
256,2025-06-01,2025,152,1.1888799999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
257,2025-06-03,2025,154,1.2364200000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
258,2025-06-14,2025,165,1.7282299999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
259,2025-06-26,2025,177,1.7312399999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
260,2025-07-03,2025,184,2.9813200000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
261,2025-07-04,2025,185,2.7420200000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
262,2025-07-09,2025,190,4.4582699999999997,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
263,2025-07-16,2025,197,5.2949200000000003,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
264,2025-07-19,2025,200,4.66615,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
265,2025-07-21,2025,202,6.6352000000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
266,2025-07-23,2025,204,4.77102,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
267,2025-07-24,2025,205,5.7948399999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
268,2025-07-26,2025,207,6.9619999999999997,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
269,2025-08-02,2025,214,28.339400000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
270,2025-08-05,2025,217,31.384799999999998,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
271,2025-08-12,2025,224,29.877099999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
272,2025-08-15,2025,227,20.2379,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
273,2025-08-18,2025,230,24.4864,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
274,2025-08-28,2025,240,37.697400000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
275,2025-09-04,2025,247,8.6129999999999995,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
276,2025-09-07,2025,250,4.5760500000000004,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
277,2025-09-12,2025,255,3.8413599999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
278,2025-09-19,2025,262,5.6340000000000003,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
279,2025-09-22,2025,265,5.4035200000000003,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
280,2025-09-27,2025,270,7.7676600000000002,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
281,2025-10-09,2025,282,14.2097,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
282,2025-10-11,2025,284,12.920500000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
283,2025-10-17,2025,290,12.627599999999999,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
284,2025-10-19,2025,292,14.1511,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
285,2025-11-03,2025,307,15.406000000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
286,2025-11-16,2025,320,7.6442600000000001,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
287,2025-11-20,2025,324,7.2766900000000003,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
288,2025-11-26,2025,330,8.0180799999999994,scl3x3_b1_w8_centernotbad_p0_class2zero_v1,erken_s2_observation_mask_v1,s2_openwater_reference_candidate
