year,method,duration_days,n_scenarios,spearman_nrmse_vs_a_gap,spearman_event_recovery_10d_vs_a_gap,spearman_nrmse_vs_midpoint_relative_position,spearman_event_recovery_10d_vs_midpoint_relative_position
2021,linear_interpolation,20,240,0.83755798245730462,-0.51276488786104557,-0.12558320969281828,0.17964982152935458
2021,linear_interpolation,30,230,0.88200775720903812,-0.65202161266039738,-0.15571501688807188,0.22459673992011567
2021,linear_interpolation,45,215,0.82265911240623824,-0.75401510303609487,-0.25309313056403077,0.1717574266597027
2021,timesat_double_logistic_cv_seapar,10,235,0.42791157539234592,,-0.022243599225775658,
2021,timesat_double_logistic_cv_seapar,20,240,0.68041932422978435,-0.3461123320819538,-0.054475030050999192,0.33106396981752095
2021,timesat_double_logistic_cv_seapar,30,230,0.73862899605402932,-0.45282588058011103,-0.076774818266743899,0.29697257677958117
2021,timesat_double_logistic_cv_seapar,45,215,0.67145967767350134,-0.39806384997941735,-0.12292163175570131,0.36985879109050152
2021,timesat_double_logistic_default_seapar1,10,235,0.29269076652663434,0.0064516166311815153,-0.21538156457698018,-0.31954176129580636
2021,timesat_double_logistic_default_seapar1,20,240,0.52575512646599032,-0.01404895110527396,-0.21191583292461655,-0.38419322323651356
2021,timesat_double_logistic_default_seapar1,30,230,0.62429296730856676,-0.28589667519420486,-0.16716834987974413,-0.30192778832346778
2021,timesat_double_logistic_default_seapar1,45,215,0.65081703247625555,-0.32672966875999337,-0.12568751189739535,-0.22941241185742173
2021,timesat_smoothing_spline,10,235,0.48100523111013882,-0.21343186767965097,-0.12464332952162364,-0.028254727900564793
2021,timesat_smoothing_spline,20,240,0.73897981874115692,-0.44368427705981733,-0.26544231979785399,0.081599609562251846
2021,timesat_smoothing_spline,30,230,0.77363614287078064,-0.58567771624874021,-0.26705206783037466,0.13445519555904933
2021,timesat_smoothing_spline,45,215,0.74189178884500606,-0.5303563927573226,-0.19765474693793636,0.064475421141043029
2022,linear_interpolation,10,188,0.19304598386122773,-0.33680073485266016,-0.12978550778725131,-0.086293440436627789
2022,linear_interpolation,20,215,0.36446141641224561,-0.50150970741050604,-0.10786326941323771,-0.11574828163908356
2022,linear_interpolation,30,205,0.57031991011644068,-0.62661822344734219,-0.11968505443304896,-0.16964809963074948
2022,linear_interpolation,45,190,0.82126137677166533,-0.6519961286226531,-0.12908607001878097,-0.27654027061120201
2022,timesat_double_logistic_cv_seapar,10,188,0.17392295041243175,,-0.18058575129662255,
2022,timesat_double_logistic_cv_seapar,20,215,0.28113633837867347,-0.089445055654413061,-0.2285814308902607,0.069000471504832947
2022,timesat_double_logistic_cv_seapar,30,205,0.46465757363524701,-0.12982659351134593,-0.27908163222508409,0.13110357639834277
2022,timesat_double_logistic_cv_seapar,45,190,0.60283873062590099,-0.32368869378026904,-0.25491161716371918,0.25789830886558018
2022,timesat_double_logistic_default_seapar1,10,188,0.23873350326478013,,-0.21050873693785147,
2022,timesat_double_logistic_default_seapar1,20,215,0.31630345602362914,,-0.27078656417606112,
2022,timesat_double_logistic_default_seapar1,30,205,0.45055820596292334,-0.12982659351134593,-0.39758210006907746,0.13110357639834277
2022,timesat_double_logistic_default_seapar1,45,190,0.30709661400013016,-0.34395229133967919,-0.52335112184830812,0.20736077012847623
2022,timesat_smoothing_spline,10,188,0.073395593471023715,-0.16076161800282815,-0.090195318368553601,0.058980723488050578
2022,timesat_smoothing_spline,20,215,0.16933895840246016,-0.082413601661087743,-0.060872672195819023,0.076919361550348564
2022,timesat_smoothing_spline,30,205,0.30389802445015746,-0.095722158993386083,-0.066950046750857847,0.10923489337408711
2022,timesat_smoothing_spline,45,190,0.61283474974517205,-0.4340788663784525,0.039970946854772905,0.12814901372181622
2023,linear_interpolation,10,129,-0.09308672755168676,-0.12033301288858864,0.10661313026537594,-0.14038020041705074
2023,linear_interpolation,20,167,-0.077739947336384771,-0.24477537403014193,0.051664893787714564,-0.20865171646122174
2023,linear_interpolation,30,180,-0.056928402619451236,-0.38857625348664021,-0.10602238495990148,-0.24598925540361474
2023,linear_interpolation,45,177,-0.13399291760247942,-0.49029258264685138,-0.5306831186282549,-0.29513635173003577
2023,timesat_double_logistic_cv_seapar,10,129,0.47451281226768433,-0.10393512033961014,0.39139806337705169,-0.3899068965341444
2023,timesat_double_logistic_cv_seapar,20,167,0.35044531287727276,-0.16226144691611261,0.088334631570502475,-0.37439833858103033
2023,timesat_double_logistic_cv_seapar,30,180,0.34266620371099399,0.072423323176335083,-0.1367931014504514,-0.094042225617032141
2023,timesat_double_logistic_cv_seapar,45,177,0.27586062441174664,0.41649414918571587,-0.43316764793006529,0.2461101790642867
2023,timesat_double_logistic_default_seapar1,10,129,0.34348050888479587,-0.30204538672719433,0.40907502583094385,-0.19072453543340878
2023,timesat_double_logistic_default_seapar1,20,167,0.30437327675955411,-0.4539890238685515,0.038004074384259019,-0.20018687785614805
2023,timesat_double_logistic_default_seapar1,30,180,0.33121557996636991,-0.34541431199063538,-0.1564719281775736,0.033896345047637902
2023,timesat_double_logistic_default_seapar1,45,177,0.047688091850280473,0.0093313121519343883,-0.67333841284131435,0.55765698812750741
2023,timesat_smoothing_spline,10,129,-0.28980590693090985,0.1200134626467296,0.073979599199450879,0.31404403882007659
2023,timesat_smoothing_spline,20,167,-0.13701339876653029,0.082545077590800695,0.0067439488194274231,0.39866832305867306
2023,timesat_smoothing_spline,30,180,-0.020253007265991097,0.033592017792310837,-0.028100828527048271,0.39339953781362652
2023,timesat_smoothing_spline,45,177,0.21416410811908415,-0.032971758808538497,-0.19628392135695755,0.4408180797228517
2024,linear_interpolation,10,187,0.54679444741820893,-0.36285107971917391,0.10514123475654369,-0.035259380538082259
2024,linear_interpolation,20,205,0.71754807580603708,-0.50772039123133794,0.1347746750220572,-0.024099358875823762
2024,linear_interpolation,30,195,0.70590571386736856,-0.63976380081563655,0.18599343523311121,-0.051677852414037016
2024,linear_interpolation,45,180,0.68942204791354,-0.85363623816889866,0.28139024306214783,-0.096226529853708512
2024,timesat_double_logistic_cv_seapar,10,187,0.61899902220741376,,0.40085617771981646,
2024,timesat_double_logistic_cv_seapar,20,205,0.75219018732720289,-0.26416987983319057,0.44039446178078834,-0.10802823264656246
2024,timesat_double_logistic_cv_seapar,30,195,0.75562807760441952,-0.29926385728434879,0.4662058445333046,-0.18033470645318658
2024,timesat_double_logistic_cv_seapar,45,180,0.75082339351570437,-0.41385274239597997,0.51923554927502369,-0.36219950705301002
2024,timesat_double_logistic_default_seapar1,10,187,0.65317201158748806,,0.24424894507143513,
2024,timesat_double_logistic_default_seapar1,20,205,0.46310970956463882,-0.26416987983319057,0.41124966039441746,-0.10802823264656246
2024,timesat_double_logistic_default_seapar1,30,195,0.33538393225906216,-0.29926385728434879,0.54035876733644372,-0.18033470645318658
2024,timesat_double_logistic_default_seapar1,45,180,0.34777079935863453,-0.47557689270302689,0.7069491165626326,-0.30757626429707957
2024,timesat_smoothing_spline,10,187,0.34077258750713885,,0.26645331118345583,
2024,timesat_smoothing_spline,20,205,0.33780587569115772,-0.23034378081246873,0.28685298720477709,0.053372339456547624
2024,timesat_smoothing_spline,30,195,0.40269221893925244,-0.34501310332941681,0.25044925056783418,0.059040974724681894
2024,timesat_smoothing_spline,45,180,0.48451281045628719,-0.5260282789365921,0.35600636032927679,0.14948586359236582
2025,linear_interpolation,10,224,-0.04357149931438118,-0.27431323431478477,-0.15846637865550189,-0.13364598882767978
2025,linear_interpolation,20,230,-0.12369168920013822,-0.53772574982266219,-0.26745863391609231,-0.25084342625326439
2025,linear_interpolation,30,220,-0.019359779019636002,-0.56219866601704416,-0.1583833841476297,-0.40667954182914329
2025,linear_interpolation,45,205,0.38422644438729409,-0.72882714591138442,0.22120146451060571,-0.73281456392250821
2025,timesat_double_logistic_cv_seapar,10,224,0.5774219527267731,0.2132245728021912,0.36789557373499143,0.064512298613688526
2025,timesat_double_logistic_cv_seapar,20,230,0.57656873715705037,0.10652896374592487,0.37742664168584855,0.18278326639176454
2025,timesat_double_logistic_cv_seapar,30,220,0.58235854297655942,0.046803845865354576,0.43254838071800022,0.089298129905847817
2025,timesat_double_logistic_cv_seapar,45,205,0.51690371545975089,0.25506590492630443,0.41201342376275601,0.26864709461238773
2025,timesat_double_logistic_default_seapar1,10,224,0.44234699419144302,-0.10031691437655471,0.24083988989638649,0.26260174548191789
2025,timesat_double_logistic_default_seapar1,20,230,0.40602179618261497,0.041143786788324054,0.33847768648803822,0.28025745350432396
2025,timesat_double_logistic_default_seapar1,30,220,0.55115203784513767,0.18983741620615896,0.38253838938164975,0.37206649021832711
2025,timesat_double_logistic_default_seapar1,45,205,0.50549328345669076,0.26436808964279984,0.34599174467105714,0.3467854462309492
2025,timesat_smoothing_spline,10,224,0.039034826133972557,-0.54944395052108941,-0.16627419824636053,-0.25475683865389198
2025,timesat_smoothing_spline,20,230,0.0840186437050989,-0.73714021933765839,-0.2242312323707589,-0.32015278160901245
2025,timesat_smoothing_spline,30,220,0.075326105174453178,-0.59709271192137547,-0.17755209603029937,-0.39911311164204305
2025,timesat_smoothing_spline,45,205,0.28350813542939129,-0.51844358585312134,0.048193401542595236,-0.52574346177929521
